eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-639,-170,-192,-384,-345,-601,540,0.1,0,25,6
1,0.1,0.31,0.5,0,0,0,0,0,0,-180,-184,-249,-199,-228,-221,150,0.1,0,25,6
2,0.1,0.31,0.5,0,0,0,0,0,0,-550,-445,-377,-199,-513,-267,451,0.1,0,25,6
3,0.1,0.31,0.5,0,0,101,0,0,0,-220,-269,-180,-209,-238,-355,281,0.1,0,25,6
4,0.1,0.31,0.5,0,70,56,0,0,0,-182,-169,44,-558,-293,-127,459,0.1,0,25,6
5,0.1,0.31,0.5,0,39,66,0,0,0,-328,55,-19,-271,-169,-600,501,0.1,0,25,6
6,0.1,0.31,0.5,0,43,66,89,0,0,-269,51,-114,-112,-463,-218,364,0.1,0,25,6
7,0.1,0.31,0.5,119,37,56,89,0,0,-222,64,35,-119,-186,-258,323,0.1,0,25,6
8,0.1,0.31,0.5,40,52,56,74,0,0,56,35,-113,-117,-144,-389,290,0.1,0,25,6
9,0.1,0.31,0.5,44,52,51,51,0,0,39,-127,41,-113,-393,-378,294,0.1,0,25,6
10,0.1,0.31,0.5,44,38,69,29,0,84,-138,58,5,71,-288,-134,235,0.1,0,25,6
11,0.1,0.31,0.5,51,123,52,30,0,32,18,-131,42,70,-480,69,381,0.1,0,25,6
12,0.1,0.31,0.5,42,45,61,30,0,53,56,35,9,71,-181,6,95,0.1,0,25,6
13,0.1,0.31,0.5,41,39,59,30,0,44,61,52,25,65,-173,57,76,0.1,0,25,6
14,0.1,0.31,0.5,44,37,62,34,0,38,50,62,21,45,-465,57,366,0.1,0,25,6
15,0.1,0.31,0.5,41,37,43,34,0,54,60,64,56,53,-209,15,110,0.1,0,25,6
16,0.1,0.31,0.5,59,74,59,38,0,74,17,-12,23,53,-241,-24,142,0.1,0,25,6
17,0.1,0.31,0.5,41,37,44,29,0,52,58,58,57,66,-738,44,639,0.1,0,25,6
18,0.1,0.31,0.5,41,79,53,30,0,52,-230,-103,29,73,-367,-530,431,0.1,0,25,6
19,0.1,0.31,0.5,42,37,44,28,0,43,50,61,56,71,-435,56,336,0.1,0,25,6
20,0.1,0.31,0.5,54,43,48,27,0,57,36,46,43,75,-440,32,341,0.1,0,25,6
21,0.1,0.31,0.5,49,112,48,45,0,46,-163,-262,48,29,-610,49,511,0.1,0,25,6
22,0.1,0.31,0.5,59,59,45,45,0,36,23,42,56,-174,-227,-142,128,0.1,0,25,6
23,0.1,0.31,0.5,43,45,51,27,0,36,49,57,43,72,-303,-177,204,0.1,0,25,6
24,0.1,0.31,0.5,65,51,50,27,0,34,-22,30,55,-120,-398,-177,299,0.1,0,25,6
25,0.1,0.31,0.5,43,49,46,27,0,32,57,-232,51,75,-224,-275,176,0.1,0,25,6
26,0.1,0.31,0.5,41,49,46,29,0,60,57,33,52,70,-294,5,195,0.1,0,25,6
27,0.1,0.31,0.5,48,59,46,36,0,28,46,25,50,55,-284,70,185,0.1,0,25,6
28,0.1,0.31,0.5,37,62,50,27,0,28,61,-1,45,75,-255,-183,156,0.1,0,25,6
29,0.1,0.31,0.5,37,55,59,28,0,25,65,25,18,73,-524,75,425,0.1,0,25,6
30,0.1,0.31,0.5,50,50,43,27,45,22,34,58,53,75,13,-782,683,0.1,0,25,6
31,0.1,0.31,0.5,38,49,43,28,45,19,64,45,-251,72,38,80,152,0.1,0,25,6
32,0.1,0.31,0.5,38,48,70,28,45,39,-342,43,9,-137,-162,29,243,0.1,0,25,6
33,0.1,0.31,0.5,39,48,47,27,39,44,58,-279,45,73,59,15,180,0.1,0,25,6
34,0.1,0.31,0.5,37,49,50,28,38,30,-139,49,33,71,54,61,68,0.1,0,25,6
35,0.1,0.31,0.5,37,46,47,29,59,60,62,53,51,69,-40,2,141,0.1,1,25,6
36,0.1,0.31,0.5,47,46,49,28,82,25,36,-312,35,70,-103,75,213,0.1,0,25,6
37,0.1,0.31,0.5,41,46,43,33,43,28,50,50,59,55,60,64,51,0.1,1,25,6
38,0.1,0.31,0.5,38,46,44,27,135,33,60,55,53,71,-202,58,303,0.1,1,25,6
39,0.1,0.31,0.5,39,44,43,32,33,33,63,-185,58,60,53,-135,86,0.1,0,25,6
40,0.1,0.31,0.5,37,51,43,27,38,34,63,31,56,74,45,50,70,0.1,1,25,6
41,0.1,0.31,0.5,40,47,43,29,33,31,58,47,59,67,67,70,54,0.1,1,25,6
42,0.1,0.31,0.5,46,47,43,27,34,25,51,54,53,75,65,70,50,0.1,1,25,6
43,0.1,0.31,0.5,37,46,49,28,40,24,65,54,57,71,56,77,47,0.1,1,25,6
44,0.1,0.31,0.5,38,47,43,27,40,27,54,55,56,73,-123,71,47,0.1,0,25,6
45,0.1,0.31,0.5,35,55,44,27,34,35,67,32,56,74,62,44,69,0.1,1,25,6
46,0.1,0.31,0.5,35,54,55,30,41,23,-293,37,23,73,48,76,194,0.1,0,25,6
47,0.1,0.31,0.5,120,51,48,27,50,23,-184,48,42,75,44,78,285,0.1,1,25,6
48,0.1,0.31,0.5,39,56,47,27,50,23,54,34,-27,72,-185,78,128,0.1,0,25,6
49,0.1,0.31,0.5,40,50,44,27,47,23,56,51,-39,74,46,79,140,0.1,1,25,6
50,0.1,0.31,0.5,40,51,55,27,66,25,-135,46,-106,-121,-28,75,207,0.1,0,25,6
51,0.1,0.31,0.5,52,52,46,27,64,23,21,48,25,74,-155,79,256,0.1,1,25,6
52,0.1,0.31,0.5,45,55,71,35,51,23,57,22,-7,55,-23,-189,124,0.1,0,25,6
53,0.1,0.31,0.5,46,51,44,27,73,23,51,46,-62,75,-64,79,165,0.1,1,25,6
54,0.1,0.31,0.5,54,105,44,30,64,28,34,-163,-152,66,16,78,264,0.1,0,25,6
55,0.1,0.31,0.5,45,59,46,27,51,23,54,22,17,75,-46,79,147,0.1,1,25,6
56,0.1,0.31,0.5,49,59,41,28,45,30,47,-168,51,75,49,53,69,0.1,0,25,6
57,0.1,0.31,0.5,46,50,46,28,142,23,53,50,-43,72,-287,77,388,0.1,1,25,6
58,0.1,0.31,0.5,52,49,43,47,108,23,23,49,-40,4,-413,79,514,0.1,1,25,6
59,0.1,0.31,0.5,151,52,43,29,44,23,-205,42,-120,71,49,79,306,0.1,0,25,6
60,0.1,0.31,0.5,45,51,49,28,48,48,55,53,7,73,-1,27,102,0.1,1,25,6
61,0.1,0.31,0.5,45,51,46,28,53,28,56,-176,-82,73,-21,72,183,0.1,0,25,6
62,0.1,0.31,0.5,50,47,45,29,42,28,40,48,37,72,-28,-197,129,0.1,0,25,6
63,0.1,0.31,0.5,53,46,39,27,41,23,39,-454,60,74,40,74,355,0.1,0,25,6
64,0.1,0.31,0.5,45,74,85,28,44,25,55,-26,-67,75,32,72,168,0.1,1,25,6
65,0.1,0.31,0.5,45,53,51,27,47,23,56,39,49,75,-6,78,107,0.1,1,25,6
66,0.1,0.31,0.5,45,52,58,27,80,23,55,-314,-78,-123,-115,78,216,0.1,0,25,6
67,0.1,0.31,0.5,45,27,58,27,38,32,-147,-438,-225,72,48,78,339,0.1,0,25,6
68,0.1,0.31,0.5,48,20,58,35,38,23,46,-132,-204,53,-356,79,257,0.1,0,25,6
69,0.1,0.31,0.5,45,20,36,27,35,23,54,-187,37,74,-10,78,111,0.1,0,25,6
70,0.1,0.31,0.5,47,107,30,27,64,23,50,-217,70,-252,-2,79,318,0.1,0,25,6
71,0.1,0.31,0.5,45,45,38,35,30,24,56,51,47,69,71,77,54,0.1,1,25,6
72,0.1,0.31,0.5,52,45,31,33,29,23,38,-273,71,60,73,79,174,0.1,0,25,6
73,0.1,0.31,0.5,45,42,31,47,29,28,54,56,70,-4,72,67,105,0.1,1,25,6
74,0.1,0.31,0.5,45,68,35,27,29,23,-143,4,65,75,71,79,97,0.1,0,25,6
75,0.1,0.31,0.5,72,41,35,28,29,23,-40,58,63,71,70,79,141,0.1,1,25,6
76,0.1,0.31,0.5,69,61,31,27,29,24,-165,2,70,75,72,73,99,0.1,0,25,6
77,0.1,0.31,0.5,53,41,49,36,29,23,42,53,25,63,71,78,76,0.1,1,25,6
78,0.1,0.31,0.5,49,43,44,28,29,43,48,54,57,71,71,18,83,0.1,1,25,6
79,0.1,0.31,0.5,46,41,32,31,31,24,56,59,65,64,72,74,45,0.1,1,25,6
80,0.1,0.31,0.5,40,41,31,29,29,23,60,61,68,72,73,79,41,0.1,1,25,6
81,0.1,0.31,0.5,41,50,31,29,29,23,61,27,67,73,70,-626,527,0.1,0,25,6
82,0.1,0.31,0.5,60,41,31,30,30,23,11,49,-570,67,69,75,471,0.1,0,25,6
83,0.1,0.31,0.5,43,43,31,32,29,33,56,47,70,62,72,47,54,0.1,1,25,6
84,0.1,0.31,0.5,42,43,33,36,29,25,57,-259,71,70,73,73,160,0.1,0,25,6
85,0.1,0.31,0.5,41,42,32,29,85,25,58,58,69,73,-246,78,347,0.1,1,25,6
86,0.1,0.31,0.5,41,42,32,29,30,23,-261,56,69,72,71,77,162,0.1,0,25,6
87,0.1,0.31,0.5,46,46,32,30,29,24,45,49,67,71,71,75,56,0.1,1,25,6
88,0.1,0.31,0.5,41,41,31,30,30,23,58,61,69,64,66,79,43,0.1,1,25,6
89,0.1,0.31,0.5,44,50,31,29,29,44,57,41,71,73,73,26,75,0.1,1,25,6
90,0.1,0.31,0.5,40,40,31,30,29,25,61,63,69,71,73,76,40,0.1,1,25,6
91,0.1,0.31,0.5,43,40,31,29,31,26,56,51,68,68,65,65,50,0.1,1,25,6
92,0.1,0.31,0.5,44,48,36,29,31,26,43,44,55,73,71,70,58,0.1,1,25,6
93,0.1,0.31,0.5,41,39,33,39,33,27,61,61,66,57,70,68,44,0.1,1,25,6
94,0.1,0.31,0.5,41,40,31,35,60,28,60,58,67,54,-8,60,109,0.1,1,25,6
95,0.1,0.31,0.5,44,40,37,29,33,70,51,58,59,75,66,-54,155,0.1,1,25,6
96,0.1,0.31,0.5,43,41,35,28,30,23,57,59,64,-114,72,78,44,0.1,0,25,6
97,0.1,0.31,0.5,42,39,32,28,29,29,60,63,67,-246,71,65,147,0.1,0,25,6
98,0.1,0.31,0.5,42,40,39,27,33,27,-141,58,60,75,57,77,44,0.1,0,25,6
99,0.1,0.31,0.5,44,40,39,28,29,23,46,63,57,72,73,77,55,0.1,1,25,6
100,0.1,0.31,0.5,44,41,35,27,29,23,51,52,70,75,73,79,50,0.1,1,25,6
101,0.1,0.31,0.5,40,40,32,28,32,23,58,62,63,73,77,75,43,0.1,1,25,6
