eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-407,-155,-144,-257,-279,-186,308,0.1,0,25,6
1,0.1,0.31,0.5,0,172,0,0,0,0,-313,-471,-339,-194,-327,-229,572,0.1,0,25,6
2,0.1,0.31,0.5,0,46,0,0,0,161,-259,44,-518,-176,-255,-552,653,0.1,0,25,6
3,0.1,0.31,0.5,0,90,0,0,0,39,-328,-62,-859,-289,-294,44,760,0.1,0,25,6
4,0.1,0.31,0.5,0,57,0,0,0,38,-316,31,-134,-200,-565,62,466,0.1,0,25,6
5,0.1,0.31,0.5,0,57,0,0,0,38,-387,-147,-151,-256,-218,50,288,0.1,0,25,6
6,0.1,0.31,0.5,0,48,0,0,0,38,-409,-151,-426,-324,-152,-224,327,0.1,0,25,6
7,0.1,0.31,0.5,0,49,0,0,0,37,-469,34,-309,-225,-327,61,370,0.1,0,25,6
8,0.1,0.31,0.5,0,63,0,0,0,37,-444,3,-420,-346,-270,64,345,0.1,0,25,6
9,0.1,0.31,0.5,0,65,0,0,0,52,-207,11,-537,-176,-336,-13,438,0.1,0,25,6
10,0.1,0.31,0.5,0,64,0,0,0,64,-378,-141,-296,-336,-170,5,279,0.1,0,25,6
11,0.1,0.31,0.5,0,32,0,0,0,30,-285,-152,-605,-379,-249,71,506,0.1,0,25,6
12,0.1,0.31,0.5,0,32,0,114,0,31,-245,-222,-764,-218,-810,68,711,0.1,0,25,6
13,0.1,0.31,0.5,0,32,0,39,0,31,-194,-120,-270,61,-298,-162,199,0.1,0,25,6
14,0.1,0.31,0.5,0,32,0,42,0,29,-279,-656,-476,57,-245,71,557,0.1,0,25,6
15,0.1,0.31,0.5,0,109,73,42,0,30,-417,-294,-45,46,-529,70,430,0.1,0,25,6
16,0.1,0.31,0.5,0,55,47,44,0,36,-198,46,44,55,-203,53,104,0.1,0,25,6
17,0.1,0.31,0.5,0,52,47,39,47,36,-401,-259,32,62,-2,-319,302,0.1,0,25,6
18,0.1,0.31,0.5,0,29,45,40,21,27,-299,-198,59,56,81,74,200,0.1,0,25,6
19,0.1,0.31,0.5,0,24,42,39,21,41,-241,-517,60,59,79,28,418,0.1,0,25,6
20,0.1,0.31,0.5,0,24,41,44,22,38,-1116,-238,58,39,77,-139,1017,0.1,0,25,6
21,0.1,0.31,0.5,0,53,49,68,21,25,-278,-8,51,-10,77,75,179,0.1,0,25,6
22,0.1,0.31,0.5,0,41,44,67,107,28,-211,52,55,-142,-312,70,413,0.1,0,25,6
23,0.1,0.31,0.5,100,40,44,54,22,30,-188,46,54,24,74,60,289,0.1,1,25,6
24,0.1,0.31,0.5,40,37,42,49,23,32,56,59,55,-138,73,56,46,0.1,0,25,6
25,0.1,0.31,0.5,42,73,47,54,23,29,54,-23,36,36,75,69,124,0.1,1,25,6
26,0.1,0.31,0.5,34,56,45,56,22,27,65,-8,35,25,79,65,109,0.1,1,25,6
27,0.1,0.31,0.5,34,44,42,51,21,27,-328,58,55,33,81,74,229,0.1,0,25,6
28,0.1,0.31,0.5,33,44,50,51,23,27,60,-151,42,-218,80,70,119,0.1,0,25,6
29,0.1,0.31,0.5,35,44,44,47,21,27,62,55,56,49,78,77,52,0.1,1,25,6
30,0.1,0.31,0.5,45,43,41,51,22,38,41,54,55,36,76,64,65,0.1,1,25,6
31,0.1,0.31,0.5,33,40,54,43,22,38,61,54,12,53,-129,-498,399,0.1,0,25,6
32,0.1,0.31,0.5,33,42,42,44,21,26,66,50,58,50,79,71,51,0.1,1,25,6
33,0.1,0.31,0.5,33,42,42,43,21,25,66,57,54,58,81,77,47,0.1,1,25,6
34,0.1,0.31,0.5,33,65,51,47,25,25,69,-8,45,39,71,-138,109,0.1,0,25,6
35,0.1,0.31,0.5,34,65,67,43,24,36,66,-206,-35,56,81,48,136,0.1,0,25,6
36,0.1,0.31,0.5,34,43,45,45,25,25,-229,59,63,51,71,76,130,0.1,0,25,6
37,0.1,0.31,0.5,37,46,45,44,117,25,54,44,-161,56,-335,79,436,0.1,0,25,6
38,0.1,0.31,0.5,44,72,52,46,23,25,33,-29,29,54,74,77,130,0.1,1,25,6
39,0.1,0.31,0.5,40,43,39,44,23,25,57,56,55,58,78,-177,78,0.1,0,25,6
40,0.1,0.31,0.5,34,41,72,44,23,25,62,50,-26,-141,77,79,127,0.1,0,25,6
41,0.1,0.31,0.5,36,47,39,50,27,25,56,62,63,38,73,76,63,0.1,1,25,6
42,0.1,0.31,0.5,43,72,38,114,23,33,46,-6,65,-130,79,64,231,0.1,1,25,6
43,0.1,0.31,0.5,33,41,43,43,23,24,69,59,54,61,79,75,47,0.1,1,25,6
44,0.1,0.31,0.5,53,42,35,39,23,23,12,57,67,57,77,-174,89,0.1,0,25,6
45,0.1,0.31,0.5,35,45,35,39,40,21,62,46,-391,63,27,77,292,0.1,0,25,6
46,0.1,0.31,0.5,44,44,35,39,23,21,49,56,63,63,79,79,52,0.1,1,25,6
47,0.1,0.31,0.5,50,44,47,39,41,21,25,57,39,62,44,75,76,0.1,1,25,6
48,0.1,0.31,0.5,33,39,37,39,29,21,67,57,65,-200,65,81,101,0.1,0,25,6
49,0.1,0.31,0.5,40,39,35,52,29,22,55,59,67,36,-350,78,251,0.1,0,25,6
50,0.1,0.31,0.5,38,44,35,39,26,22,-135,48,62,63,77,-363,264,0.1,0,25,6
51,0.1,0.31,0.5,38,44,36,39,27,23,-129,-122,62,-250,73,80,151,0.1,0,25,6
52,0.1,0.31,0.5,36,39,36,37,23,25,-179,63,60,-154,79,71,80,0.1,0,25,6
53,0.1,0.31,0.5,12,40,45,49,23,21,-147,61,55,22,79,77,79,0.1,0,25,6
54,0.1,0.31,0.5,10,50,39,43,23,21,-194,31,54,47,79,79,95,0.1,0,25,6
55,0.1,0.31,0.5,10,37,35,41,23,21,-269,66,63,58,78,80,170,0.1,0,25,6
56,0.1,0.31,0.5,104,43,35,62,23,127,-191,37,67,3,-165,-277,378,0.1,0,25,6
57,0.1,0.31,0.5,52,40,39,50,23,21,38,61,58,28,78,81,73,0.1,1,25,6
58,0.1,0.31,0.5,52,36,38,50,23,21,-307,62,66,50,79,81,208,0.1,0,25,6
59,0.1,0.31,0.5,62,37,42,41,23,21,2,65,56,52,77,79,99,0.1,1,25,6
60,0.1,0.31,0.5,54,35,40,43,24,21,29,63,60,47,81,81,72,0.1,1,25,6
