eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,-148,-300,-135,-200,201,0.1,0,15,4
1,0.1,0.31,0.5,0,49,0,0,-149,-122,-219,-140,223,0.1,0,15,4
2,0.1,0.31,0.5,0,16,0,0,-156,83,-261,-199,162,0.1,0,15,4
3,0.1,0.31,0.5,0,15,0,0,-125,85,-112,-137,38,0.1,0,15,4
4,0.1,0.31,0.5,0,15,40,0,-120,86,-40,-170,141,0.1,0,15,4
5,0.1,0.31,0.5,0,15,23,0,-159,87,72,-153,60,0.1,0,15,4
6,0.1,0.31,0.5,0,14,21,0,-147,-170,62,-146,71,0.1,0,15,4
7,0.1,0.31,0.5,0,25,23,35,-121,63,78,2,99,0.1,0,15,4
8,0.1,0.31,0.5,0,19,20,27,-186,82,78,68,87,0.1,0,15,4
9,0.1,0.31,0.5,0,18,33,23,-137,83,56,78,45,0.1,0,15,4
10,0.1,0.31,0.5,0,18,25,23,-182,-135,71,75,83,0.1,0,15,4
11,0.1,0.31,0.5,0,18,25,23,-144,-118,-187,76,88,0.1,0,15,4
12,0.1,0.31,0.5,0,24,35,23,-123,67,45,75,56,0.1,0,15,4
13,0.1,0.31,0.5,0,21,18,27,-142,78,82,80,43,0.1,0,15,4
14,0.1,0.31,0.5,0,22,17,22,-167,76,82,77,68,0.1,0,15,4
15,0.1,0.31,0.5,0,34,17,24,-163,38,81,75,64,0.1,0,15,4
16,0.1,0.31,0.5,0,33,23,25,-223,56,71,74,124,0.1,0,15,4
17,0.1,0.31,0.5,0,43,30,23,-143,19,55,79,82,0.1,0,15,4
18,0.1,0.31,0.5,0,31,16,23,-232,66,85,77,133,0.1,0,15,4
19,0.1,0.31,0.5,0,33,20,23,-172,63,72,71,73,0.1,0,15,4
20,0.1,0.31,0.5,0,34,17,23,-196,69,85,72,97,0.1,0,15,4
21,0.1,0.31,0.5,0,32,17,24,-128,64,-114,76,37,0.1,0,15,4
22,0.1,0.31,0.5,0,32,18,22,-140,-122,83,79,41,0.1,0,15,4
23,0.1,0.31,0.5,0,30,17,28,-173,70,85,66,74,0.1,0,15,4
24,0.1,0.31,0.5,0,29,17,23,-146,73,84,81,47,0.1,0,15,4
25,0.1,0.31,0.5,0,29,19,25,-146,-193,82,73,94,0.1,0,15,4
26,0.1,0.31,0.5,0,34,17,24,-211,59,84,74,112,0.1,0,15,4
27,0.1,0.31,0.5,0,31,17,25,-152,69,85,83,53,0.1,0,15,4
28,0.1,0.31,0.5,0,29,17,24,-202,66,85,75,103,0.1,0,15,4
29,0.1,0.31,0.5,0,31,17,24,-133,68,-145,-124,46,0.1,0,15,4
30,0.1,0.31,0.5,92,31,17,20,-168,60,83,78,269,0.1,1,15,4
31,0.1,0.31,0.5,31,33,19,29,71,65,80,48,53,0.1,1,15,4
32,0.1,0.31,0.5,31,30,17,21,-153,69,82,81,54,0.1,0,15,4
33,0.1,0.31,0.5,28,33,24,21,72,58,65,81,43,0.1,1,15,4
34,0.1,0.31,0.5,26,32,17,22,-138,69,82,83,39,0.1,0,15,4
35,0.1,0.31,0.5,37,34,19,21,48,51,87,80,53,0.1,1,15,4
36,0.1,0.31,0.5,32,29,17,21,66,68,84,80,35,0.1,1,15,4
37,0.1,0.31,0.5,34,32,18,21,50,68,80,81,51,0.1,1,15,4
38,0.1,0.31,0.5,35,29,17,21,59,73,84,80,42,0.1,1,15,4
39,0.1,0.31,0.5,38,29,17,21,63,72,83,80,38,0.1,1,15,4
40,0.1,0.31,0.5,37,29,17,21,63,61,85,-232,133,0.1,0,15,4
41,0.1,0.31,0.5,37,29,17,22,56,73,84,73,45,0.1,1,15,4
42,0.1,0.31,0.5,35,32,17,21,65,50,84,79,51,0.1,1,15,4
43,0.1,0.31,0.5,35,29,17,30,67,71,83,66,35,0.1,1,15,4
44,0.1,0.31,0.5,36,31,19,21,60,71,75,80,41,0.1,1,15,4
45,0.1,0.31,0.5,34,29,17,23,69,69,85,76,32,0.1,1,15,4
46,0.1,0.31,0.5,34,31,19,21,-132,73,87,81,33,0.1,0,15,4
47,0.1,0.31,0.5,34,29,18,22,63,72,73,78,38,0.1,1,15,4
48,0.1,0.31,0.5,34,29,16,22,64,73,83,-125,37,0.1,0,15,4
49,0.1,0.31,0.5,29,30,15,21,-125,57,87,76,44,0.1,0,15,4
50,0.1,0.31,0.5,27,29,15,23,67,67,85,75,34,0.1,1,15,4
51,0.1,0.31,0.5,25,29,24,23,77,71,67,-154,55,0.1,0,15,4
52,0.1,0.31,0.5,25,30,15,21,-121,67,87,58,43,0.1,0,15,4
53,0.1,0.31,0.5,25,29,15,16,73,74,87,-165,66,0.1,0,15,4
54,0.1,0.31,0.5,25,29,15,22,75,71,87,66,35,0.1,1,15,4
55,0.1,0.31,0.5,26,31,20,21,76,78,72,81,29,0.1,1,15,4
56,0.1,0.31,0.5,23,26,15,21,78,75,85,80,26,0.1,1,15,4
57,0.1,0.31,0.5,23,26,15,21,78,75,87,81,26,0.1,1,15,4
58,0.1,0.31,0.5,27,27,15,17,76,73,87,86,28,0.1,1,15,4
59,0.1,0.31,0.5,23,30,34,27,79,67,54,17,84,0.1,1,15,4
60,0.1,0.31,0.5,23,29,15,19,79,57,87,82,44,0.1,1,15,4
61,0.1,0.31,0.5,42,29,19,28,42,68,80,69,59,0.1,1,15,4
62,0.1,0.31,0.5,23,26,16,19,75,75,83,83,26,0.1,1,15,4
63,0.1,0.31,0.5,24,27,49,19,77,75,6,83,95,0.1,1,15,4
64,0.1,0.31,0.5,23,26,17,19,79,75,82,81,26,0.1,1,15,4
65,0.1,0.31,0.5,23,26,20,19,78,75,79,79,26,0.1,1,15,4
66,0.1,0.31,0.5,23,26,17,19,79,73,85,83,28,0.1,1,15,4
67,0.1,0.31,0.5,23,26,17,22,79,-154,85,76,55,0.1,0,15,4
68,0.1,0.31,0.5,54,27,17,19,-43,75,-121,83,144,0.1,0,15,4
69,0.1,0.31,0.5,29,27,17,19,62,73,82,-118,39,0.1,0,15,4
70,0.1,0.31,0.5,23,29,17,19,79,69,85,83,32,0.1,1,15,4
71,0.1,0.31,0.5,23,26,17,19,79,75,85,82,26,0.1,1,15,4
72,0.1,0.31,0.5,23,27,17,28,-120,74,81,58,43,0.1,0,15,4
73,0.1,0.31,0.5,24,26,17,20,74,74,84,77,27,0.1,1,15,4
74,0.1,0.31,0.5,31,28,17,20,67,74,85,80,34,0.1,1,15,4
75,0.1,0.31,0.5,27,26,17,19,-108,75,85,82,26,0.1,0,15,4
76,0.1,0.31,0.5,27,52,17,20,-130,-5,85,80,106,0.1,0,15,4
77,0.1,0.31,0.5,27,33,18,19,71,57,78,82,44,0.1,1,15,4
78,0.1,0.31,0.5,26,28,17,19,74,75,85,79,27,0.1,1,15,4
79,0.1,0.31,0.5,27,26,17,21,74,73,81,79,28,0.1,1,15,4
80,0.1,0.31,0.5,27,26,17,19,-114,75,85,82,26,0.1,0,15,4
81,0.1,0.31,0.5,27,35,17,19,70,63,85,81,38,0.1,1,15,4
82,0.1,0.31,0.5,27,28,17,19,75,72,85,83,29,0.1,1,15,4
