eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,-442,-129,-109,-137,343,0.1,0,20,4
1,0.1,0.31,0.5,0,0,0,0,-259,-114,-183,-212,160,0.1,0,20,4
2,0.1,0.31,0.5,0,0,0,0,-307,-122,-169,-125,208,0.1,0,20,4
3,0.1,0.31,0.5,0,0,0,0,-159,-460,-206,-239,361,0.1,0,20,4
4,0.1,0.31,0.5,0,0,0,0,-195,-139,-153,-151,96,0.1,0,20,4
5,0.1,0.31,0.5,0,0,43,0,-153,-354,6,-174,255,0.1,0,20,4
6,0.1,0.31,0.5,0,0,26,0,-192,-120,65,-303,204,0.1,0,20,4
7,0.1,0.31,0.5,78,0,74,0,-135,-197,-42,-131,236,0.1,0,20,4
8,0.1,0.31,0.5,40,0,36,0,58,-201,30,-311,212,0.1,0,20,4
9,0.1,0.31,0.5,43,0,25,0,48,-206,76,-230,131,0.1,0,20,4
10,0.1,0.31,0.5,41,0,26,0,59,-140,68,-212,113,0.1,0,20,4
11,0.1,0.31,0.5,50,0,36,0,30,-266,48,-162,167,0.1,0,20,4
12,0.1,0.31,0.5,54,0,28,0,20,-634,67,-195,535,0.1,0,20,4
13,0.1,0.31,0.5,46,0,25,0,55,-280,75,-189,181,0.1,0,20,4
14,0.1,0.31,0.5,42,38,27,0,56,35,75,-283,184,0.1,0,20,4
15,0.1,0.31,0.5,38,26,25,0,-133,75,72,-219,120,0.1,0,20,4
16,0.1,0.31,0.5,53,26,25,0,36,74,75,-149,65,0.1,0,20,4
17,0.1,0.31,0.5,45,26,25,0,48,-168,76,-142,69,0.1,0,20,4
18,0.1,0.31,0.5,45,26,25,0,42,72,75,-239,140,0.1,0,20,4
19,0.1,0.31,0.5,46,34,25,80,53,59,73,-203,304,0.1,1,20,4
20,0.1,0.31,0.5,61,27,28,29,13,74,75,67,88,0.1,1,20,4
21,0.1,0.31,0.5,49,28,28,25,44,72,69,75,57,0.1,1,20,4
22,0.1,0.31,0.5,42,26,25,23,56,76,75,78,45,0.1,1,20,4
23,0.1,0.31,0.5,42,26,27,25,56,76,70,73,45,0.1,1,20,4
24,0.1,0.31,0.5,44,26,27,24,47,77,-149,74,54,0.1,0,20,4
25,0.1,0.31,0.5,43,26,27,61,59,71,-143,-27,128,0.1,0,20,4
26,0.1,0.31,0.5,48,81,22,26,55,-87,79,75,188,0.1,1,20,4
27,0.1,0.31,0.5,43,26,34,26,54,72,48,74,53,0.1,1,20,4
28,0.1,0.31,0.5,43,28,24,26,64,70,75,76,37,0.1,1,20,4
29,0.1,0.31,0.5,42,26,23,31,56,72,78,68,45,0.1,1,20,4
30,0.1,0.31,0.5,41,26,23,27,58,-132,-160,63,61,0.1,0,20,4
31,0.1,0.31,0.5,57,26,23,42,13,76,79,28,88,0.1,1,20,4
32,0.1,0.31,0.5,44,26,35,27,49,76,57,72,52,0.1,1,20,4
33,0.1,0.31,0.5,42,26,23,26,58,76,79,76,43,0.1,1,20,4
34,0.1,0.31,0.5,42,26,23,26,-140,76,78,73,41,0.1,0,20,4
35,0.1,0.31,0.5,41,26,23,28,58,72,79,71,43,0.1,1,20,4
36,0.1,0.31,0.5,41,27,28,26,59,71,68,76,42,0.1,1,20,4
37,0.1,0.31,0.5,43,27,23,26,46,-182,78,76,83,0.1,0,20,4
38,0.1,0.31,0.5,43,26,70,26,-136,76,-1,76,102,0.1,0,20,4
39,0.1,0.31,0.5,38,26,23,26,56,75,76,-128,45,0.1,0,20,4
40,0.1,0.31,0.5,37,28,27,26,-138,66,62,76,39,0.1,0,20,4
41,0.1,0.31,0.5,43,32,23,26,47,65,78,72,54,0.1,1,20,4
42,0.1,0.31,0.5,37,26,23,27,54,76,81,73,47,0.1,1,20,4
43,0.1,0.31,0.5,36,35,23,27,62,69,79,70,39,0.1,1,20,4
44,0.1,0.31,0.5,36,26,23,36,-160,75,78,53,61,0.1,0,20,4
45,0.1,0.31,0.5,31,30,23,27,-162,62,-122,72,63,0.1,0,20,4
46,0.1,0.31,0.5,33,29,20,27,65,70,-141,-134,42,0.1,0,20,4
47,0.1,0.31,0.5,31,26,21,28,71,75,67,73,34,0.1,1,20,4
48,0.1,0.31,0.5,34,42,22,28,62,32,71,-115,69,0.1,0,20,4
49,0.1,0.31,0.5,34,42,21,28,-129,-102,75,-125,30,0.1,0,20,4
50,0.1,0.31,0.5,39,42,19,8,54,-102,83,-121,47,0.1,0,20,4
51,0.1,0.31,0.5,33,38,19,36,66,-102,81,31,70,0.1,0,20,4
52,0.1,0.31,0.5,31,38,19,26,70,-180,81,76,81,0.1,0,20,4
53,0.1,0.31,0.5,33,69,19,19,62,-76,80,76,177,0.1,1,20,4
54,0.1,0.31,0.5,32,36,26,21,48,65,76,77,53,0.1,1,20,4
55,0.1,0.31,0.5,30,36,19,21,69,-128,83,-120,32,0.1,0,20,4
56,0.1,0.31,0.5,30,32,19,15,-157,70,83,-109,58,0.1,0,20,4
57,0.1,0.31,0.5,31,38,19,15,70,54,83,-112,47,0.1,0,20,4
58,0.1,0.31,0.5,31,35,19,15,59,61,81,-134,42,0.1,0,20,4
59,0.1,0.31,0.5,32,35,19,29,69,-153,80,32,69,0.1,0,20,4
60,0.1,0.31,0.5,30,32,28,22,71,69,63,80,38,0.1,1,20,4
61,0.1,0.31,0.5,30,32,19,22,65,69,83,80,36,0.1,1,20,4
62,0.1,0.31,0.5,30,31,24,25,69,68,81,76,33,0.1,1,20,4
63,0.1,0.31,0.5,52,33,22,22,9,65,73,80,92,0.1,1,20,4
64,0.1,0.31,0.5,36,27,46,22,62,76,12,78,89,0.1,1,20,4
65,0.1,0.31,0.5,35,34,19,22,64,57,83,76,44,0.1,1,20,4
66,0.1,0.31,0.5,36,30,27,22,63,72,66,-176,77,0.1,0,20,4
67,0.1,0.31,0.5,38,30,19,22,57,70,83,80,44,0.1,1,20,4
68,0.1,0.31,0.5,37,30,19,22,60,67,83,80,41,0.1,1,20,4
69,0.1,0.31,0.5,37,61,19,22,64,-53,-135,81,154,0.1,0,20,4
70,0.1,0.31,0.5,37,38,19,22,63,54,83,80,47,0.1,1,20,4
71,0.1,0.31,0.5,37,34,19,19,-184,49,81,-379,280,0.1,0,20,4
72,0.1,0.31,0.5,37,35,20,25,55,62,79,68,46,0.1,1,20,4
73,0.1,0.31,0.5,39,35,19,20,57,-174,83,80,75,0.1,0,20,4
74,0.1,0.31,0.5,37,43,19,24,63,50,83,68,51,0.1,1,20,4
75,0.1,0.31,0.5,37,33,20,23,63,54,79,81,47,0.1,1,20,4
76,0.1,0.31,0.5,56,30,21,20,6,70,83,82,95,0.1,1,20,4
77,0.1,0.31,0.5,36,31,19,20,59,70,82,82,42,0.1,1,20,4
78,0.1,0.31,0.5,38,30,21,20,56,72,79,81,45,0.1,1,20,4
79,0.1,0.31,0.5,37,30,19,25,63,72,83,76,38,0.1,1,20,4
80,0.1,0.31,0.5,38,30,19,20,61,70,83,82,40,0.1,1,20,4
81,0.1,0.31,0.5,37,43,19,20,64,61,-114,82,40,0.1,0,20,4
82,0.1,0.31,0.5,37,25,47,20,65,76,4,82,97,0.1,1,20,4
83,0.1,0.31,0.5,36,30,19,21,60,64,80,76,41,0.1,1,20,4
84,0.1,0.31,0.5,37,30,21,20,62,-352,81,82,253,0.1,0,20,4
85,0.1,0.31,0.5,36,30,19,21,63,-108,79,78,38,0.1,0,20,4
86,0.1,0.31,0.5,36,29,19,20,63,68,81,80,38,0.1,1,20,4
87,0.1,0.31,0.5,36,27,19,20,65,74,81,80,36,0.1,1,20,4
88,0.1,0.31,0.5,38,30,19,20,59,69,83,82,42,0.1,1,20,4
89,0.1,0.31,0.5,37,26,19,22,63,76,83,78,38,0.1,1,20,4
90,0.1,0.31,0.5,37,79,19,32,-129,-95,83,62,196,0.1,0,20,4
