eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.6,0.1,0,0,-108,-151,52,0.45,0,10
1,0.1,0.6,0.1,0,0,-108,-128,29,0.45,0,10
2,0.1,0.6,0.1,0,0,-109,-126,27,0.45,0,10
3,0.1,0.6,0.1,0,0,-134,-117,35,0.45,0,10
4,0.1,0.6,0.1,0,0,-123,-109,24,0.45,0,10
5,0.1,0.6,0.1,0,22,-126,43,58,0.45,0,10
6,0.1,0.6,0.1,13,14,-116,87,17,0.45,0,10
7,0.1,0.6,0.1,14,14,-140,84,41,0.45,0,10
8,0.1,0.6,0.1,14,14,-118,88,19,0.45,0,10
9,0.1,0.6,0.1,14,14,-131,88,32,0.45,0,10
10,0.1,0.6,0.1,14,14,-176,83,77,0.45,0,10
11,0.1,0.6,0.1,14,14,-136,88,37,0.45,0,10
12,0.1,0.6,0.1,14,14,-141,86,42,0.45,0,10
13,0.1,0.6,0.1,18,10,25,-146,76,0.45,0,10
14,0.1,0.6,0.1,11,18,91,-143,44,0.45,0,10
15,0.1,0.6,0.1,4,19,-107,78,23,0.45,0,10
16,0.1,0.6,0.1,33,16,45,88,56,0.45,1,10
17,0.1,0.6,0.1,22,28,80,84,21,0.45,1,10
18,0.1,0.6,0.1,26,16,84,87,17,0.45,1,10
19,0.1,0.6,0.1,25,28,85,84,17,0.45,1,10
20,0.1,0.6,0.1,26,19,83,88,18,0.45,1,10
21,0.1,0.6,0.1,21,24,85,88,16,0.45,1,10
22,0.1,0.6,0.1,24,15,85,-109,16,0.45,0,10
23,0.1,0.6,0.1,22,12,82,-157,58,0.45,0,10
24,0.1,0.6,0.1,21,39,83,23,78,0.45,1,10
25,0.1,0.6,0.1,27,22,80,90,21,0.45,1,10
26,0.1,0.6,0.1,21,19,84,92,17,0.45,1,10
27,0.1,0.6,0.1,25,17,82,91,19,0.45,1,10
28,0.1,0.6,0.1,17,19,85,92,16,0.45,1,10
29,0.1,0.6,0.1,20,36,79,52,49,0.45,1,10
30,0.1,0.6,0.1,18,22,85,84,17,0.45,1,10
31,0.1,0.6,0.1,21,17,89,90,12,0.45,1,10
32,0.1,0.6,0.1,22,22,89,90,12,0.45,1,10
33,0.1,0.6,0.1,21,17,-131,90,32,0.45,0,10
34,0.1,0.6,0.1,20,19,88,88,13,0.45,1,10
35,0.1,0.6,0.1,21,20,91,89,12,0.45,1,10
36,0.1,0.6,0.1,22,14,89,89,12,0.45,1,10
37,0.1,0.6,0.1,16,18,91,90,11,0.45,1,10
38,0.1,0.6,0.1,20,19,91,90,11,0.45,1,10
39,0.1,0.6,0.1,15,17,88,90,13,0.45,1,10
40,0.1,0.6,0.1,19,18,91,90,11,0.45,1,10
41,0.1,0.6,0.1,16,19,-112,89,13,0.45,0,10
42,0.1,0.6,0.1,20,16,86,92,15,0.45,1,10
43,0.1,0.6,0.1,18,19,91,89,12,0.45,1,10
44,0.1,0.6,0.1,14,22,91,83,18,0.45,1,10
45,0.1,0.6,0.1,19,19,90,90,11,0.45,1,10
46,0.1,0.6,0.1,19,11,91,-110,11,0.45,0,10
47,0.1,0.6,0.1,13,29,-106,45,56,0.45,0,10
48,0.1,0.6,0.1,34,26,47,79,54,0.45,1,10
49,0.1,0.6,0.1,30,24,-102,86,15,0.45,0,10
50,0.1,0.6,0.1,20,21,76,86,25,0.45,1,10
51,0.1,0.6,0.1,24,27,89,78,23,0.45,1,10
52,0.1,0.6,0.1,23,19,91,84,17,0.45,1,10
53,0.1,0.6,0.1,18,23,91,86,15,0.45,1,10
54,0.1,0.6,0.1,21,24,91,86,15,0.45,1,10
55,0.1,0.6,0.1,20,23,89,84,17,0.45,1,10
56,0.1,0.6,0.1,21,23,90,85,16,0.45,1,10
57,0.1,0.6,0.1,19,24,91,80,21,0.45,1,10
58,0.1,0.6,0.1,14,25,-107,86,15,0.45,0,10
59,0.1,0.6,0.1,20,20,-117,85,18,0.45,0,10
60,0.1,0.6,0.1,20,21,-139,88,40,0.45,0,10
61,0.1,0.6,0.1,20,19,-121,86,22,0.45,0,10
62,0.1,0.6,0.1,20,19,-112,86,15,0.45,0,10
63,0.1,0.6,0.1,20,16,-142,86,43,0.45,0,10
64,0.1,0.6,0.1,20,16,-106,85,16,0.45,0,10
65,0.1,0.6,0.1,40,16,36,86,65,0.45,1,10
66,0.1,0.6,0.1,29,32,85,86,16,0.45,1,10
67,0.1,0.6,0.1,33,17,87,86,15,0.45,1,10
68,0.1,0.6,0.1,35,30,82,78,23,0.45,1,10
69,0.1,0.6,0.1,32,20,83,86,18,0.45,1,10
70,0.1,0.6,0.1,25,28,84,86,17,0.45,1,10
71,0.1,0.6,0.1,32,31,84,85,17,0.45,1,10
72,0.1,0.6,0.1,30,32,84,84,17,0.45,1,10
73,0.1,0.6,0.1,27,21,85,85,16,0.45,1,10
74,0.1,0.6,0.1,32,30,85,82,19,0.45,1,10
75,0.1,0.6,0.1,32,37,81,73,28,0.45,1,10
76,0.1,0.6,0.1,30,31,81,86,20,0.45,1,10
77,0.1,0.6,0.1,25,32,85,82,19,0.45,1,10
78,0.1,0.6,0.1,32,31,83,86,18,0.45,1,10
79,0.1,0.6,0.1,29,32,82,82,19,0.45,1,10
80,0.1,0.6,0.1,18,21,-114,85,16,0.45,0,10
81,0.1,0.6,0.1,19,19,-121,85,22,0.45,0,10
82,0.1,0.6,0.1,19,20,-130,82,31,0.45,0,10
83,0.1,0.6,0.1,26,17,67,86,34,0.45,1,10
84,0.1,0.6,0.1,27,24,80,86,21,0.45,1,10
85,0.1,0.6,0.1,27,16,82,85,19,0.45,1,10
86,0.1,0.6,0.1,13,25,-117,82,19,0.45,0,10
87,0.1,0.6,0.1,19,24,-141,80,42,0.45,0,10
88,0.1,0.6,0.1,19,24,-111,85,16,0.45,0,10
89,0.1,0.6,0.1,19,16,-141,84,42,0.45,0,10
90,0.1,0.6,0.1,30,16,63,84,38,0.45,1,10
91,0.1,0.6,0.1,27,26,91,85,16,0.45,1,10
92,0.1,0.6,0.1,30,17,81,88,20,0.45,1,10
93,0.1,0.6,0.1,26,28,91,81,20,0.45,1,10
94,0.1,0.6,0.1,27,26,80,84,21,0.45,1,10
95,0.1,0.6,0.1,26,18,90,86,15,0.45,1,10
96,0.1,0.6,0.1,25,24,91,85,16,0.45,1,10
97,0.1,0.6,0.1,15,19,91,86,15,0.45,1,10
98,0.1,0.6,0.1,21,27,89,83,18,0.45,1,10
99,0.1,0.6,0.1,13,13,-107,-113,14,0.45,0,10
100,0.1,0.6,0.1,13,13,-151,-123,52,0.45,0,10
101,0.1,0.6,0.1,13,13,-117,-128,29,0.45,0,10
102,0.1,0.6,0.1,14,12,-141,-149,50,0.45,0,10
103,0.1,0.6,0.1,14,12,-105,-109,10,0.45,0,10
104,0.1,0.6,0.1,15,11,-184,-134,85,0.45,0,10
105,0.1,0.6,0.1,15,6,-121,-128,29,0.45,0,10
106,0.1,0.6,0.1,15,6,-162,-126,63,0.45,0,10
107,0.1,0.6,0.1,6,24,-173,41,74,0.45,0,10
108,0.1,0.6,0.1,13,17,-118,92,19,0.45,0,10
109,0.1,0.6,0.1,13,15,-147,92,48,0.45,0,10
110,0.1,0.6,0.1,13,14,-141,92,42,0.45,0,10
111,0.1,0.6,0.1,13,12,-214,90,115,0.45,0,10
112,0.1,0.6,0.1,23,12,42,92,59,0.45,1,10
113,0.1,0.6,0.1,22,19,-219,92,320,0.45,1,10
114,0.1,0.6,0.1,9,10,-177,90,78,0.45,0,10
115,0.1,0.6,0.1,12,10,-105,92,9,0.45,0,10
116,0.1,0.6,0.1,30,4,41,-108,60,0.45,0,10
117,0.1,0.6,0.1,24,22,81,89,20,0.45,1,10
118,0.1,0.6,0.1,28,10,76,92,25,0.45,1,10
119,0.1,0.6,0.1,21,16,78,91,23,0.45,1,10
120,0.1,0.6,0.1,26,17,78,92,23,0.45,1,10
121,0.1,0.6,0.1,25,15,78,92,23,0.45,1,10
122,0.1,0.6,0.1,26,13,89,92,12,0.45,1,10
123,0.1,0.6,0.1,23,17,89,92,12,0.45,1,10
124,0.1,0.6,0.1,26,14,89,92,12,0.45,1,10
125,0.1,0.6,0.1,26,19,88,90,13,0.45,1,10
126,0.1,0.6,0.1,18,17,89,92,12,0.45,1,10
127,0.1,0.6,0.1,16,16,89,92,12,0.45,1,10
128,0.1,0.6,0.1,18,14,89,92,12,0.45,1,10
129,0.1,0.6,0.1,18,28,89,61,40,0.45,1,10
130,0.1,0.6,0.1,15,18,89,92,12,0.45,1,10
131,0.1,0.6,0.1,18,18,89,92,12,0.45,1,10
132,0.1,0.6,0.1,19,17,89,92,12,0.45,1,10
133,0.1,0.6,0.1,18,18,88,92,13,0.45,1,10
134,0.1,0.6,0.1,16,25,87,80,21,0.45,1,10
135,0.1,0.6,0.1,19,12,82,92,19,0.45,1,10
136,0.1,0.6,0.1,17,17,89,92,12,0.45,1,10
137,0.1,0.6,0.1,15,18,89,92,12,0.45,1,10
138,0.1,0.6,0.1,18,18,89,92,12,0.45,1,10
139,0.1,0.6,0.1,9,20,-110,85,16,0.45,0,10
140,0.1,0.6,0.1,10,17,-174,92,75,0.45,0,10
141,0.1,0.6,0.1,18,17,76,92,25,0.45,1,10
142,0.1,0.6,0.1,17,15,85,90,16,0.45,1,10
143,0.1,0.6,0.1,17,13,87,92,14,0.45,1,10
144,0.1,0.6,0.1,18,18,87,90,14,0.45,1,10
145,0.1,0.6,0.1,17,13,85,92,16,0.45,1,10
146,0.1,0.6,0.1,15,15,-114,92,15,0.45,0,10
147,0.1,0.6,0.1,22,12,59,92,42,0.45,1,10
148,0.1,0.6,0.1,20,19,85,92,16,0.45,1,10
