eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.2,0.1,0,0,-116,-145,46,0.45,0,10
1,0.1,0.2,0.1,0,0,-120,-131,32,0.45,0,10
2,0.1,0.2,0.1,0,0,-123,-120,24,0.45,0,10
3,0.1,0.2,0.1,0,0,-120,-137,38,0.45,0,10
4,0.1,0.2,0.1,0,0,-111,-162,63,0.45,0,10
5,0.1,0.2,0.1,0,0,-148,-147,49,0.45,0,10
6,0.1,0.2,0.1,0,22,-130,44,57,0.45,0,10
7,0.1,0.2,0.1,10,11,-109,90,11,0.45,0,10
8,0.1,0.2,0.1,11,12,-114,90,15,0.45,0,10
9,0.1,0.2,0.1,12,12,-160,90,61,0.45,0,10
10,0.1,0.2,0.1,12,12,-193,90,94,0.45,0,10
11,0.1,0.2,0.1,12,12,-115,90,16,0.45,0,10
12,0.1,0.2,0.1,12,12,-134,90,35,0.45,0,10
13,0.1,0.2,0.1,4,12,-166,90,67,0.45,0,10
14,0.1,0.2,0.1,12,12,-128,90,29,0.45,0,10
15,0.1,0.2,0.1,12,12,-120,90,21,0.45,0,10
16,0.1,0.2,0.1,12,12,-153,87,54,0.45,0,10
17,0.1,0.2,0.1,12,12,-147,90,48,0.45,0,10
18,0.1,0.2,0.1,12,12,-139,90,40,0.45,0,10
19,0.1,0.2,0.1,12,12,-149,-119,50,0.45,0,10
20,0.1,0.2,0.1,12,12,-157,90,58,0.45,0,10
21,0.1,0.2,0.1,12,12,-121,90,22,0.45,0,10
22,0.1,0.2,0.1,12,12,-150,90,51,0.45,0,10
23,0.1,0.2,0.1,23,12,60,88,41,0.45,1,10
24,0.1,0.2,0.1,20,19,90,90,11,0.45,1,10
25,0.1,0.2,0.1,19,14,91,92,10,0.45,1,10
26,0.1,0.2,0.1,21,18,86,88,15,0.45,1,10
27,0.1,0.2,0.1,21,14,82,91,19,0.45,1,10
28,0.1,0.2,0.1,15,22,86,92,15,0.45,1,10
29,0.1,0.2,0.1,19,19,91,91,10,0.45,1,10
30,0.1,0.2,0.1,18,22,90,-112,13,0.45,0,10
31,0.1,0.2,0.1,15,18,89,92,12,0.45,1,10
32,0.1,0.2,0.1,20,17,91,92,10,0.45,1,10
33,0.1,0.2,0.1,19,20,88,92,13,0.45,1,10
34,0.1,0.2,0.1,16,19,91,92,10,0.45,1,10
35,0.1,0.2,0.1,20,16,91,91,10,0.45,1,10
36,0.1,0.2,0.1,18,16,89,92,12,0.45,1,10
37,0.1,0.2,0.1,22,18,86,91,15,0.45,1,10
38,0.1,0.2,0.1,19,20,90,90,11,0.45,1,10
39,0.1,0.2,0.1,19,20,87,90,14,0.45,1,10
40,0.1,0.2,0.1,14,20,90,92,11,0.45,1,10
41,0.1,0.2,0.1,20,19,91,92,10,0.45,1,10
42,0.1,0.2,0.1,20,18,-113,89,14,0.45,0,10
43,0.1,0.2,0.1,20,17,89,92,12,0.45,1,10
44,0.1,0.2,0.1,18,18,91,92,10,0.45,1,10
45,0.1,0.2,0.1,19,25,90,86,15,0.45,1,10
46,0.1,0.2,0.1,19,17,89,92,12,0.45,1,10
47,0.1,0.2,0.1,18,20,91,92,10,0.45,1,10
48,0.1,0.2,0.1,14,20,91,92,10,0.45,1,10
49,0.1,0.2,0.1,17,17,-102,90,11,0.45,0,10
50,0.1,0.2,0.1,17,17,-102,90,11,0.45,0,10
51,0.1,0.2,0.1,13,17,-102,86,15,0.45,0,10
52,0.1,0.2,0.1,14,16,-104,90,11,0.45,0,10
53,0.1,0.2,0.1,17,16,-111,87,14,0.45,0,10
54,0.1,0.2,0.1,17,10,-112,92,13,0.45,0,10
55,0.1,0.2,0.1,24,10,70,92,31,0.45,1,10
56,0.1,0.2,0.1,20,18,-108,92,9,0.45,0,10
57,0.1,0.2,0.1,18,16,-118,92,19,0.45,0,10
58,0.1,0.2,0.1,24,14,53,92,48,0.45,1,10
59,0.1,0.2,0.1,23,22,86,92,15,0.45,1,10
60,0.1,0.2,0.1,23,16,86,92,15,0.45,1,10
61,0.1,0.2,0.1,24,19,87,92,14,0.45,1,10
62,0.1,0.2,0.1,16,18,87,89,14,0.45,1,10
63,0.1,0.2,0.1,24,11,86,92,15,0.45,1,10
64,0.1,0.2,0.1,23,19,87,92,14,0.45,1,10
65,0.1,0.2,0.1,23,28,86,77,24,0.45,1,10
66,0.1,0.2,0.1,24,24,84,92,17,0.45,1,10
67,0.1,0.2,0.1,24,16,85,91,16,0.45,1,10
68,0.1,0.2,0.1,24,24,87,92,14,0.45,1,10
69,0.1,0.2,0.1,15,24,85,-109,16,0.45,0,10
70,0.1,0.2,0.1,24,24,87,92,14,0.45,1,10
71,0.1,0.2,0.1,24,23,87,92,14,0.45,1,10
72,0.1,0.2,0.1,23,19,87,92,14,0.45,1,10
73,0.1,0.2,0.1,24,19,86,92,15,0.45,1,10
74,0.1,0.2,0.1,19,19,87,92,14,0.45,1,10
75,0.1,0.2,0.1,24,11,84,91,17,0.45,1,10
76,0.1,0.2,0.1,24,19,-112,92,13,0.45,0,10
77,0.1,0.2,0.1,20,19,85,92,16,0.45,1,10
78,0.1,0.2,0.1,24,18,87,92,14,0.45,1,10
79,0.1,0.2,0.1,24,19,87,92,14,0.45,1,10
80,0.1,0.2,0.1,23,19,87,92,14,0.45,1,10
81,0.1,0.2,0.1,23,21,87,92,14,0.45,1,10
82,0.1,0.2,0.1,19,18,87,88,14,0.45,1,10
83,0.1,0.2,0.1,24,23,-112,92,13,0.45,0,10
84,0.1,0.2,0.1,24,23,85,92,16,0.45,1,10
85,0.1,0.2,0.1,20,22,87,92,14,0.45,1,10
86,0.1,0.2,0.1,24,23,87,92,14,0.45,1,10
87,0.1,0.2,0.1,24,23,85,92,16,0.45,1,10
88,0.1,0.2,0.1,20,16,87,92,14,0.45,1,10
89,0.1,0.2,0.1,22,14,86,92,15,0.45,1,10
90,0.1,0.2,0.1,24,19,87,92,14,0.45,1,10
91,0.1,0.2,0.1,24,19,87,92,14,0.45,1,10
92,0.1,0.2,0.1,20,18,87,92,14,0.45,1,10
93,0.1,0.2,0.1,24,18,84,92,17,0.45,1,10
94,0.1,0.2,0.1,24,19,85,92,16,0.45,1,10
95,0.1,0.2,0.1,20,16,83,92,18,0.45,1,10
96,0.1,0.2,0.1,22,14,86,92,15,0.45,1,10
97,0.1,0.2,0.1,24,18,85,92,16,0.45,1,10
98,0.1,0.2,0.1,25,19,83,92,18,0.45,1,10
99,0.1,0.2,0.1,25,19,-110,92,11,0.45,0,10
100,0.1,0.2,0.1,25,18,-113,92,14,0.45,0,10
101,0.1,0.2,0.1,16,19,-111,92,12,0.45,0,10
102,0.1,0.2,0.1,27,16,53,92,48,0.45,1,10
103,0.1,0.2,0.1,28,16,74,92,27,0.45,1,10
104,0.1,0.2,0.1,17,13,-114,92,15,0.45,0,10
105,0.1,0.2,0.1,17,13,-144,92,45,0.45,0,10
106,0.1,0.2,0.1,17,10,-130,92,31,0.45,0,10
107,0.1,0.2,0.1,17,10,-139,90,40,0.45,0,10
108,0.1,0.2,0.1,17,10,-155,92,56,0.45,0,10
109,0.1,0.2,0.1,17,10,-135,90,36,0.45,0,10
110,0.1,0.2,0.1,17,10,-131,92,32,0.45,0,10
111,0.1,0.2,0.1,26,10,36,92,65,0.45,1,10
112,0.1,0.2,0.1,21,25,83,86,18,0.45,1,10
113,0.1,0.2,0.1,24,10,82,92,19,0.45,1,10
114,0.1,0.2,0.1,22,19,83,92,18,0.45,1,10
115,0.1,0.2,0.1,22,19,81,92,20,0.45,1,10
116,0.1,0.2,0.1,21,15,84,92,17,0.45,1,10
117,0.1,0.2,0.1,22,15,81,92,20,0.45,1,10
118,0.1,0.2,0.1,21,16,82,90,19,0.45,1,10
119,0.1,0.2,0.1,20,21,83,90,18,0.45,1,10
120,0.1,0.2,0.1,22,19,85,92,16,0.45,1,10
121,0.1,0.2,0.1,22,19,83,92,18,0.45,1,10
122,0.1,0.2,0.1,22,15,85,92,16,0.45,1,10
123,0.1,0.2,0.1,20,16,84,92,17,0.45,1,10
124,0.1,0.2,0.1,21,17,-110,92,11,0.45,0,10
125,0.1,0.2,0.1,22,19,83,92,18,0.45,1,10
126,0.1,0.2,0.1,19,15,83,92,18,0.45,1,10
127,0.1,0.2,0.1,20,16,82,92,19,0.45,1,10
128,0.1,0.2,0.1,21,19,85,92,16,0.45,1,10
129,0.1,0.2,0.1,21,18,84,92,17,0.45,1,10
130,0.1,0.2,0.1,20,18,85,90,16,0.45,1,10
131,0.1,0.2,0.1,21,19,85,92,16,0.45,1,10
132,0.1,0.2,0.1,21,21,85,92,16,0.45,1,10
133,0.1,0.2,0.1,19,18,83,92,18,0.45,1,10
134,0.1,0.2,0.1,20,18,80,92,21,0.45,1,10
135,0.1,0.2,0.1,21,21,85,92,16,0.45,1,10
136,0.1,0.2,0.1,21,18,83,92,18,0.45,1,10
137,0.1,0.2,0.1,20,16,85,92,16,0.45,1,10
138,0.1,0.2,0.1,21,18,85,91,16,0.45,1,10
139,0.1,0.2,0.1,21,20,85,92,16,0.45,1,10
140,0.1,0.2,0.1,19,20,85,91,16,0.45,1,10
141,0.1,0.2,0.1,19,17,85,92,16,0.45,1,10
142,0.1,0.2,0.1,21,17,-174,92,75,0.45,0,10
143,0.1,0.2,0.1,22,17,79,92,22,0.45,1,10
144,0.1,0.2,0.1,21,16,83,92,18,0.45,1,10
145,0.1,0.2,0.1,20,17,81,91,20,0.45,1,10
146,0.1,0.2,0.1,21,19,85,92,16,0.45,1,10
147,0.1,0.2,0.1,21,19,84,91,17,0.45,1,10
148,0.1,0.2,0.1,21,19,83,92,18,0.45,1,10
