eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,76,0,0,-232,-111,-148,-176,-220,-212,-315,-146,313,0.1,0,20,8
1,0.1,0.31,0.5,11,11,11,11,11,12,11,11,-422,-218,-170,-111,-264,89,-261,-223,323,0.1,0,20,8
2,0.1,0.31,0.5,12,12,12,12,12,12,49,12,-454,-304,-128,-164,-144,89,-37,90,355,0.1,0,20,8
3,0.1,0.31,0.5,28,28,28,28,37,46,29,24,-183,-148,-166,-156,27,49,79,88,84,0.1,0,20,8
4,0.1,0.31,0.5,39,39,43,39,31,20,39,20,-207,-129,37,-222,83,86,-142,90,123,0.1,0,20,8
5,0.1,0.31,0.5,52,49,41,52,51,51,31,33,-217,26,75,-279,-145,72,83,90,180,0.1,0,20,8
6,0.1,0.31,0.5,68,55,53,68,36,41,62,31,-210,69,72,-170,76,75,46,90,111,0.1,0,20,8
7,0.1,0.31,0.5,76,58,53,76,56,53,47,47,-291,71,75,-224,85,81,77,90,192,0.1,0,20,8
8,0.1,0.31,0.5,76,59,58,76,66,63,65,47,-191,71,70,-122,81,82,76,88,92,0.1,0,20,8
9,0.1,0.31,0.5,50,60,67,76,44,57,53,32,-27,66,66,-161,81,62,79,91,128,0.1,0,20,8
10,0.1,0.31,0.5,84,98,62,95,71,83,67,43,61,-14,71,-218,80,44,77,90,119,0.1,0,20,8
11,0.1,0.31,0.5,85,101,62,96,55,53,60,61,60,-171,71,-277,84,80,81,89,178,0.1,0,20,8
12,0.1,0.31,0.5,66,68,90,53,52,66,62,46,43,61,64,25,85,79,77,88,76,0.1,1,20,8
13,0.1,0.31,0.5,90,83,84,95,108,113,127,89,71,73,73,74,64,58,-29,79,130,0.1,1,20,8
14,0.1,0.31,0.5,83,71,68,86,120,56,56,48,52,72,64,46,-123,65,81,90,55,0.1,0,20,8
15,0.1,0.31,0.5,89,95,94,77,43,91,72,59,59,67,73,63,84,71,77,85,42,0.1,1,20,8
16,0.1,0.31,0.5,76,62,68,74,69,74,83,60,62,71,71,74,83,72,79,90,39,0.1,1,20,8
17,0.1,0.31,0.5,94,91,102,125,69,79,75,46,64,70,46,-151,83,78,81,90,55,0.1,0,20,8
18,0.1,0.31,0.5,79,92,92,78,93,90,110,51,75,72,71,78,75,79,-113,90,30,0.1,0,20,8
19,0.1,0.31,0.5,80,71,68,71,74,65,68,112,75,70,70,76,78,79,79,28,73,0.1,1,20,8
20,0.1,0.31,0.5,87,79,75,87,82,78,112,55,57,74,75,60,75,71,-117,88,44,0.1,0,20,8
21,0.1,0.31,0.5,111,88,80,86,59,73,61,60,-117,55,77,73,78,78,54,87,47,0.1,0,20,8
22,0.1,0.31,0.5,80,91,92,82,103,97,94,74,64,70,72,76,63,76,78,90,38,0.1,1,20,8
23,0.1,0.31,0.5,82,87,82,85,90,73,103,43,49,66,71,73,79,82,78,90,52,0.1,1,20,8
24,0.1,0.31,0.5,121,89,90,92,66,80,52,56,-120,71,73,76,75,80,81,90,30,0.1,0,20,8
25,0.1,0.31,0.5,105,86,77,77,92,82,118,66,63,64,77,74,74,78,-180,86,81,0.1,0,20,8
26,0.1,0.31,0.5,52,84,78,93,74,106,81,43,66,59,73,66,79,-122,66,90,42,0.1,0,20,8
27,0.1,0.31,0.5,96,79,83,91,73,60,61,60,66,70,71,58,78,83,79,90,43,0.1,1,20,8
28,0.1,0.31,0.5,102,93,111,124,96,74,96,68,62,70,-133,-118,79,80,79,90,39,0.1,0,20,8
29,0.1,0.31,0.5,67,80,91,88,66,106,94,39,57,73,71,72,79,-115,48,89,53,0.1,0,20,8
30,0.1,0.31,0.5,104,93,69,62,101,108,69,101,66,70,70,76,48,76,81,76,53,0.1,1,20,8
31,0.1,0.31,0.5,94,94,118,121,80,45,72,78,65,62,40,52,79,79,80,90,61,0.1,1,20,8
32,0.1,0.31,0.5,77,93,93,81,84,108,89,49,67,67,73,75,78,66,80,90,35,0.1,1,20,8
33,0.1,0.31,0.5,105,92,70,78,82,92,92,93,62,72,69,66,79,79,66,81,39,0.1,1,20,8
34,0.1,0.31,0.5,98,81,95,101,76,46,81,62,63,72,76,73,79,80,81,88,38,0.1,1,20,8
35,0.1,0.31,0.5,88,88,95,80,98,98,91,54,57,72,73,76,65,83,71,90,44,0.1,1,20,8
36,0.1,0.31,0.5,100,90,77,83,81,104,74,55,68,74,66,60,77,53,76,90,48,0.1,1,20,8
37,0.1,0.31,0.5,115,96,84,91,107,66,105,43,-118,-5,71,70,-112,71,-117,90,106,0.1,0,20,8
38,0.1,0.31,0.5,93,91,95,125,68,97,78,58,67,67,70,-171,79,78,76,90,72,0.1,0,20,8
39,0.1,0.31,0.5,71,91,84,87,81,90,67,52,69,74,66,78,75,75,79,90,35,0.1,1,20,8
40,0.1,0.31,0.5,106,92,91,59,106,71,106,55,68,69,72,73,75,80,81,90,33,0.1,1,20,8
41,0.1,0.31,0.5,90,79,83,113,67,87,71,52,60,74,65,74,81,75,80,90,41,0.1,1,20,8
42,0.1,0.31,0.5,78,101,83,87,74,86,67,82,63,65,72,65,76,80,81,83,38,0.1,1,20,8
43,0.1,0.31,0.5,111,88,95,68,104,93,112,70,63,74,69,74,-114,56,-121,90,45,0.1,0,20,8
44,0.1,0.31,0.5,105,116,116,105,104,91,120,62,37,-75,9,74,75,74,-123,81,176,0.1,0,20,8
45,0.1,0.31,0.5,79,90,93,85,59,84,114,80,65,72,56,75,78,78,55,85,46,0.1,1,20,8
46,0.1,0.31,0.5,120,96,86,79,102,85,39,66,56,70,71,75,77,80,78,90,45,0.1,1,20,8
47,0.1,0.31,0.5,79,86,108,86,87,75,112,58,63,72,-1,72,77,80,72,88,102,0.1,1,20,8
48,0.1,0.31,0.5,90,88,81,101,70,87,88,55,62,73,75,71,67,77,81,90,39,0.1,1,20,8
49,0.1,0.31,0.5,105,104,90,74,91,116,123,61,65,-105,71,76,79,-120,-132,90,36,0.1,0,20,8
50,0.1,0.31,0.5,72,101,83,82,112,116,120,50,62,-104,75,74,-121,-120,-120,90,39,0.1,0,20,8
51,0.1,0.31,0.5,83,116,73,90,77,101,115,41,61,-119,75,67,77,-126,-133,90,40,0.1,0,20,8
52,0.1,0.31,0.5,103,117,69,95,65,112,119,51,-134,-146,77,23,28,-164,-138,88,78,0.1,0,20,8
53,0.1,0.31,0.5,82,117,75,64,82,76,50,54,62,-110,69,76,79,59,52,88,49,0.1,0,20,8
54,0.1,0.31,0.5,56,115,72,77,84,41,68,39,60,-120,61,72,50,86,81,89,51,0.1,0,20,8
55,0.1,0.31,0.5,94,116,72,71,52,61,90,48,56,-25,77,75,79,87,76,88,126,0.1,1,20,8
56,0.1,0.31,0.5,105,63,87,92,144,56,64,59,66,67,76,69,-138,88,81,90,239,0.1,1,20,8
57,0.1,0.31,0.5,57,105,67,74,73,38,67,46,66,68,77,76,79,90,81,87,35,0.1,1,20,8
58,0.1,0.31,0.5,129,97,98,92,66,53,118,113,-20,66,69,73,81,92,-142,35,121,0.1,0,20,8
59,0.1,0.31,0.5,80,64,66,102,67,31,86,64,23,54,76,-105,79,90,78,90,78,0.1,0,20,8
60,0.1,0.31,0.5,121,101,80,71,86,48,40,38,-234,50,66,75,77,89,78,90,135,0.1,0,20,8
61,0.1,0.31,0.5,118,98,96,80,87,76,118,59,-162,69,74,76,75,88,46,90,63,0.1,0,20,8
62,0.1,0.31,0.5,82,67,78,109,73,70,83,47,-73,69,75,51,79,72,80,90,174,0.1,1,20,8
63,0.1,0.31,0.5,90,121,72,83,74,59,117,36,45,-221,77,61,79,92,-129,90,122,0.1,0,20,8
64,0.1,0.31,0.5,107,73,87,83,83,73,43,62,-22,70,75,51,75,82,81,88,123,0.1,1,20,8
65,0.1,0.31,0.5,85,69,83,101,81,46,83,59,-55,72,73,60,79,91,81,90,156,0.1,1,20,8
66,0.1,0.31,0.5,89,111,89,86,79,35,101,95,-19,72,69,66,79,92,81,-117,120,0.1,0,20,8
67,0.1,0.31,0.5,98,84,93,84,112,48,49,57,62,67,77,66,-120,92,81,89,39,0.1,0,20,8
68,0.1,0.31,0.5,85,73,81,102,85,36,102,44,33,67,77,66,76,92,64,90,68,0.1,1,20,8
69,0.1,0.31,0.5,92,107,90,84,62,39,101,64,-64,66,52,64,70,92,81,90,165,0.1,1,20,8
70,0.1,0.31,0.5,91,89,88,118,88,45,59,37,45,67,75,-139,78,92,81,90,56,0.1,0,20,8
71,0.1,0.31,0.5,87,76,84,89,87,36,78,48,-69,65,70,64,79,92,81,90,170,0.1,1,20,8
72,0.1,0.31,0.5,94,103,81,70,72,39,105,102,62,72,76,66,76,92,71,78,39,0.1,1,20,8
73,0.1,0.31,0.5,90,85,86,114,114,43,75,69,-9,74,77,61,-121,92,81,90,110,0.1,0,20,8
74,0.1,0.31,0.5,123,78,84,87,96,35,74,62,-177,62,77,66,61,92,71,81,78,0.1,0,20,8
