eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-189,-123,-139,-152,-121,-187,90,0.1,0,15,6
1,0.1,0.31,0.5,0,0,63,0,0,0,-134,-128,-221,-149,-114,-375,322,0.1,0,15,6
2,0.1,0.31,0.5,16,16,17,16,13,56,-166,-185,82,-169,-115,-32,133,0.1,0,15,6
3,0.1,0.31,0.5,29,49,27,29,29,14,-132,-42,86,-253,-154,87,154,0.1,0,15,6
4,0.1,0.31,0.5,47,36,28,47,47,30,-134,65,84,-140,-273,89,174,0.1,0,15,6
5,0.1,0.31,0.5,47,26,35,47,47,31,-127,77,-124,-134,-113,70,35,0.1,0,15,6
6,0.1,0.31,0.5,41,36,31,47,29,26,19,71,68,-161,63,90,82,0.1,0,15,6
7,0.1,0.31,0.5,57,53,57,72,59,61,69,71,78,-132,70,56,45,0.1,0,15,6
8,0.1,0.31,0.5,40,31,27,73,31,25,65,76,78,-161,75,89,62,0.1,0,15,6
9,0.1,0.31,0.5,54,49,48,28,48,41,-110,73,78,-12,76,88,113,0.1,0,15,6
10,0.1,0.31,0.5,60,67,69,73,76,55,67,73,74,65,-162,86,63,0.1,0,15,6
11,0.1,0.31,0.5,54,40,37,59,49,79,66,73,81,82,72,-187,88,0.1,0,15,6
12,0.1,0.31,0.5,70,64,66,41,58,28,78,71,72,83,70,88,31,0.1,1,15,6
13,0.1,0.31,0.5,43,55,58,68,64,47,75,74,78,-109,75,88,27,0.1,0,15,6
14,0.1,0.31,0.5,65,52,49,64,59,55,76,73,77,70,72,87,31,0.1,1,15,6
15,0.1,0.31,0.5,55,67,66,50,44,28,75,76,63,76,82,88,38,0.1,1,15,6
16,0.1,0.31,0.5,58,56,43,74,55,82,76,75,79,-112,80,-48,149,0.1,0,15,6
17,0.1,0.31,0.5,68,57,78,79,69,49,71,74,-129,6,82,88,95,0.1,0,15,6
18,0.1,0.31,0.5,67,83,79,58,51,47,75,72,79,73,84,88,29,0.1,1,15,6
19,0.1,0.31,0.5,85,50,35,70,56,61,-116,73,80,82,80,85,28,0.1,0,15,6
20,0.1,0.31,0.5,51,66,77,58,70,46,74,75,80,80,82,88,27,0.1,1,15,6
21,0.1,0.31,0.5,61,65,81,63,50,57,73,73,43,80,88,88,58,0.1,1,15,6
22,0.1,0.31,0.5,72,55,39,68,55,50,74,75,79,83,80,88,27,0.1,1,15,6
23,0.1,0.31,0.5,49,60,64,86,60,50,71,76,77,-120,83,77,30,0.1,0,15,6
24,0.1,0.31,0.5,65,72,71,60,59,65,82,77,76,83,84,88,25,0.1,1,15,6
25,0.1,0.31,0.5,83,65,60,45,67,58,54,75,75,82,76,88,47,0.1,1,15,6
26,0.1,0.31,0.5,88,53,55,70,46,46,-136,75,79,81,84,82,37,0.1,0,15,6
27,0.1,0.31,0.5,44,67,63,86,56,61,73,75,73,-118,82,87,28,0.1,0,15,6
28,0.1,0.31,0.5,68,65,63,74,70,64,71,76,78,-119,84,86,30,0.1,0,15,6
29,0.1,0.31,0.5,73,60,62,54,54,42,71,73,78,59,84,88,42,0.1,1,15,6
30,0.1,0.31,0.5,63,78,65,52,68,55,69,66,81,82,73,88,35,0.1,1,15,6
31,0.1,0.31,0.5,54,47,56,74,47,48,69,73,65,82,84,87,36,0.1,1,15,6
32,0.1,0.31,0.5,76,67,66,61,65,58,73,76,77,69,84,88,32,0.1,1,15,6
33,0.1,0.31,0.5,57,70,71,57,62,58,73,77,70,85,83,84,31,0.1,1,15,6
34,0.1,0.31,0.5,57,53,45,83,48,46,72,82,73,-153,84,87,54,0.1,0,15,6
35,0.1,0.31,0.5,76,66,73,76,66,50,71,79,78,75,83,88,30,0.1,1,15,6
36,0.1,0.31,0.5,81,84,59,28,50,55,-114,-128,77,84,84,86,29,0.1,0,15,6
37,0.1,0.31,0.5,48,57,46,80,56,50,73,75,81,83,84,88,28,0.1,1,15,6
38,0.1,0.31,0.5,67,51,59,79,65,41,65,68,80,70,-110,87,36,0.1,0,15,6
39,0.1,0.31,0.5,69,69,64,35,79,47,66,77,81,78,61,87,40,0.1,1,15,6
40,0.1,0.31,0.5,58,68,49,81,38,58,73,74,81,79,84,86,28,0.1,1,15,6
41,0.1,0.31,0.5,65,50,75,72,66,51,73,77,62,81,83,88,39,0.1,1,15,6
42,0.1,0.31,0.5,67,73,63,46,67,45,73,31,79,63,84,88,70,0.1,1,15,6
43,0.1,0.31,0.5,63,65,72,75,46,60,62,69,38,80,86,88,63,0.1,1,15,6
44,0.1,0.31,0.5,89,51,52,87,56,58,-139,81,81,-126,84,84,40,0.1,0,15,6
45,0.1,0.31,0.5,63,69,62,76,76,46,69,79,79,75,81,88,32,0.1,1,15,6
46,0.1,0.31,0.5,53,55,65,34,42,48,70,79,81,70,83,88,31,0.1,1,15,6
47,0.1,0.31,0.5,64,56,70,86,60,56,72,76,69,73,85,86,32,0.1,1,15,6
48,0.1,0.31,0.5,76,71,57,69,63,47,73,72,78,81,86,88,29,0.1,1,15,6
49,0.1,0.31,0.5,50,65,73,39,51,54,68,76,79,78,77,88,33,0.1,1,15,6
50,0.1,0.31,0.5,71,84,67,78,67,61,71,-124,56,80,85,87,45,0.1,0,15,6
51,0.1,0.31,0.5,69,56,62,67,57,48,71,75,75,84,86,86,30,0.1,1,15,6
52,0.1,0.31,0.5,59,51,74,81,48,70,61,72,62,-155,86,78,56,0.1,0,15,6
53,0.1,0.31,0.5,71,80,60,40,56,51,77,73,75,75,86,88,28,0.1,1,15,6
54,0.1,0.31,0.5,60,47,60,60,75,40,73,73,75,84,-113,90,28,0.1,0,15,6
55,0.1,0.31,0.5,58,59,64,70,55,54,73,76,76,82,86,90,28,0.1,1,15,6
56,0.1,0.31,0.5,70,74,56,46,39,68,54,64,78,84,84,45,56,0.1,1,15,6
57,0.1,0.31,0.5,60,55,63,78,70,51,62,63,49,-117,86,90,52,0.1,0,15,6
58,0.1,0.31,0.5,69,54,65,58,57,45,43,77,74,85,86,90,58,0.1,1,15,6
59,0.1,0.31,0.5,65,74,81,42,35,48,69,76,-123,80,86,88,32,0.1,0,15,6
60,0.1,0.31,0.5,61,56,62,68,64,47,71,67,75,85,86,89,34,0.1,1,15,6
61,0.1,0.31,0.5,65,56,44,61,62,49,71,77,80,77,86,89,30,0.1,1,15,6
62,0.1,0.31,0.5,82,72,73,49,44,47,15,75,-111,85,85,89,86,0.1,0,15,6
63,0.1,0.31,0.5,57,52,77,63,64,45,69,77,79,85,86,90,32,0.1,1,15,6
64,0.1,0.31,0.5,70,50,32,66,64,46,57,77,79,65,84,90,44,0.1,1,15,6
65,0.1,0.31,0.5,61,71,68,46,42,77,69,76,81,85,84,-123,32,0.1,0,15,6
66,0.1,0.31,0.5,61,56,75,68,60,59,64,77,-118,-106,82,90,37,0.1,0,15,6
67,0.1,0.31,0.5,65,53,74,67,58,31,70,69,81,83,86,88,32,0.1,1,15,6
68,0.1,0.31,0.5,63,76,30,36,46,58,69,75,81,83,86,90,32,0.1,1,15,6
69,0.1,0.31,0.5,57,53,69,68,58,46,71,86,80,85,84,89,30,0.1,1,15,6
70,0.1,0.31,0.5,64,50,74,60,62,37,71,76,81,85,84,89,30,0.1,1,15,6
71,0.1,0.31,0.5,60,71,78,34,40,69,71,78,-114,83,82,78,30,0.1,0,15,6
72,0.1,0.31,0.5,58,58,34,60,67,50,70,75,81,85,75,89,31,0.1,1,15,6
73,0.1,0.31,0.5,63,53,65,63,54,36,69,73,74,87,86,90,32,0.1,1,15,6
