eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,-112,-116,-137,-117,-122,-101,38,0.1,0,10,6
1,0.1,0.31,0.5,0,0,11,0,0,0,-107,-132,87,-108,-106,-173,74,0.1,0,10,6
2,0.1,0.31,0.5,9,9,9,9,9,12,-150,-110,92,-122,-110,88,51,0.1,0,10,6
3,0.1,0.31,0.5,11,11,11,11,11,7,-127,-110,93,-113,-105,95,28,0.1,0,10,6
4,0.1,0.31,0.5,11,11,9,11,11,10,-124,-140,91,-130,-163,95,64,0.1,0,10,6
5,0.1,0.31,0.5,11,11,11,18,11,10,-123,-135,92,71,-117,95,36,0.1,0,10,6
6,0.1,0.31,0.5,19,19,18,21,17,12,-136,-126,93,83,-106,95,37,0.1,0,10,6
7,0.1,0.31,0.5,21,11,10,22,21,11,-137,89,93,81,-127,95,38,0.1,0,10,6
8,0.1,0.31,0.5,24,27,26,21,24,21,73,88,89,86,62,94,39,0.1,1,10,6
9,0.1,0.31,0.5,38,38,32,38,43,25,87,92,91,88,84,95,17,0.1,1,10,6
10,0.1,0.31,0.5,37,12,19,25,33,14,87,92,92,88,76,95,25,0.1,1,10,6
11,0.1,0.31,0.5,25,37,34,36,24,29,85,92,93,88,88,95,16,0.1,1,10,6
12,0.1,0.31,0.5,42,34,30,32,38,26,73,92,91,88,88,95,28,0.1,1,10,6
13,0.1,0.31,0.5,31,16,28,29,39,26,86,92,86,88,-105,89,15,0.1,0,10,6
14,0.1,0.31,0.5,45,37,35,34,33,31,-111,90,89,87,88,95,14,0.1,0,10,6
15,0.1,0.31,0.5,22,33,25,32,24,22,85,92,93,87,88,95,16,0.1,1,10,6
16,0.1,0.31,0.5,38,17,21,30,37,23,80,91,93,87,88,93,21,0.1,1,10,6
17,0.1,0.31,0.5,39,48,29,35,38,30,87,60,93,84,-107,95,41,0.1,0,10,6
18,0.1,0.31,0.5,44,31,31,35,33,24,-109,92,93,88,87,95,14,0.1,0,10,6
19,0.1,0.31,0.5,42,21,18,38,37,15,-116,92,93,66,-109,95,35,0.1,0,10,6
20,0.1,0.31,0.5,33,35,51,31,24,21,-117,89,59,86,78,-102,42,0.1,0,10,6
21,0.1,0.31,0.5,36,20,20,24,31,24,70,91,93,88,86,95,31,0.1,1,10,6
22,0.1,0.31,0.5,29,30,30,37,35,17,85,92,93,87,88,95,16,0.1,1,10,6
23,0.1,0.31,0.5,40,25,24,22,26,21,-123,92,91,90,85,95,24,0.1,0,10,6
24,0.1,0.31,0.5,41,27,31,35,47,21,75,92,89,86,-116,95,26,0.1,0,10,6
25,0.1,0.31,0.5,21,28,21,40,31,16,87,90,93,-103,86,95,15,0.1,0,10,6
26,0.1,0.31,0.5,41,27,38,28,28,22,87,92,83,87,86,95,18,0.1,1,10,6
27,0.1,0.31,0.5,36,29,26,30,33,38,87,92,92,88,83,91,18,0.1,1,10,6
28,0.1,0.31,0.5,29,30,35,31,41,19,83,90,65,88,86,95,36,0.1,1,10,6
29,0.1,0.31,0.5,36,29,32,36,30,25,87,92,93,87,82,95,19,0.1,1,10,6
30,0.1,0.31,0.5,36,38,24,44,28,27,87,84,93,-110,80,95,21,0.1,0,10,6
31,0.1,0.31,0.5,32,32,29,32,41,15,85,89,93,88,81,95,20,0.1,1,10,6
32,0.1,0.31,0.5,36,27,38,26,34,26,87,92,81,88,84,95,20,0.1,1,10,6
33,0.1,0.31,0.5,36,37,34,44,31,26,87,89,93,80,86,95,21,0.1,1,10,6
34,0.1,0.31,0.5,32,30,26,34,36,19,85,90,93,83,90,92,18,0.1,1,10,6
35,0.1,0.31,0.5,33,39,26,35,29,27,83,-111,93,64,84,95,37,0.1,0,10,6
36,0.1,0.31,0.5,44,28,29,31,35,31,88,91,93,88,86,89,15,0.1,1,10,6
37,0.1,0.31,0.5,31,21,26,29,35,19,79,92,93,92,88,95,22,0.1,1,10,6
38,0.1,0.31,0.5,35,42,24,25,27,24,86,88,93,90,88,95,15,0.1,1,10,6
39,0.1,0.31,0.5,38,26,30,37,37,26,87,92,91,92,84,94,17,0.1,1,10,6
40,0.1,0.31,0.5,45,23,29,32,36,22,-110,87,92,84,85,95,17,0.1,0,10,6
41,0.1,0.31,0.5,33,33,23,31,27,26,79,92,93,80,89,94,22,0.1,1,10,6
42,0.1,0.31,0.5,32,28,31,32,37,31,85,92,93,92,83,92,18,0.1,1,10,6
43,0.1,0.31,0.5,34,23,23,30,43,17,85,91,93,92,-114,95,16,0.1,0,10,6
44,0.1,0.31,0.5,36,36,26,26,33,24,85,92,93,90,82,95,19,0.1,1,10,6
45,0.1,0.31,0.5,33,33,32,32,30,26,87,88,92,92,84,95,17,0.1,1,10,6
46,0.1,0.31,0.5,35,24,26,30,41,21,85,92,93,92,81,94,20,0.1,1,10,6
47,0.1,0.31,0.5,45,29,23,22,31,24,-111,92,93,92,84,95,17,0.1,0,10,6
48,0.1,0.31,0.5,34,27,32,30,36,26,84,92,92,92,69,95,32,0.1,1,10,6
49,0.1,0.31,0.5,42,27,27,33,36,21,-123,92,93,-104,88,95,24,0.1,0,10,6
50,0.1,0.31,0.5,42,33,30,34,32,22,-112,90,82,-104,88,95,19,0.1,0,10,6
51,0.1,0.31,0.5,38,18,23,29,21,22,-117,92,92,-103,88,95,18,0.1,0,10,6
52,0.1,0.31,0.5,28,19,19,35,20,14,69,92,93,-134,86,95,35,0.1,0,10,6
53,0.1,0.31,0.5,43,28,22,34,30,16,-117,91,93,81,88,95,20,0.1,0,10,6
54,0.1,0.31,0.5,42,25,34,18,33,25,71,92,86,92,79,95,30,0.1,1,10,6
55,0.1,0.31,0.5,26,36,27,36,32,21,81,88,93,92,88,95,20,0.1,1,10,6
56,0.1,0.31,0.5,38,25,25,29,30,18,79,91,93,91,90,95,22,0.1,1,10,6
57,0.1,0.31,0.5,41,29,28,33,39,27,81,91,92,-103,80,95,21,0.1,0,10,6
58,0.1,0.31,0.5,27,25,24,20,26,17,80,91,92,92,88,95,21,0.1,1,10,6
59,0.1,0.31,0.5,40,35,32,30,38,24,81,92,92,92,87,95,20,0.1,1,10,6
60,0.1,0.31,0.5,41,24,25,34,36,43,69,92,91,91,74,74,32,0.1,1,10,6
61,0.1,0.31,0.5,27,24,24,27,28,34,79,92,93,88,86,95,22,0.1,1,10,6
62,0.1,0.31,0.5,40,35,29,36,40,22,79,90,93,92,86,94,22,0.1,1,10,6
63,0.1,0.31,0.5,41,28,28,32,43,25,80,92,93,92,-107,95,21,0.1,0,10,6
64,0.1,0.31,0.5,30,25,30,25,33,31,74,92,91,91,88,91,27,0.1,1,10,6
65,0.1,0.31,0.5,38,36,34,32,26,31,81,91,91,92,85,95,20,0.1,1,10,6
66,0.1,0.31,0.5,41,29,27,33,43,24,79,92,93,92,88,94,22,0.1,1,10,6
67,0.1,0.31,0.5,27,26,24,30,32,18,80,91,93,88,87,95,21,0.1,1,10,6
68,0.1,0.31,0.5,40,35,31,37,27,24,80,92,93,92,88,95,21,0.1,1,10,6
69,0.1,0.31,0.5,41,29,28,33,42,27,81,92,93,91,88,95,20,0.1,1,10,6
70,0.1,0.31,0.5,28,26,23,21,32,18,75,90,93,92,87,95,26,0.1,1,10,6
71,0.1,0.31,0.5,40,35,31,32,28,24,73,92,93,92,88,95,28,0.1,1,10,6
72,0.1,0.31,0.5,37,29,30,36,41,28,79,92,93,92,90,95,22,0.1,1,10,6
73,0.1,0.31,0.5,36,28,24,24,31,18,75,89,93,91,88,95,26,0.1,1,10,6
74,0.1,0.31,0.5,35,36,29,32,29,23,81,90,93,92,88,95,20,0.1,1,10,6
75,0.1,0.31,0.5,36,34,30,35,39,38,80,81,91,92,88,88,21,0.1,1,10,6
76,0.1,0.31,0.5,37,25,29,24,34,32,81,92,93,90,84,95,20,0.1,1,10,6
77,0.1,0.31,0.5,36,30,29,32,29,23,77,92,91,92,85,95,24,0.1,1,10,6
78,0.1,0.31,0.5,36,34,30,36,39,23,80,90,91,90,88,95,21,0.1,1,10,6
79,0.1,0.31,0.5,35,29,27,25,33,30,81,92,93,92,88,-102,20,0.1,0,10,6
80,0.1,0.31,0.5,32,27,25,34,26,22,81,92,93,90,88,95,20,0.1,1,10,6
81,0.1,0.31,0.5,43,32,38,34,38,16,-108,90,-115,91,86,95,16,0.1,0,10,6
82,0.1,0.31,0.5,35,29,28,24,32,27,81,90,93,92,87,95,20,0.1,1,10,6
83,0.1,0.31,0.5,27,32,21,42,29,21,80,92,92,-110,88,95,21,0.1,0,10,6
84,0.1,0.31,0.5,41,32,38,36,41,24,78,92,93,92,90,94,23,0.1,1,10,6
85,0.1,0.31,0.5,44,26,27,17,29,29,-106,92,91,92,88,95,13,0.1,0,10,6
86,0.1,0.31,0.5,34,29,23,41,29,16,81,92,91,88,84,95,20,0.1,1,10,6
87,0.1,0.31,0.5,30,36,34,31,41,24,81,89,92,92,88,95,20,0.1,1,10,6
88,0.1,0.31,0.5,40,29,28,22,30,28,81,91,93,92,87,95,20,0.1,1,10,6
89,0.1,0.31,0.5,37,30,21,42,31,16,81,92,93,-112,84,95,20,0.1,0,10,6
90,0.1,0.31,0.5,31,32,32,39,41,24,80,92,93,92,88,95,21,0.1,1,10,6
91,0.1,0.31,0.5,39,26,29,13,31,27,78,92,93,91,87,95,23,0.1,1,10,6
92,0.1,0.31,0.5,38,28,19,42,30,16,81,92,93,85,78,95,23,0.1,1,10,6
93,0.1,0.31,0.5,33,33,33,39,38,24,70,92,93,92,88,95,31,0.1,1,10,6
94,0.1,0.31,0.5,34,28,31,15,35,30,81,91,93,92,86,95,20,0.1,1,10,6
95,0.1,0.31,0.5,41,29,27,37,29,22,81,92,87,92,88,93,20,0.1,1,10,6
96,0.1,0.31,0.5,34,32,38,35,37,30,79,92,93,92,88,95,22,0.1,1,10,6
97,0.1,0.31,0.5,34,28,31,16,36,30,81,92,93,92,88,95,20,0.1,1,10,6
98,0.1,0.31,0.5,41,28,20,37,29,15,81,92,93,92,88,95,20,0.1,1,10,6
99,0.1,0.31,0.5,33,32,29,38,33,22,81,-102,93,-105,88,95,20,0.1,0,10,6
