eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,-428,-317,-147,-110,329,0.1,0,20,4
1,0.1,0.31,0.5,0,0,0,0,-276,-132,-270,-163,177,0.1,0,20,4
2,0.1,0.31,0.5,53,0,0,0,-53,-115,-106,-140,154,0.1,0,20,4
3,0.1,0.31,0.5,31,30,30,30,67,-244,-138,-292,193,0.1,0,20,4
4,0.1,0.31,0.5,30,30,31,31,67,-122,-213,-185,114,0.1,0,20,4
5,0.1,0.31,0.5,30,32,33,33,-131,-275,-185,-211,176,0.1,0,20,4
6,0.1,0.31,0.5,37,40,33,33,58,23,-345,-265,246,0.1,0,20,4
7,0.1,0.31,0.5,44,40,45,45,60,78,-319,-171,220,0.1,0,20,4
8,0.1,0.31,0.5,31,28,44,47,73,63,4,-184,97,0.1,0,20,4
9,0.1,0.31,0.5,56,48,69,63,68,80,63,-135,38,0.1,0,20,4
10,0.1,0.31,0.5,96,45,49,72,-76,80,76,-241,177,0.1,0,20,4
11,0.1,0.31,0.5,52,33,49,79,48,74,60,-197,98,0.1,0,20,4
12,0.1,0.31,0.5,72,66,57,52,46,-143,55,-19,120,0.1,0,20,4
13,0.1,0.31,0.5,83,80,77,90,64,76,76,69,37,0.1,1,20,4
14,0.1,0.31,0.5,65,32,45,93,19,64,74,-128,82,0.1,0,20,4
15,0.1,0.31,0.5,87,57,80,88,53,82,61,72,48,0.1,1,20,4
16,0.1,0.31,0.5,64,52,57,43,54,78,71,69,47,0.1,1,20,4
17,0.1,0.31,0.5,95,71,67,73,30,41,61,62,71,0.1,1,20,4
18,0.1,0.31,0.5,81,72,96,65,55,77,46,72,55,0.1,1,20,4
19,0.1,0.31,0.5,105,50,62,51,-226,80,59,71,127,0.1,0,20,4
20,0.1,0.31,0.5,104,44,65,70,-135,80,66,72,36,0.1,0,20,4
21,0.1,0.31,0.5,56,64,77,72,53,82,75,76,48,0.1,1,20,4
22,0.1,0.31,0.5,69,91,96,51,54,-87,-152,47,188,0.1,0,20,4
23,0.1,0.31,0.5,98,59,46,78,-152,78,64,76,53,0.1,0,20,4
24,0.1,0.31,0.5,77,63,64,63,36,71,75,76,65,0.1,1,20,4
25,0.1,0.31,0.5,67,61,70,100,55,82,76,-162,63,0.1,0,20,4
26,0.1,0.31,0.5,89,38,80,49,34,81,-113,77,67,0.1,0,20,4
27,0.1,0.31,0.5,78,80,45,54,45,64,68,76,56,0.1,1,20,4
28,0.1,0.31,0.5,94,67,84,73,50,79,56,72,51,0.1,1,20,4
29,0.1,0.31,0.5,89,47,81,78,30,80,77,42,71,0.1,1,20,4
30,0.1,0.31,0.5,81,51,40,54,38,79,78,75,63,0.1,1,20,4
31,0.1,0.31,0.5,90,64,72,67,48,81,76,76,53,0.1,1,20,4
32,0.1,0.31,0.5,75,104,66,79,52,34,76,62,67,0.1,1,20,4
33,0.1,0.31,0.5,79,61,65,58,22,76,41,78,79,0.1,1,20,4
34,0.1,0.31,0.5,93,85,90,52,49,59,59,77,52,0.1,1,20,4
35,0.1,0.31,0.5,78,55,78,68,44,82,64,76,57,0.1,1,20,4
36,0.1,0.31,0.5,92,62,70,63,55,81,65,75,46,0.1,1,20,4
37,0.1,0.31,0.5,101,71,109,68,48,77,32,75,69,0.1,1,20,4
38,0.1,0.31,0.5,67,49,119,65,55,81,-144,79,46,0.1,0,20,4
39,0.1,0.31,0.5,88,123,77,58,53,-98,67,78,199,0.1,1,20,4
40,0.1,0.31,0.5,117,90,82,70,47,53,52,78,54,0.1,1,20,4
41,0.1,0.31,0.5,68,88,107,57,55,38,53,76,63,0.1,1,20,4
42,0.1,0.31,0.5,105,100,88,66,54,47,63,75,54,0.1,1,20,4
43,0.1,0.31,0.5,80,106,66,84,53,16,40,-123,85,0.1,0,20,4
44,0.1,0.31,0.5,105,84,107,75,-125,56,65,72,45,0.1,0,20,4
45,0.1,0.31,0.5,102,115,84,56,32,-16,65,78,117,0.1,1,20,4
46,0.1,0.31,0.5,89,96,69,102,49,57,65,-130,52,0.1,0,20,4
47,0.1,0.31,0.5,107,85,107,68,56,66,61,78,45,0.1,1,20,4
48,0.1,0.31,0.5,89,112,69,111,49,-164,67,-204,105,0.1,0,20,4
49,0.1,0.31,0.5,108,102,78,49,2,14,59,76,99,0.1,1,20,4
50,0.1,0.31,0.5,99,81,109,75,1,26,-138,72,100,0.1,0,20,4
51,0.1,0.31,0.5,89,94,107,75,57,35,-141,74,66,0.1,0,20,4
52,0.1,0.31,0.5,72,90,85,42,52,2,36,76,99,0.1,1,20,4
53,0.1,0.31,0.5,113,124,67,66,-180,-206,60,80,307,0.1,0,20,4
54,0.1,0.31,0.5,70,72,94,64,49,17,65,71,84,0.1,1,20,4
55,0.1,0.31,0.5,80,96,94,57,51,29,40,80,72,0.1,1,20,4
56,0.1,0.31,0.5,110,100,75,110,56,17,64,53,84,0.1,1,20,4
57,0.1,0.31,0.5,73,73,92,87,56,-401,65,80,502,0.1,1,20,4
58,0.1,0.31,0.5,80,94,85,56,63,-48,65,80,149,0.1,1,20,4
59,0.1,0.31,0.5,109,91,72,68,59,-75,64,80,176,0.1,1,20,4
60,0.1,0.31,0.5,75,72,89,58,42,-96,61,79,197,0.1,1,20,4
61,0.1,0.31,0.5,75,90,109,77,47,1,-167,57,100,0.1,0,20,4
62,0.1,0.31,0.5,101,77,91,81,46,33,76,77,68,0.1,1,20,4
63,0.1,0.31,0.5,80,98,64,61,54,-119,58,79,47,0.1,0,20,4
64,0.1,0.31,0.5,77,75,97,51,46,30,65,80,71,0.1,1,20,4
65,0.1,0.31,0.5,111,79,98,49,-8,-102,17,82,109,0.1,0,20,4
66,0.1,0.31,0.5,126,63,62,63,-122,41,67,78,60,0.1,0,20,4
67,0.1,0.31,0.5,90,110,91,91,32,-438,65,-125,539,0.1,0,20,4
68,0.1,0.31,0.5,67,67,76,84,59,74,61,81,42,0.1,1,20,4
69,0.1,0.31,0.5,105,75,73,33,31,68,65,74,70,0.1,1,20,4
70,0.1,0.31,0.5,94,68,77,76,35,72,66,80,66,0.1,1,20,4
71,0.1,0.31,0.5,78,65,70,97,-33,74,69,69,134,0.1,1,20,4
72,0.1,0.31,0.5,117,79,83,43,-286,58,40,82,387,0.1,1,20,4
73,0.1,0.31,0.5,92,73,87,71,-54,70,54,82,155,0.1,1,20,4
74,0.1,0.31,0.5,118,71,72,73,-546,73,66,79,447,0.1,0,20,4
75,0.1,0.31,0.5,92,65,82,34,-655,73,52,82,756,0.1,1,20,4
76,0.1,0.31,0.5,79,66,76,67,-217,74,66,80,318,0.1,1,20,4
77,0.1,0.31,0.5,116,67,76,53,-621,72,52,82,722,0.1,1,20,4
78,0.1,0.31,0.5,88,110,79,81,-98,9,57,-121,199,0.1,0,20,4
79,0.1,0.31,0.5,85,69,82,62,52,76,67,74,49,0.1,1,20,4
80,0.1,0.31,0.5,114,75,76,58,-457,64,69,80,558,0.1,1,20,4
81,0.1,0.31,0.5,122,79,76,66,-171,59,59,82,72,0.1,0,20,4
82,0.1,0.31,0.5,92,121,81,44,25,-80,64,82,181,0.1,1,20,4
83,0.1,0.31,0.5,81,70,73,58,39,74,68,81,62,0.1,1,20,4
