eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,53,0,0,0,50,-180,-40,-180,-177,-118,-96,197,0.1,0,15,6
1,0.1,0.31,0.5,24,33,37,32,37,21,-114,65,-136,-124,-148,90,49,0.1,0,15,6
2,0.1,0.31,0.5,36,33,37,37,37,16,-155,59,-111,-145,-116,88,56,0.1,0,15,6
3,0.1,0.31,0.5,36,38,21,37,37,17,-123,-153,71,-133,-130,87,54,0.1,0,15,6
4,0.1,0.31,0.5,43,24,50,48,45,24,-120,78,64,-138,-125,90,39,0.1,0,15,6
5,0.1,0.31,0.5,48,38,28,48,46,18,-208,81,80,-111,-110,89,109,0.1,0,15,6
6,0.1,0.31,0.5,48,24,44,38,26,37,-146,83,-258,0,75,85,159,0.1,0,15,6
7,0.1,0.31,0.5,65,50,36,49,58,40,-145,85,74,83,67,84,46,0.1,0,15,6
8,0.1,0.31,0.5,65,24,42,31,30,24,-121,85,58,80,74,86,43,0.1,0,15,6
9,0.1,0.31,0.5,71,47,51,46,60,49,-156,83,74,81,67,-111,57,0.1,0,15,6
10,0.1,0.31,0.5,38,35,37,46,42,37,23,79,82,75,63,78,78,0.1,1,15,6
11,0.1,0.31,0.5,79,62,66,59,71,37,64,81,75,82,74,90,37,0.1,1,15,6
12,0.1,0.31,0.5,76,56,52,50,52,46,63,83,85,83,75,89,38,0.1,1,15,6
13,0.1,0.31,0.5,78,45,43,45,41,56,-130,69,76,83,78,81,32,0.1,0,15,6
14,0.1,0.31,0.5,72,63,64,63,70,40,-118,83,78,83,79,86,23,0.1,0,15,6
15,0.1,0.31,0.5,39,37,29,40,39,34,53,82,83,81,75,90,48,0.1,1,15,6
16,0.1,0.31,0.5,67,55,57,54,57,45,-109,81,85,79,77,89,24,0.1,0,15,6
17,0.1,0.31,0.5,71,47,48,56,57,37,-137,85,84,82,84,88,38,0.1,0,15,6
18,0.1,0.31,0.5,75,55,49,51,55,56,-136,84,84,83,77,86,37,0.1,0,15,6
19,0.1,0.31,0.5,71,46,49,48,46,43,-166,83,84,75,80,88,67,0.1,0,15,6
20,0.1,0.31,0.5,66,42,43,50,52,30,-201,78,85,84,63,89,102,0.1,0,15,6
21,0.1,0.31,0.5,67,53,46,48,51,53,-147,82,84,81,82,86,48,0.1,0,15,6
22,0.1,0.31,0.5,67,39,47,44,38,35,-148,82,83,83,82,90,49,0.1,0,15,6
23,0.1,0.31,0.5,71,50,46,48,50,45,41,80,81,83,82,83,60,0.1,1,15,6
24,0.1,0.31,0.5,45,68,69,62,65,55,67,79,70,83,84,92,34,0.1,1,15,6
25,0.1,0.31,0.5,75,42,43,43,38,55,65,67,83,83,84,78,36,0.1,1,15,6
26,0.1,0.31,0.5,80,62,52,58,57,53,-119,77,85,81,84,78,24,0.1,0,15,6
27,0.1,0.31,0.5,60,58,76,54,55,64,64,85,-133,83,81,84,37,0.1,0,15,6
28,0.1,0.31,0.5,48,44,57,52,49,37,69,85,84,82,84,88,32,0.1,1,15,6
29,0.1,0.31,0.5,83,48,40,50,49,37,34,79,69,83,79,86,67,0.1,1,15,6
30,0.1,0.31,0.5,61,50,77,46,53,53,69,85,53,81,76,86,48,0.1,1,15,6
31,0.1,0.31,0.5,52,56,61,63,59,45,71,85,83,82,78,88,30,0.1,1,15,6
32,0.1,0.31,0.5,74,48,41,53,57,39,71,85,72,82,78,88,30,0.1,1,15,6
33,0.1,0.31,0.5,64,58,69,57,59,58,71,85,76,83,80,87,30,0.1,1,15,6
34,0.1,0.31,0.5,56,55,64,61,55,45,49,83,83,79,81,86,52,0.1,1,15,6
35,0.1,0.31,0.5,77,51,40,61,55,51,62,84,83,75,82,83,39,0.1,1,15,6
