eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,53,0,0,61,0,-153,-64,-130,-161,-45,-147,165,0.1,0,15,6
1,0.1,0.31,0.5,32,37,35,31,67,35,-123,74,-215,-122,-110,-181,116,0.1,0,15,6
2,0.1,0.31,0.5,39,35,36,39,58,23,-169,57,6,-173,-122,68,95,0.1,0,15,6
3,0.1,0.31,0.5,52,40,37,52,69,38,-130,68,81,-118,-133,86,34,0.1,0,15,6
4,0.1,0.31,0.5,56,33,39,56,13,31,-163,73,81,-206,86,86,107,0.1,0,15,6
5,0.1,0.31,0.5,56,30,20,35,25,23,-126,77,83,30,-105,86,71,0.1,0,15,6
6,0.1,0.31,0.5,74,60,51,55,39,40,-156,-493,-130,57,-108,86,394,0.1,0,15,6
7,0.1,0.31,0.5,79,26,36,64,55,27,-155,79,78,-116,-139,88,56,0.1,0,15,6
8,0.1,0.31,0.5,80,51,43,48,35,51,-126,84,83,74,79,79,27,0.1,0,15,6
9,0.1,0.31,0.5,71,37,37,58,63,30,-204,80,81,-116,-119,86,105,0.1,0,15,6
10,0.1,0.31,0.5,76,45,38,59,20,36,-143,-115,70,-153,86,86,54,0.1,0,15,6
11,0.1,0.31,0.5,76,23,32,58,35,30,-169,83,79,-131,88,86,70,0.1,0,15,6
12,0.1,0.31,0.5,76,41,46,43,42,36,-197,85,-120,27,88,86,98,0.1,0,15,6
13,0.1,0.31,0.5,82,49,43,57,31,43,-183,85,61,64,86,85,84,0.1,0,15,6
14,0.1,0.31,0.5,83,28,40,43,39,32,-133,85,77,77,88,83,34,0.1,0,15,6
15,0.1,0.31,0.5,41,47,46,40,44,41,11,-109,86,75,86,86,90,0.1,0,15,6
16,0.1,0.31,0.5,76,68,54,61,42,57,-113,-133,85,81,86,84,34,0.1,0,15,6
17,0.1,0.31,0.5,52,71,39,40,42,35,76,-167,83,83,83,84,68,0.1,0,15,6
18,0.1,0.31,0.5,42,37,56,50,62,56,77,82,79,83,83,87,24,0.1,1,15,6
19,0.1,0.31,0.5,64,45,45,48,72,44,-111,85,84,83,-114,88,18,0.1,0,15,6
20,0.1,0.31,0.5,46,47,32,32,34,29,60,85,81,76,76,85,41,0.1,1,15,6
21,0.1,0.31,0.5,47,38,52,59,45,55,76,83,87,83,88,84,25,0.1,1,15,6
22,0.1,0.31,0.5,45,48,38,36,40,40,79,85,87,84,86,87,22,0.1,1,15,6
23,0.1,0.31,0.5,63,63,57,56,58,57,77,85,87,81,88,76,25,0.1,1,15,6
24,0.1,0.31,0.5,51,33,49,52,49,45,78,85,83,84,78,87,23,0.1,1,15,6
25,0.1,0.31,0.5,47,61,39,47,58,59,79,76,87,79,73,57,44,0.1,1,15,6
26,0.1,0.31,0.5,61,60,55,54,51,51,77,77,87,81,88,88,24,0.1,1,15,6
27,0.1,0.31,0.5,71,36,50,55,47,39,-115,85,86,80,83,90,21,0.1,0,15,6
28,0.1,0.31,0.5,71,55,41,42,47,51,-119,85,87,83,88,88,20,0.1,0,15,6
29,0.1,0.31,0.5,56,51,51,50,45,47,65,85,86,85,88,88,36,0.1,1,15,6
30,0.1,0.31,0.5,57,37,42,56,46,38,47,85,87,74,88,88,54,0.1,1,15,6
31,0.1,0.31,0.5,66,50,41,43,45,46,40,84,83,80,85,87,61,0.1,1,15,6
32,0.1,0.31,0.5,60,59,62,55,52,64,71,83,87,87,88,81,30,0.1,1,15,6
33,0.1,0.31,0.5,53,40,45,55,50,40,73,79,86,84,84,86,28,0.1,1,15,6
34,0.1,0.31,0.5,70,68,49,46,51,52,-126,63,80,83,88,86,38,0.1,0,15,6
35,0.1,0.31,0.5,57,77,50,50,39,71,73,-113,85,82,88,-122,28,0.1,0,15,6
36,0.1,0.31,0.5,72,73,41,43,44,42,-127,-117,86,84,88,88,28,0.1,0,15,6
37,0.1,0.31,0.5,41,45,56,47,50,36,72,82,67,85,88,88,34,0.1,1,15,6
38,0.1,0.31,0.5,56,36,48,47,36,45,66,85,79,77,88,88,35,0.1,1,15,6
39,0.1,0.31,0.5,63,58,68,59,54,50,77,87,29,85,87,88,72,0.1,1,15,6
40,0.1,0.31,0.5,43,52,49,37,43,38,78,86,67,83,88,88,34,0.1,1,15,6
41,0.1,0.31,0.5,53,34,52,58,50,56,81,86,83,85,87,88,20,0.1,1,15,6
42,0.1,0.31,0.5,67,58,54,55,55,50,-118,85,86,85,83,86,19,0.1,0,15,6
43,0.1,0.31,0.5,52,42,38,41,34,32,79,83,86,73,88,86,28,0.1,1,15,6
44,0.1,0.31,0.5,37,45,62,59,53,59,81,77,-113,82,83,84,24,0.1,0,15,6
45,0.1,0.31,0.5,63,51,52,42,44,36,79,85,72,85,88,88,29,0.1,1,15,6
46,0.1,0.31,0.5,49,47,72,45,43,45,81,87,-119,85,87,88,20,0.1,0,15,6
47,0.1,0.31,0.5,42,39,40,52,48,53,74,82,83,85,88,88,27,0.1,1,15,6
48,0.1,0.31,0.5,55,55,43,49,44,51,80,87,85,82,88,64,37,0.1,1,15,6
49,0.1,0.31,0.5,67,66,61,44,64,50,-120,-110,87,83,-109,86,21,0.1,0,15,6
50,0.1,0.31,0.5,58,67,39,57,64,48,71,-113,87,68,-109,86,33,0.1,0,15,6
51,0.1,0.31,0.5,73,55,40,49,53,35,-120,-111,83,74,-109,86,27,0.1,0,15,6
52,0.1,0.31,0.5,38,69,38,28,54,30,55,7,85,83,-110,88,94,0.1,0,15,6
53,0.1,0.31,0.5,66,53,58,59,85,68,75,69,85,85,-230,81,131,0.1,0,15,6
54,0.1,0.31,0.5,78,67,31,43,47,29,-138,64,87,85,84,88,39,0.1,0,15,6
55,0.1,0.31,0.5,62,50,71,45,43,54,64,77,67,85,84,88,37,0.1,1,15,6
56,0.1,0.31,0.5,66,58,51,55,60,49,-106,45,87,85,86,88,56,0.1,0,15,6
57,0.1,0.31,0.5,43,60,32,46,44,46,35,71,86,85,86,79,66,0.1,1,15,6
58,0.1,0.31,0.5,61,55,74,51,42,53,73,73,49,78,86,85,52,0.1,1,15,6
59,0.1,0.31,0.5,71,59,47,63,54,61,71,66,87,68,86,71,35,0.1,1,15,6
60,0.1,0.31,0.5,50,69,68,65,48,60,68,73,56,75,86,79,45,0.1,1,15,6
61,0.1,0.31,0.5,63,51,55,36,42,49,64,70,81,84,81,70,37,0.1,1,15,6
62,0.1,0.31,0.5,78,64,67,70,61,73,-122,68,73,74,85,69,33,0.1,0,15,6
63,0.1,0.31,0.5,72,67,54,58,53,53,71,64,82,85,80,84,37,0.1,1,15,6
64,0.1,0.31,0.5,31,50,46,37,48,42,74,72,86,85,80,85,29,0.1,1,15,6
65,0.1,0.31,0.5,72,60,61,70,62,78,67,69,82,-120,86,-159,60,0.1,0,15,6
66,0.1,0.31,0.5,64,65,33,49,40,50,74,66,87,84,86,82,35,0.1,1,15,6
