eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,25,0,0,0,0,0,-124,-131,36,-109,-104,-113,-119,-121,65,0.1,0,10,8
1,0.1,0.31,0.5,6,10,11,7,8,10,4,21,-105,-112,91,-106,-107,-198,-103,69,99,0.1,0,10,8
2,0.1,0.31,0.5,17,17,17,17,17,17,17,10,-126,-134,90,-123,-112,-115,-115,90,35,0.1,0,10,8
3,0.1,0.31,0.5,17,17,11,22,17,9,17,17,-124,-124,89,56,-106,93,-119,93,45,0.1,0,10,8
4,0.1,0.31,0.5,20,20,22,26,27,19,27,20,-106,-106,91,78,-159,93,-125,90,60,0.1,0,10,8
5,0.1,0.31,0.5,25,25,26,25,28,15,28,12,-140,-163,74,61,-119,93,-115,93,64,0.1,0,10,8
6,0.1,0.31,0.5,27,26,14,23,28,15,10,16,-153,-113,91,79,-108,91,82,93,54,0.1,0,10,8
7,0.1,0.31,0.5,32,31,29,26,34,31,26,28,-125,-173,91,88,-127,91,94,93,74,0.1,0,10,8
8,0.1,0.31,0.5,33,32,20,23,35,16,24,15,-130,-123,91,88,-131,93,96,93,32,0.1,0,10,8
9,0.1,0.31,0.5,33,13,29,26,35,20,30,21,-128,53,-112,83,-109,92,-115,92,48,0.1,0,10,8
10,0.1,0.31,0.5,41,32,28,26,11,28,35,30,-161,91,90,88,96,91,-105,93,62,0.1,0,10,8
11,0.1,0.31,0.5,41,23,26,24,19,34,13,14,-111,92,59,85,96,-126,87,93,42,0.1,0,10,8
12,0.1,0.31,0.5,44,29,37,31,22,16,19,28,-132,87,82,87,95,93,96,93,33,0.1,0,10,8
13,0.1,0.31,0.5,19,30,29,26,16,27,41,30,63,86,85,91,96,93,85,91,38,0.1,1,10,8
14,0.1,0.31,0.5,45,40,34,35,21,40,35,25,85,73,89,88,96,79,85,93,28,0.1,1,10,8
15,0.1,0.31,0.5,40,40,39,44,29,29,35,29,84,80,86,84,96,93,86,93,21,0.1,1,10,8
16,0.1,0.31,0.5,28,35,31,25,37,26,42,34,88,82,77,88,-105,93,87,93,24,0.1,0,10,8
17,0.1,0.31,0.5,41,45,43,48,11,37,32,28,84,81,68,86,95,93,87,92,33,0.1,1,10,8
18,0.1,0.31,0.5,38,35,35,33,29,34,39,31,89,89,87,88,96,90,88,93,14,0.1,1,10,8
19,0.1,0.31,0.5,34,44,38,36,33,32,52,38,91,57,87,79,96,93,-108,93,44,0.1,0,10,8
