eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-139,-102,-128,-127,-110,-104,-115,-132,40,0.1,0,10,8
1,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-127,-123,-110,-103,-114,-103,-120,-104,28,0.1,0,10,8
2,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-107,-133,-124,-119,-125,-124,-112,-128,34,0.1,0,10,8
3,0.1,0.31,0.5,0,0,13,0,0,0,0,0,-123,-102,80,-125,-104,-103,-138,-109,39,0.1,0,10,8
4,0.1,0.31,0.5,11,11,11,11,10,11,10,5,-119,-117,90,-138,-110,-140,-110,-104,41,0.1,0,10,8
5,0.1,0.31,0.5,11,11,11,11,9,7,24,11,-118,-135,88,-129,83,94,65,-108,36,0.1,0,10,8
6,0.1,0.31,0.5,21,21,21,21,20,20,23,21,-193,-115,91,-256,94,95,77,-144,157,0.1,0,10,8
7,0.1,0.31,0.5,22,13,12,22,14,13,17,22,-113,74,91,-132,96,93,85,-127,33,0.1,0,10,8
8,0.1,0.31,0.5,27,25,25,17,17,20,26,15,-143,92,91,85,96,95,85,86,44,0.1,0,10,8
9,0.1,0.31,0.5,41,37,30,31,27,38,33,28,-144,92,91,88,96,-113,92,93,45,0.1,0,10,8
10,0.1,0.31,0.5,15,13,25,35,19,19,25,40,75,92,86,92,96,95,84,-124,26,0.1,0,10,8
11,0.1,0.31,0.5,41,41,40,23,24,28,42,36,88,90,91,92,96,93,-112,88,13,0.1,0,10,8
12,0.1,0.31,0.5,36,26,27,31,30,33,42,18,89,90,91,92,95,95,-114,92,15,0.1,0,10,8
13,0.1,0.31,0.5,17,26,36,32,37,24,36,36,88,92,41,91,-102,95,62,94,60,0.1,0,10,8
14,0.1,0.31,0.5,45,36,27,34,26,32,31,21,-128,92,89,76,94,93,83,94,29,0.1,0,10,8
15,0.1,0.31,0.5,27,46,33,31,26,35,40,35,89,-112,90,90,96,94,92,94,13,0.1,0,10,8
16,0.1,0.31,0.5,29,24,28,33,32,22,20,30,72,92,88,92,96,94,95,94,29,0.1,1,10,8
17,0.1,0.31,0.5,37,33,33,30,25,26,34,24,84,84,90,92,94,95,95,94,17,0.1,1,10,8
18,0.1,0.31,0.5,31,35,29,27,32,34,32,35,83,91,91,92,96,94,95,90,18,0.1,1,10,8
19,0.1,0.31,0.5,34,31,44,40,33,34,26,33,85,90,-109,92,96,93,95,94,16,0.1,0,10,8
20,0.1,0.31,0.5,37,31,30,27,21,23,34,27,81,91,91,92,96,95,93,94,20,0.1,1,10,8
21,0.1,0.31,0.5,30,33,43,31,31,34,30,43,83,89,-110,92,96,95,95,-104,18,0.1,0,10,8
22,0.1,0.31,0.5,36,33,24,39,35,33,31,44,84,92,91,92,94,95,93,-104,17,0.1,0,10,8
23,0.1,0.31,0.5,42,29,43,25,20,23,27,35,-114,92,-105,92,96,95,95,94,15,0.1,0,10,8
24,0.1,0.31,0.5,29,43,30,36,32,34,32,17,82,-107,91,92,96,95,95,93,19,0.1,0,10,8
25,0.1,0.31,0.5,31,23,25,27,23,34,26,39,77,91,89,91,96,82,93,94,24,0.1,1,10,8
26,0.1,0.31,0.5,36,31,40,34,23,31,34,30,85,91,89,92,96,95,93,94,16,0.1,1,10,8
27,0.1,0.31,0.5,37,37,34,30,45,31,29,23,79,88,91,92,83,95,95,94,22,0.1,1,10,8
28,0.1,0.31,0.5,25,30,22,34,30,32,26,39,84,92,89,92,96,95,95,86,17,0.1,1,10,8
29,0.1,0.31,0.5,42,29,44,32,24,30,37,33,75,92,-108,92,96,95,92,94,26,0.1,0,10,8
30,0.1,0.31,0.5,34,40,42,32,42,29,30,21,81,88,91,92,-106,95,95,94,20,0.1,0,10,8
31,0.1,0.31,0.5,30,30,13,34,39,32,27,43,84,89,91,92,95,95,95,88,17,0.1,1,10,8
32,0.1,0.31,0.5,36,30,41,34,13,31,36,33,84,89,91,84,96,95,95,92,17,0.1,1,10,8
33,0.1,0.31,0.5,36,38,42,31,32,28,28,21,83,89,91,90,96,93,94,93,18,0.1,1,10,8
34,0.1,0.31,0.5,33,33,13,32,28,31,26,35,77,83,91,90,96,95,95,94,24,0.1,1,10,8
35,0.1,0.31,0.5,38,29,44,36,22,44,36,35,82,92,91,92,96,-106,95,92,19,0.1,0,10,8
36,0.1,0.31,0.5,35,38,44,30,43,32,34,27,85,92,-110,92,-126,93,91,92,27,0.1,0,10,8
37,0.1,0.31,0.5,32,31,42,32,38,17,30,35,85,92,91,90,96,95,85,92,16,0.1,1,10,8
38,0.1,0.31,0.5,37,44,13,36,13,42,36,33,84,-109,91,92,96,95,95,94,17,0.1,0,10,8
39,0.1,0.31,0.5,34,28,44,31,38,32,29,26,85,92,91,90,95,95,93,94,16,0.1,1,10,8
40,0.1,0.31,0.5,32,25,40,30,36,18,27,44,83,90,91,92,95,95,95,-123,24,0.1,0,10,8
41,0.1,0.31,0.5,40,44,18,37,15,36,37,37,83,88,87,88,96,95,94,92,18,0.1,1,10,8
42,0.1,0.31,0.5,36,29,41,34,34,41,28,17,89,92,89,86,94,72,95,94,29,0.1,1,10,8
43,0.1,0.31,0.5,25,44,36,32,38,20,33,40,89,-113,89,90,95,95,67,94,34,0.1,0,10,8
44,0.1,0.31,0.5,37,22,19,31,12,36,33,32,89,92,91,92,96,93,95,94,12,0.1,1,10,8
45,0.1,0.31,0.5,35,43,38,32,31,34,30,18,84,-109,91,91,96,94,85,94,17,0.1,0,10,8
46,0.1,0.31,0.5,28,22,27,31,24,17,29,46,88,91,91,88,96,95,93,-130,31,0.1,0,10,8
47,0.1,0.31,0.5,34,35,32,28,24,37,31,18,87,90,90,92,96,95,93,94,14,0.1,1,10,8
48,0.1,0.31,0.5,34,44,37,38,41,34,35,38,89,92,91,92,90,93,93,91,12,0.1,1,10,8
49,0.1,0.31,0.5,36,23,32,36,30,24,34,41,89,91,89,91,96,94,93,94,12,0.1,1,10,8
50,0.1,0.31,0.5,33,33,33,24,20,33,30,26,89,92,91,92,96,95,91,86,15,0.1,1,10,8
51,0.1,0.31,0.5,36,36,34,48,34,32,33,33,88,92,91,69,-103,95,93,94,32,0.1,0,10,8
52,0.1,0.31,0.5,36,31,36,34,35,28,37,42,88,92,91,92,96,95,93,94,13,0.1,1,10,8
53,0.1,0.31,0.5,33,33,30,25,19,35,29,22,89,89,90,92,94,94,93,94,12,0.1,1,10,8
54,0.1,0.31,0.5,36,38,36,42,41,30,33,32,89,91,88,92,95,95,92,94,13,0.1,1,10,8
55,0.1,0.31,0.5,39,30,38,34,34,32,40,44,89,91,91,92,95,90,-102,94,12,0.1,0,10,8
56,0.1,0.31,0.5,35,27,29,25,16,30,35,20,77,92,91,92,95,95,93,94,24,0.1,1,10,8
57,0.1,0.31,0.5,47,37,33,39,37,32,25,27,-113,90,91,92,96,90,94,94,14,0.1,0,10,8
58,0.1,0.31,0.5,35,45,37,34,34,35,42,43,89,-109,91,88,96,95,91,94,13,0.1,0,10,8
