eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,13,0,0,0,-130,-125,77,-109,-108,-114,31,0.1,0,10,6
1,0.1,0.31,0.5,11,52,11,11,11,11,-141,-95,86,-121,-118,-129,196,0.1,0,10,6
2,0.1,0.31,0.5,19,10,17,19,29,20,-136,92,93,-117,47,84,54,0.1,0,10,6
3,0.1,0.31,0.5,26,30,20,33,26,21,65,89,93,-132,84,91,36,0.1,0,10,6
4,0.1,0.31,0.5,26,16,25,36,25,25,89,91,89,-156,88,91,57,0.1,0,10,6
5,0.1,0.31,0.5,27,27,20,36,35,19,89,91,93,-117,-127,91,28,0.1,0,10,6
6,0.1,0.31,0.5,25,28,33,37,24,28,88,92,88,-136,87,91,37,0.1,0,10,6
7,0.1,0.31,0.5,34,19,16,37,26,23,-108,92,93,-115,86,87,16,0.1,0,10,6
8,0.1,0.31,0.5,21,22,24,37,35,23,81,92,93,-112,-116,89,20,0.1,0,10,6
9,0.1,0.31,0.5,23,25,20,37,30,20,89,92,93,-142,-105,91,43,0.1,0,10,6
10,0.1,0.31,0.5,26,20,20,37,25,27,91,92,93,-119,91,91,20,0.1,0,10,6
11,0.1,0.31,0.5,30,28,30,38,21,33,89,92,93,-147,92,80,48,0.1,0,10,6
12,0.1,0.31,0.5,22,27,21,38,34,24,91,92,93,-131,89,90,32,0.1,0,10,6
13,0.1,0.31,0.5,28,19,21,38,26,26,90,92,92,-173,90,91,74,0.1,0,10,6
14,0.1,0.31,0.5,28,31,30,38,24,29,91,88,93,-144,86,91,45,0.1,0,10,6
15,0.1,0.31,0.5,22,30,24,38,33,25,91,90,91,-116,90,89,17,0.1,0,10,6
16,0.1,0.31,0.5,28,20,31,23,27,27,90,92,-103,42,92,91,59,0.1,0,10,6
17,0.1,0.31,0.5,38,36,27,42,25,35,91,92,93,82,92,91,19,0.1,1,10,6
18,0.1,0.31,0.5,25,23,25,38,24,21,89,92,91,84,93,92,17,0.1,1,10,6
19,0.1,0.31,0.5,33,27,34,26,26,32,88,92,93,76,94,91,25,0.1,1,10,6
20,0.1,0.31,0.5,37,26,18,47,17,25,-119,92,93,53,94,91,48,0.1,0,10,6
21,0.1,0.31,0.5,32,27,27,33,25,27,88,91,93,83,94,91,18,0.1,1,10,6
22,0.1,0.31,0.5,27,31,29,24,33,36,89,91,93,83,90,88,18,0.1,1,10,6
23,0.1,0.31,0.5,35,23,21,34,25,22,84,90,93,78,93,89,23,0.1,1,10,6
24,0.1,0.31,0.5,24,29,27,37,25,29,87,91,93,84,94,91,17,0.1,1,10,6
25,0.1,0.31,0.5,32,34,31,23,29,32,85,78,93,81,94,89,23,0.1,1,10,6
26,0.1,0.31,0.5,33,29,24,38,26,26,87,92,93,79,90,91,22,0.1,1,10,6
27,0.1,0.31,0.5,30,32,22,39,23,27,85,80,93,74,92,91,27,0.1,1,10,6
28,0.1,0.31,0.5,29,29,31,25,31,32,88,92,93,81,94,91,20,0.1,1,10,6
29,0.1,0.31,0.5,35,28,26,36,23,26,84,92,93,84,94,91,17,0.1,1,10,6
30,0.1,0.31,0.5,28,29,22,36,20,29,89,91,93,84,94,95,17,0.1,1,10,6
31,0.1,0.31,0.5,29,27,28,25,30,28,89,92,92,79,93,90,22,0.1,1,10,6
32,0.1,0.31,0.5,24,36,27,40,21,26,85,69,92,-118,94,93,32,0.1,0,10,6
33,0.1,0.31,0.5,34,30,28,33,24,30,89,92,92,85,94,81,20,0.1,1,10,6
34,0.1,0.31,0.5,30,30,28,24,34,30,89,92,93,84,92,93,17,0.1,1,10,6
35,0.1,0.31,0.5,23,22,22,37,20,25,89,92,93,83,94,90,18,0.1,1,10,6
36,0.1,0.31,0.5,38,34,32,33,28,30,89,90,92,83,92,93,18,0.1,1,10,6
37,0.1,0.31,0.5,27,28,26,25,35,24,88,92,93,83,88,93,18,0.1,1,10,6
38,0.1,0.31,0.5,26,26,25,37,25,26,88,92,93,83,94,93,18,0.1,1,10,6
39,0.1,0.31,0.5,32,28,28,34,21,31,89,92,87,77,94,91,24,0.1,1,10,6
40,0.1,0.31,0.5,30,32,31,27,32,31,89,90,93,84,94,93,17,0.1,1,10,6
41,0.1,0.31,0.5,23,23,23,39,25,25,89,92,91,-107,85,93,16,0.1,0,10,6
42,0.1,0.31,0.5,32,34,33,39,25,27,89,89,85,-115,94,92,16,0.1,0,10,6
43,0.1,0.31,0.5,35,32,32,32,30,30,88,90,93,84,94,91,17,0.1,1,10,6
44,0.1,0.31,0.5,22,22,19,24,15,24,87,92,90,84,94,92,17,0.1,1,10,6
45,0.1,0.31,0.5,34,38,35,37,29,30,84,78,92,84,94,93,23,0.1,1,10,6
46,0.1,0.31,0.5,33,26,27,39,39,28,89,92,93,-116,-121,87,22,0.1,0,10,6
47,0.1,0.31,0.5,24,26,22,32,32,25,89,88,93,82,94,89,19,0.1,1,10,6
48,0.1,0.31,0.5,30,40,28,24,15,26,88,-118,92,84,94,93,19,0.1,0,10,6
49,0.1,0.31,0.5,35,32,31,38,32,29,85,92,93,83,93,92,18,0.1,1,10,6
50,0.1,0.31,0.5,24,17,35,36,31,22,84,92,-104,81,94,93,20,0.1,0,10,6
51,0.1,0.31,0.5,33,35,21,23,13,29,89,92,92,82,94,93,19,0.1,1,10,6
52,0.1,0.31,0.5,36,32,26,37,32,30,89,92,93,84,94,93,17,0.1,1,10,6
53,0.1,0.31,0.5,21,17,34,35,30,22,89,92,93,84,94,93,17,0.1,1,10,6
54,0.1,0.31,0.5,33,35,21,25,14,29,88,92,93,82,94,93,19,0.1,1,10,6
55,0.1,0.31,0.5,35,32,28,35,29,28,89,91,91,82,94,93,19,0.1,1,10,6
56,0.1,0.31,0.5,22,17,35,34,28,20,88,92,89,82,94,93,19,0.1,1,10,6
57,0.1,0.31,0.5,32,30,26,26,15,26,86,90,82,77,94,93,24,0.1,1,10,6
58,0.1,0.31,0.5,40,31,30,36,31,30,79,92,92,84,93,92,22,0.1,1,10,6
59,0.1,0.31,0.5,22,21,34,36,30,24,85,92,86,81,94,93,20,0.1,1,10,6
60,0.1,0.31,0.5,35,32,23,26,18,28,89,92,93,84,93,93,17,0.1,1,10,6
61,0.1,0.31,0.5,35,28,27,37,30,29,89,92,91,82,92,93,19,0.1,1,10,6
62,0.1,0.31,0.5,39,20,33,35,29,20,-109,92,89,84,94,93,17,0.1,0,10,6
63,0.1,0.31,0.5,21,32,22,39,15,27,89,91,93,-108,94,93,12,0.1,0,10,6
64,0.1,0.31,0.5,31,31,32,26,32,30,89,92,93,83,94,93,18,0.1,1,10,6
65,0.1,0.31,0.5,31,19,24,32,21,21,89,92,93,84,94,92,17,0.1,1,10,6
66,0.1,0.31,0.5,26,33,36,33,21,29,89,91,-106,82,94,91,19,0.1,0,10,6
67,0.1,0.31,0.5,34,31,23,32,29,34,85,90,86,82,94,93,19,0.1,1,10,6
68,0.1,0.31,0.5,34,20,28,33,26,39,88,92,85,84,92,-114,17,0.1,0,10,6
69,0.1,0.31,0.5,25,33,34,33,26,20,89,92,93,81,94,92,20,0.1,1,10,6
70,0.1,0.31,0.5,32,29,21,29,28,28,89,92,93,84,94,93,17,0.1,1,10,6
71,0.1,0.31,0.5,32,22,28,36,45,34,89,92,90,84,48,93,53,0.1,1,10,6
72,0.1,0.31,0.5,26,34,37,32,28,22,89,90,93,84,94,90,17,0.1,1,10,6
73,0.1,0.31,0.5,32,32,20,31,25,30,89,92,90,84,94,93,17,0.1,1,10,6
74,0.1,0.31,0.5,31,19,32,40,25,33,89,92,-107,-106,93,91,12,0.1,0,10,6
75,0.1,0.31,0.5,26,32,24,36,21,18,89,91,93,82,94,92,19,0.1,1,10,6
76,0.1,0.31,0.5,31,31,21,24,39,28,89,92,93,80,75,93,26,0.1,1,10,6
77,0.1,0.31,0.5,28,18,29,40,33,31,89,91,90,-105,94,93,12,0.1,0,10,6
78,0.1,0.31,0.5,29,35,29,39,20,19,89,91,91,84,94,93,17,0.1,1,10,6
79,0.1,0.31,0.5,30,32,28,20,26,30,89,92,91,83,94,93,18,0.1,1,10,6
80,0.1,0.31,0.5,38,18,31,38,26,28,79,91,84,84,94,93,22,0.1,1,10,6
81,0.1,0.31,0.5,32,32,27,39,24,18,89,92,93,82,92,93,19,0.1,1,10,6
82,0.1,0.31,0.5,28,31,25,41,25,30,89,92,93,-109,94,93,12,0.1,0,10,6
83,0.1,0.31,0.5,31,20,27,21,25,26,87,91,93,82,94,93,19,0.1,1,10,6
84,0.1,0.31,0.5,32,42,25,35,24,22,83,78,92,84,94,93,23,0.1,1,10,6
85,0.1,0.31,0.5,33,35,25,40,26,34,89,92,93,82,94,91,19,0.1,1,10,6
86,0.1,0.31,0.5,28,20,29,21,24,25,88,92,91,78,94,93,23,0.1,1,10,6
87,0.1,0.31,0.5,28,35,30,38,22,22,89,88,90,82,94,93,19,0.1,1,10,6
88,0.1,0.31,0.5,33,32,28,38,26,31,86,92,92,82,94,93,19,0.1,1,10,6
89,0.1,0.31,0.5,32,22,26,41,29,28,87,92,91,-109,93,93,14,0.1,0,10,6
90,0.1,0.31,0.5,28,31,29,23,23,22,88,92,92,83,93,93,18,0.1,1,10,6
91,0.1,0.31,0.5,32,30,25,35,30,33,89,92,93,84,92,91,17,0.1,1,10,6
92,0.1,0.31,0.5,31,23,27,41,30,31,89,92,93,84,94,93,17,0.1,1,10,6
93,0.1,0.31,0.5,28,31,29,23,22,21,89,92,93,84,94,93,17,0.1,1,10,6
94,0.1,0.31,0.5,31,31,24,34,34,29,89,90,93,84,90,93,17,0.1,1,10,6
95,0.1,0.31,0.5,36,24,28,41,31,29,83,92,91,83,94,93,18,0.1,1,10,6
96,0.1,0.31,0.5,28,27,25,28,21,21,87,92,93,66,94,93,35,0.1,1,10,6
