eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,24,0,-103,-114,23,-116,78,0.1,0,10,4
1,0.1,0.31,0.5,8,8,11,8,-128,-112,90,-139,40,0.1,0,10,4
2,0.1,0.31,0.5,9,11,11,10,-107,-112,89,-109,13,0.1,0,10,4
3,0.1,0.31,0.5,9,11,11,18,-103,-126,89,58,43,0.1,0,10,4
4,0.1,0.31,0.5,19,25,16,19,-121,80,91,81,22,0.1,0,10,4
5,0.1,0.31,0.5,29,20,22,22,-112,84,91,88,17,0.1,0,10,4
6,0.1,0.31,0.5,29,33,22,16,-137,70,84,89,38,0.1,0,10,4
7,0.1,0.31,0.5,29,33,18,27,-147,-118,91,73,48,0.1,0,10,4
8,0.1,0.31,0.5,30,16,23,17,-114,91,81,92,20,0.1,0,10,4
9,0.1,0.31,0.5,30,21,16,17,-112,90,91,92,13,0.1,0,10,4
10,0.1,0.31,0.5,30,17,24,29,-133,91,87,80,34,0.1,0,10,4
11,0.1,0.31,0.5,30,19,15,12,-176,92,91,91,77,0.1,0,10,4
12,0.1,0.31,0.5,30,20,24,26,-104,91,89,90,12,0.1,0,10,4
13,0.1,0.31,0.5,30,18,27,27,-122,92,84,85,23,0.1,0,10,4
14,0.1,0.31,0.5,30,20,12,12,-133,89,91,92,34,0.1,0,10,4
15,0.1,0.31,0.5,30,20,25,26,-115,92,91,-112,16,0.1,0,10,4
16,0.1,0.31,0.5,19,23,25,25,52,91,91,92,49,0.1,1,10,4
17,0.1,0.31,0.5,36,28,24,20,87,92,89,92,14,0.1,1,10,4
18,0.1,0.31,0.5,30,20,25,26,91,92,89,92,12,0.1,1,10,4
19,0.1,0.31,0.5,13,28,30,41,88,90,90,80,21,0.1,1,10,4
20,0.1,0.31,0.5,35,22,15,12,91,92,90,92,11,0.1,1,10,4
21,0.1,0.31,0.5,30,25,29,29,87,90,91,92,14,0.1,1,10,4
22,0.1,0.31,0.5,16,19,29,20,86,91,80,91,21,0.1,1,10,4
23,0.1,0.31,0.5,22,34,20,25,91,-106,91,92,10,0.1,0,10,4
24,0.1,0.31,0.5,32,34,33,30,-116,-106,62,90,39,0.1,0,10,4
25,0.1,0.31,0.5,29,28,40,18,91,90,-169,92,70,0.1,0,10,4
26,0.1,0.31,0.5,18,16,22,22,91,92,83,92,18,0.1,1,10,4
27,0.1,0.31,0.5,34,36,19,22,88,82,91,88,19,0.1,1,10,4
28,0.1,0.31,0.5,23,24,36,27,91,90,-110,91,11,0.1,0,10,4
29,0.1,0.31,0.5,30,21,31,29,91,92,91,90,11,0.1,1,10,4
30,0.1,0.31,0.5,24,27,17,19,88,91,91,92,13,0.1,1,10,4
31,0.1,0.31,0.5,26,27,28,28,91,92,91,92,10,0.1,1,10,4
32,0.1,0.31,0.5,25,21,35,28,89,91,90,92,12,0.1,1,10,4
33,0.1,0.31,0.5,25,24,24,16,91,91,61,91,40,0.1,1,10,4
34,0.1,0.31,0.5,24,27,43,28,90,92,-108,92,11,0.1,0,10,4
35,0.1,0.31,0.5,24,33,34,30,91,-124,91,88,25,0.1,0,10,4
36,0.1,0.31,0.5,27,27,15,20,91,92,91,92,10,0.1,1,10,4
37,0.1,0.31,0.5,30,17,32,25,88,90,91,92,13,0.1,1,10,4
38,0.1,0.31,0.5,23,35,32,33,91,91,90,89,12,0.1,1,10,4
39,0.1,0.31,0.5,28,26,17,24,88,91,89,92,13,0.1,1,10,4
40,0.1,0.31,0.5,27,20,32,27,90,89,91,92,12,0.1,1,10,4
41,0.1,0.31,0.5,27,32,28,36,91,92,91,-116,17,0.1,0,10,4
42,0.1,0.31,0.5,27,28,20,31,91,92,91,90,11,0.1,1,10,4
43,0.1,0.31,0.5,27,18,30,15,91,90,90,91,11,0.1,1,10,4
44,0.1,0.31,0.5,28,27,34,29,85,92,87,92,16,0.1,1,10,4
45,0.1,0.31,0.5,24,35,15,28,89,-110,91,92,12,0.1,0,10,4
46,0.1,0.31,0.5,25,24,35,20,91,88,90,92,13,0.1,1,10,4
47,0.1,0.31,0.5,32,24,34,29,91,90,91,92,11,0.1,1,10,4
48,0.1,0.31,0.5,23,34,14,29,91,92,90,92,11,0.1,1,10,4
49,0.1,0.31,0.5,23,33,31,20,91,-103,89,91,12,0.1,0,10,4
50,0.1,0.31,0.5,30,33,31,27,89,-103,91,92,12,0.1,0,10,4
51,0.1,0.31,0.5,21,31,15,27,89,-110,89,91,12,0.1,0,10,4
52,0.1,0.31,0.5,20,31,26,16,91,-115,91,92,16,0.1,0,10,4
53,0.1,0.31,0.5,29,31,26,24,-121,-120,91,91,22,0.1,0,10,4
54,0.1,0.31,0.5,29,31,28,25,-121,-110,-108,92,22,0.1,0,10,4
55,0.1,0.31,0.5,26,31,15,16,89,-110,91,92,12,0.1,0,10,4
56,0.1,0.31,0.5,14,31,26,24,91,-172,91,92,73,0.1,0,10,4
57,0.1,0.31,0.5,24,31,24,26,-108,-129,91,88,30,0.1,0,10,4
58,0.1,0.31,0.5,28,31,16,17,89,-116,91,92,17,0.1,0,10,4
59,0.1,0.31,0.5,13,27,25,22,91,-119,91,90,220,0.1,1,10,4
60,0.1,0.31,0.5,33,22,37,29,91,89,88,92,13,0.1,1,10,4
61,0.1,0.31,0.5,33,27,13,20,-103,92,91,92,10,0.1,0,10,4
62,0.1,0.31,0.5,29,36,33,31,91,-112,91,92,13,0.1,0,10,4
63,0.1,0.31,0.5,22,23,27,20,86,91,91,92,15,0.1,1,10,4
64,0.1,0.31,0.5,28,23,23,29,89,92,91,92,12,0.1,1,10,4
65,0.1,0.31,0.5,34,32,24,25,91,92,91,91,10,0.1,1,10,4
66,0.1,0.31,0.5,15,25,31,26,91,92,91,92,10,0.1,1,10,4
67,0.1,0.31,0.5,32,24,17,21,91,88,91,92,13,0.1,1,10,4
68,0.1,0.31,0.5,35,31,26,27,-122,-107,88,91,23,0.1,0,10,4
69,0.1,0.31,0.5,28,32,32,27,91,90,89,92,12,0.1,1,10,4
70,0.1,0.31,0.5,18,19,21,23,89,91,91,92,12,0.1,1,10,4
71,0.1,0.31,0.5,30,30,28,31,88,90,91,90,13,0.1,1,10,4
72,0.1,0.31,0.5,34,31,25,22,91,91,91,92,10,0.1,1,10,4
73,0.1,0.31,0.5,17,19,28,29,91,92,91,92,10,0.1,1,10,4
74,0.1,0.31,0.5,31,30,29,31,91,92,91,92,10,0.1,1,10,4
75,0.1,0.31,0.5,34,31,26,22,91,89,91,92,12,0.1,1,10,4
76,0.1,0.31,0.5,18,20,27,29,91,91,91,92,10,0.1,1,10,4
77,0.1,0.31,0.5,29,29,29,30,91,92,91,92,10,0.1,1,10,4
78,0.1,0.31,0.5,36,28,21,33,85,92,90,-106,16,0.1,0,10,4
79,0.1,0.31,0.5,36,30,23,18,-104,-104,91,92,10,0.1,0,10,4
80,0.1,0.31,0.5,19,21,33,27,91,91,91,92,10,0.1,1,10,4
81,0.1,0.31,0.5,27,31,26,32,91,85,91,90,16,0.1,1,10,4
82,0.1,0.31,0.5,31,32,23,21,91,85,91,92,16,0.1,1,10,4
83,0.1,0.31,0.5,23,20,32,28,91,92,90,92,11,0.1,1,10,4
84,0.1,0.31,0.5,29,27,26,34,87,92,91,88,14,0.1,1,10,4
85,0.1,0.31,0.5,30,32,22,21,91,89,91,92,12,0.1,1,10,4
86,0.1,0.31,0.5,22,24,32,28,91,92,91,92,10,0.1,1,10,4
87,0.1,0.31,0.5,28,26,27,32,91,92,91,90,11,0.1,1,10,4
88,0.1,0.31,0.5,29,28,28,20,90,92,76,90,25,0.1,1,10,4
89,0.1,0.31,0.5,25,22,31,25,91,91,91,90,11,0.1,1,10,4
90,0.1,0.31,0.5,30,28,26,34,91,92,89,92,12,0.1,1,10,4
91,0.1,0.31,0.5,29,28,23,20,89,92,91,92,12,0.1,1,10,4
92,0.1,0.31,0.5,21,26,32,25,91,92,93,92,10,0.1,1,10,4
93,0.1,0.31,0.5,30,31,26,33,91,69,91,91,32,0.1,1,10,4
94,0.1,0.31,0.5,30,26,22,20,83,89,90,92,18,0.1,1,10,4
95,0.1,0.31,0.5,24,26,33,28,91,92,91,92,10,0.1,1,10,4
96,0.1,0.31,0.5,30,30,27,34,91,92,91,91,10,0.1,1,10,4
97,0.1,0.31,0.5,28,36,22,20,87,-106,90,92,14,0.1,0,10,4
98,0.1,0.31,0.5,24,26,32,27,89,90,89,91,12,0.1,1,10,4
99,0.1,0.31,0.5,29,27,27,32,-103,-102,91,92,10,0.1,0,10,4
100,0.1,0.31,0.5,30,27,20,19,-103,-102,91,92,10,0.1,0,10,4
101,0.1,0.31,0.5,25,23,22,19,-103,-102,91,92,10,0.1,0,10,4
102,0.1,0.31,0.5,31,26,18,19,-115,-107,91,92,16,0.1,0,10,4
103,0.1,0.31,0.5,30,30,19,18,89,-109,89,92,12,0.1,0,10,4
104,0.1,0.31,0.5,12,31,26,21,91,-103,89,91,12,0.1,0,10,4
105,0.1,0.31,0.5,22,33,16,24,86,-113,91,-102,15,0.1,0,10,4
106,0.1,0.31,0.5,28,33,24,21,91,-123,91,92,24,0.1,0,10,4
107,0.1,0.31,0.5,19,33,29,21,91,-111,91,92,12,0.1,0,10,4
108,0.1,0.31,0.5,21,33,15,24,91,-110,90,91,11,0.1,0,10,4
109,0.1,0.31,0.5,28,33,24,21,91,-132,91,92,33,0.1,0,10,4
110,0.1,0.31,0.5,20,33,29,21,91,-181,91,92,82,0.1,0,10,4
111,0.1,0.31,0.5,21,33,16,24,91,-192,91,92,93,0.1,0,10,4
112,0.1,0.31,0.5,27,33,24,21,91,-151,91,92,52,0.1,0,10,4
113,0.1,0.31,0.5,20,33,29,22,91,-132,91,91,33,0.1,0,10,4
114,0.1,0.31,0.5,22,33,16,24,90,-113,91,92,14,0.1,0,10,4
115,0.1,0.31,0.5,25,33,23,22,91,-109,91,88,13,0.1,0,10,4
116,0.1,0.31,0.5,20,33,29,23,91,-112,91,91,13,0.1,0,10,4
117,0.1,0.31,0.5,24,33,17,28,91,-129,91,92,30,0.1,0,10,4
118,0.1,0.31,0.5,25,33,31,16,89,-118,88,92,19,0.1,0,10,4
119,0.1,0.31,0.5,20,33,27,17,85,-111,88,92,16,0.1,0,10,4
120,0.1,0.31,0.5,24,33,15,26,91,-103,91,90,11,0.1,0,10,4
121,0.1,0.31,0.5,19,33,27,20,91,-123,91,91,24,0.1,0,10,4
122,0.1,0.31,0.5,26,33,27,21,87,-119,90,92,20,0.1,0,10,4
123,0.1,0.31,0.5,24,33,14,24,90,-117,91,-106,18,0.1,0,10,4
124,0.1,0.31,0.5,19,33,28,24,91,-105,89,92,12,0.1,0,10,4
125,0.1,0.31,0.5,27,33,26,17,91,-340,91,92,241,0.1,0,10,4
126,0.1,0.31,0.5,29,33,16,27,-107,-123,91,89,24,0.1,0,10,4
127,0.1,0.31,0.5,23,33,27,24,90,-114,91,92,15,0.1,0,10,4
128,0.1,0.31,0.5,17,33,26,17,91,-263,91,91,164,0.1,0,10,4
129,0.1,0.31,0.5,27,33,16,25,90,-169,89,92,70,0.1,0,10,4
130,0.1,0.31,0.5,22,33,24,21,91,-217,90,92,118,0.1,0,10,4
131,0.1,0.31,0.5,16,33,27,22,91,-133,91,87,34,0.1,0,10,4
132,0.1,0.31,0.5,26,33,17,27,91,-275,91,92,176,0.1,0,10,4
133,0.1,0.31,0.5,25,33,25,21,91,-105,91,92,10,0.1,0,10,4
134,0.1,0.31,0.5,15,33,25,19,91,-176,90,92,77,0.1,0,10,4
135,0.1,0.31,0.5,25,33,21,22,91,-220,88,92,121,0.1,0,10,4
136,0.1,0.31,0.5,26,33,25,23,91,-146,91,92,47,0.1,0,10,4
137,0.1,0.31,0.5,17,33,25,20,89,-102,89,92,12,0.1,0,10,4
138,0.1,0.31,0.5,26,33,19,23,91,-259,91,92,160,0.1,0,10,4
139,0.1,0.31,0.5,24,33,23,23,91,-210,91,91,111,0.1,0,10,4
140,0.1,0.31,0.5,17,33,25,21,91,-103,91,92,10,0.1,0,10,4
141,0.1,0.31,0.5,24,34,18,23,91,-259,89,92,160,0.1,0,10,4
142,0.1,0.31,0.5,25,34,24,23,91,-141,91,92,42,0.1,0,10,4
143,0.1,0.31,0.5,19,34,27,20,90,-104,91,91,11,0.1,0,10,4
144,0.1,0.31,0.5,23,34,18,24,91,-140,93,92,41,0.1,0,10,4
145,0.1,0.31,0.5,24,34,24,24,91,-187,89,92,88,0.1,0,10,4
146,0.1,0.31,0.5,18,34,27,17,91,-119,91,92,20,0.1,0,10,4
147,0.1,0.31,0.5,26,34,18,24,91,-145,89,92,46,0.1,0,10,4
148,0.1,0.31,0.5,23,34,24,21,91,-131,87,92,32,0.1,0,10,4
