eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,0,-130,-106,-108,-121,-113,-102,-107,-145,46,0.1,0,10,8
1,0.1,0.31,0.5,0,0,0,0,0,0,20,0,-118,-104,-107,-140,-110,-113,21,-108,80,0.1,0,10,8
2,0.1,0.31,0.5,6,6,6,5,6,6,7,6,-108,-117,-142,-104,-108,-115,95,-115,43,0.1,0,10,8
3,0.1,0.31,0.5,7,7,7,7,7,7,7,7,-156,-116,-111,-121,-108,-109,95,-106,57,0.1,0,10,8
4,0.1,0.31,0.5,7,7,7,13,7,7,7,13,-104,-109,-123,76,-115,-104,95,85,25,0.1,0,10,8
5,0.1,0.31,0.5,18,18,15,17,18,19,15,18,-133,-144,-106,86,-129,91,95,86,45,0.1,0,10,8
6,0.1,0.31,0.5,19,19,19,11,19,24,10,15,-116,-172,-121,92,-111,-106,93,83,73,0.1,0,10,8
7,0.1,0.31,0.5,27,25,21,24,25,11,23,23,51,-130,64,92,-107,91,93,89,50,0.1,0,10,8
8,0.1,0.31,0.5,40,35,29,29,35,35,29,30,-109,-108,88,92,-149,92,95,88,50,0.1,0,10,8
9,0.1,0.31,0.5,23,37,28,18,24,20,16,25,79,-140,88,92,56,93,95,86,45,0.1,0,10,8
10,0.1,0.31,0.5,44,46,30,38,53,29,31,36,68,-176,90,-106,-117,91,95,90,77,0.1,0,10,8
11,0.1,0.31,0.5,34,17,32,42,36,37,31,34,79,87,91,82,84,90,95,90,22,0.1,1,10,8
12,0.1,0.31,0.5,42,49,38,31,38,30,24,34,78,90,91,90,79,93,95,88,23,0.1,1,10,8
13,0.1,0.31,0.5,31,26,28,36,35,34,29,34,82,89,91,81,88,90,96,90,20,0.1,1,10,8
14,0.1,0.31,0.5,42,39,44,36,54,40,26,37,82,90,90,90,-122,86,97,90,23,0.1,0,10,8
15,0.1,0.31,0.5,44,33,36,42,35,38,18,40,83,90,90,69,85,90,97,90,32,0.1,1,10,8
16,0.1,0.31,0.5,39,38,28,25,33,23,30,26,86,92,91,90,88,91,94,90,15,0.1,1,10,8
17,0.1,0.31,0.5,56,36,43,42,49,46,31,43,-105,90,91,92,86,90,97,91,15,0.1,0,10,8
18,0.1,0.31,0.5,34,35,37,35,36,30,19,54,83,90,89,88,90,89,97,-120,21,0.1,0,10,8
19,0.1,0.31,0.5,44,41,35,34,36,35,33,28,75,90,85,92,88,93,95,86,26,0.1,1,10,8
20,0.1,0.31,0.5,53,44,40,47,44,52,32,41,82,89,91,92,89,84,97,90,19,0.1,1,10,8
21,0.1,0.31,0.5,38,36,42,34,44,36,17,50,81,90,91,92,88,92,97,90,20,0.1,1,10,8
22,0.1,0.31,0.5,43,39,32,33,32,34,21,34,81,90,89,92,84,92,97,83,20,0.1,1,10,8
23,0.1,0.31,0.5,55,42,41,50,46,46,24,44,79,90,90,89,90,93,97,77,24,0.1,1,10,8
24,0.1,0.31,0.5,37,50,49,41,45,35,16,51,79,80,90,92,89,91,97,86,22,0.1,1,10,8
25,0.1,0.31,0.5,61,36,35,33,34,36,57,40,-140,90,89,92,90,93,72,86,41,0.1,0,10,8
26,0.1,0.31,0.5,47,43,42,48,54,44,50,43,74,89,89,90,-107,93,97,79,27,0.1,0,10,8
27,0.1,0.31,0.5,35,45,46,36,50,31,19,50,81,89,91,92,90,93,97,86,20,0.1,1,10,8
28,0.1,0.31,0.5,59,46,46,42,29,44,26,45,77,91,83,92,86,93,97,84,24,0.1,1,10,8
29,0.1,0.31,0.5,46,38,40,41,50,42,22,37,81,88,88,92,90,92,97,84,20,0.1,1,10,8
30,0.1,0.31,0.5,37,46,44,39,51,43,20,54,79,90,91,91,88,89,97,86,22,0.1,1,10,8
31,0.1,0.31,0.5,57,46,42,44,31,45,26,44,81,89,91,92,89,93,97,94,20,0.1,1,10,8
32,0.1,0.31,0.5,41,35,35,37,51,36,21,22,79,90,91,90,84,93,97,92,22,0.1,1,10,8
33,0.1,0.31,0.5,40,45,46,35,47,32,19,52,79,88,88,92,90,93,97,91,22,0.1,1,10,8
34,0.1,0.31,0.5,49,52,41,41,35,42,23,45,79,-112,91,90,90,89,97,91,22,0.1,0,10,8
35,0.1,0.31,0.5,39,47,36,43,46,41,24,24,80,88,91,92,90,93,97,94,21,0.1,1,10,8
36,0.1,0.31,0.5,41,23,42,42,44,32,16,41,81,90,91,82,89,92,97,94,20,0.1,1,10,8
37,0.1,0.31,0.5,56,56,42,39,38,41,37,43,81,87,91,90,90,93,95,92,20,0.1,1,10,8
38,0.1,0.31,0.5,42,47,38,41,47,39,37,52,81,92,91,91,79,93,97,-104,22,0.1,0,10,8
39,0.1,0.31,0.5,39,28,41,38,57,30,16,31,80,80,88,87,-110,92,97,94,21,0.1,0,10,8
40,0.1,0.31,0.5,53,53,42,41,43,41,25,31,78,90,91,92,92,93,97,94,23,0.1,1,10,8
41,0.1,0.31,0.5,33,39,35,40,56,39,23,46,83,88,89,90,-124,93,97,94,25,0.1,0,10,8
42,0.1,0.31,0.5,43,34,43,39,26,31,30,23,80,85,91,92,88,93,95,94,21,0.1,1,10,8
43,0.1,0.31,0.5,52,50,43,41,40,42,32,38,79,90,91,92,92,93,97,93,22,0.1,1,10,8
44,0.1,0.31,0.5,56,42,34,39,53,41,22,49,-116,87,91,90,92,91,97,92,17,0.1,0,10,8
45,0.1,0.31,0.5,32,52,37,34,29,29,29,24,79,-106,90,90,92,93,95,93,22,0.1,0,10,8
46,0.1,0.31,0.5,45,30,47,44,37,46,33,31,78,88,91,88,92,91,97,-102,23,0.1,0,10,8
47,0.1,0.31,0.5,49,40,31,36,50,39,17,29,81,91,91,91,92,86,97,94,20,0.1,1,10,8
48,0.1,0.31,0.5,57,52,42,41,50,35,25,38,-109,90,91,92,-107,95,97,94,11,0.1,0,10,8
49,0.1,0.31,0.5,33,52,45,49,50,30,21,33,78,-103,-102,-107,-103,93,97,94,23,0.1,0,10,8
50,0.1,0.31,0.5,36,49,41,27,52,46,16,19,76,-103,-102,86,-120,-122,97,94,25,0.1,0,10,8
51,0.1,0.31,0.5,35,47,33,20,52,27,16,25,81,-113,88,92,-115,91,97,94,20,0.1,0,10,8
52,0.1,0.31,0.5,33,49,21,32,53,25,18,30,77,-104,89,92,-112,93,97,94,24,0.1,0,10,8
53,0.1,0.31,0.5,41,50,34,28,53,30,17,20,-111,-121,91,92,-109,93,97,94,22,0.1,0,10,8
54,0.1,0.31,0.5,29,50,29,23,42,26,16,25,80,-127,91,92,55,93,97,94,46,0.1,0,10,8
55,0.1,0.31,0.5,40,53,31,39,54,28,25,37,74,-128,85,92,-107,93,97,93,29,0.1,0,10,8
56,0.1,0.31,0.5,43,53,38,30,39,38,20,25,80,-123,91,92,82,85,97,94,24,0.1,0,10,8
57,0.1,0.31,0.5,45,52,29,26,26,28,17,32,-114,-140,91,90,82,93,97,88,41,0.1,0,10,8
58,0.1,0.31,0.5,29,38,27,34,43,25,21,32,78,66,89,92,79,93,97,92,35,0.1,1,10,8
59,0.1,0.31,0.5,42,38,37,32,45,38,26,32,78,74,91,92,80,91,97,92,27,0.1,1,10,8
60,0.1,0.31,0.5,40,51,35,27,25,30,19,27,77,67,85,92,81,93,97,94,34,0.1,1,10,8
61,0.1,0.31,0.5,39,36,32,41,47,48,26,35,74,73,91,90,81,-116,97,94,28,0.1,0,10,8
