eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,0,0,0,0,0,73,-305,-346,-522,-171,-915,-278,-652,-80,816,0.1,0,25,8
1,0.1,0.31,0.5,32,32,32,32,32,32,32,33,-517,-186,-518,-360,-390,-380,-280,65,419,0.1,0,25,8
2,0.1,0.31,0.5,111,33,53,33,33,115,33,35,-166,-225,-17,-498,-279,-162,-179,61,399,0.1,0,25,8
3,0.1,0.31,0.5,97,157,91,98,98,84,120,89,42,-164,67,-172,-174,64,-83,65,265,0.1,0,25,8
4,0.1,0.31,0.5,121,70,92,135,80,78,69,73,-9,63,71,-153,31,65,74,65,110,0.1,0,25,8
5,0.1,0.31,0.5,85,122,66,149,95,87,106,98,27,-122,74,-156,58,70,74,49,74,0.1,0,25,8
6,0.1,0.31,0.5,124,111,101,54,134,106,79,86,43,-17,74,5,-171,62,74,77,118,0.1,0,25,8
7,0.1,0.31,0.5,104,102,135,140,99,82,135,117,18,44,-121,58,58,61,-74,-24,175,0.1,0,25,8
8,0.1,0.31,0.5,116,110,58,105,88,105,193,85,44,32,63,41,54,65,-185,74,86,0.1,0,25,8
9,0.1,0.31,0.5,144,134,162,107,125,111,85,127,3,49,-138,63,69,75,47,66,98,0.1,0,25,8
10,0.1,0.31,0.5,120,171,95,129,143,113,131,102,36,-159,64,52,58,71,48,74,65,0.1,0,25,8
11,0.1,0.31,0.5,114,103,97,117,85,93,154,115,51,49,69,55,69,73,43,53,58,0.1,1,25,8
12,0.1,0.31,0.5,172,105,93,106,106,88,104,100,-137,38,70,32,61,76,-12,58,113,0.1,0,25,8
13,0.1,0.31,0.5,174,127,111,101,153,72,177,74,-138,10,52,36,-45,76,-182,75,146,0.1,0,25,8
14,0.1,0.31,0.5,163,113,101,109,188,76,187,64,-152,30,12,43,-183,67,-207,75,108,0.1,0,25,8
15,0.1,0.31,0.5,170,124,119,109,72,100,95,84,-277,20,52,57,40,69,-58,76,178,0.1,0,25,8
