eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,total_case_agent_2,total_case_agent_3,total_case_agent_4,total_case_agent_5,total_case_agent_6,total_case_agent_7,rewards_agent_0,rewards_agent_1,rewards_agent_2,rewards_agent_3,rewards_agent_4,rewards_agent_5,rewards_agent_6,rewards_agent_7,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0,0,13,0,0,0,0,0,-107,-117,79,-172,-135,-105,-119,-107,73,0.1,0,10,8
1,0.1,0.31,0.5,11,11,11,11,6,7,11,11,-129,-124,91,-112,-105,-106,-123,-122,30,0.1,0,10,8
2,0.1,0.31,0.5,11,11,11,11,6,19,11,8,-119,-112,91,-104,-104,54,-144,91,47,0.1,0,10,8
3,0.1,0.31,0.5,16,16,17,16,10,11,16,13,-117,-132,88,-138,-102,95,-109,95,39,0.1,0,10,8
4,0.1,0.31,0.5,16,16,14,16,16,15,16,13,-119,-138,89,-114,-122,95,-113,95,39,0.1,0,10,8
5,0.1,0.31,0.5,16,16,16,17,16,12,16,11,-130,-111,86,71,-132,90,-121,93,33,0.1,0,10,8
6,0.1,0.31,0.5,25,25,22,25,25,19,25,20,-156,-113,90,88,-119,94,-119,95,57,0.1,0,10,8
7,0.1,0.31,0.5,25,25,14,24,25,13,25,15,-133,-174,89,86,-104,95,-117,93,75,0.1,0,10,8
8,0.1,0.31,0.5,25,25,17,17,25,21,25,12,-120,-129,91,82,-114,69,-110,95,32,0.1,0,10,8
9,0.1,0.31,0.5,25,25,23,25,25,23,25,21,-113,-136,88,88,-119,95,-132,93,37,0.1,0,10,8
10,0.1,0.31,0.5,25,25,19,25,25,11,25,16,-133,-139,89,80,-124,95,-108,95,40,0.1,0,10,8
11,0.1,0.31,0.5,25,25,19,14,25,25,25,13,-134,-143,91,88,-144,75,-141,95,45,0.1,0,10,8
12,0.1,0.31,0.5,29,29,19,33,29,27,29,19,-165,-148,91,89,-139,91,-119,95,66,0.1,0,10,8
13,0.1,0.31,0.5,30,30,22,26,20,19,29,15,-149,-128,88,83,64,89,-105,95,50,0.1,0,10,8
14,0.1,0.31,0.5,34,34,27,24,27,26,24,19,-110,-106,91,88,94,90,40,95,61,0.1,0,10,8
15,0.1,0.31,0.5,38,38,29,34,33,29,35,27,-141,-136,87,87,94,91,92,95,42,0.1,0,10,8
16,0.1,0.31,0.5,12,10,27,28,16,38,39,21,75,90,91,88,93,-108,90,95,26,0.1,0,10,8
17,0.1,0.31,0.5,44,41,43,37,47,36,21,27,88,92,89,83,-114,91,92,95,18,0.1,0,10,8
18,0.1,0.31,0.5,41,40,23,30,28,47,35,23,88,90,91,88,94,-108,92,95,13,0.1,0,10,8
19,0.1,0.31,0.5,23,23,38,39,26,14,37,31,87,88,91,88,94,86,92,95,15,0.1,1,10,8
20,0.1,0.31,0.5,40,36,30,27,26,41,47,20,87,91,86,88,94,91,-109,95,15,0.1,0,10,8
21,0.1,0.31,0.5,49,28,32,36,30,26,17,32,-118,92,59,61,93,91,92,92,42,0.1,0,10,8
22,0.1,0.31,0.5,25,34,37,36,30,36,41,32,91,88,91,92,93,91,91,95,13,0.1,1,10,8
23,0.1,0.31,0.5,32,41,35,31,36,30,43,23,90,85,89,89,91,95,92,95,16,0.1,1,10,8
24,0.1,0.31,0.5,43,28,27,35,30,29,17,23,79,92,90,90,92,91,92,95,22,0.1,1,10,8
25,0.1,0.31,0.5,35,35,43,41,33,32,41,38,89,92,89,90,94,93,91,95,12,0.1,1,10,8
26,0.1,0.31,0.5,33,40,38,31,30,40,45,25,91,92,91,89,94,91,92,95,12,0.1,1,10,8
27,0.1,0.31,0.5,44,27,26,26,22,31,17,24,-112,92,79,88,94,87,92,93,22,0.1,0,10,8
28,0.1,0.31,0.5,21,33,37,38,34,33,38,37,91,92,93,90,93,92,-105,86,15,0.1,0,10,8
