eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agents,rewards_agents,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.31,0.5,0.0,-127.5,31,0.1,0,10,2
1,0.1,0.31,0.5,11.5,-31.0,60,0.1,0,10,2
2,0.1,0.31,0.5,14.5,-17.0,21,0.1,0,10,2
3,0.1,0.31,0.5,16.0,-15.5,18,0.1,0,10,2
4,0.1,0.31,0.5,16.0,-110.0,17,0.1,0,10,2
5,0.1,0.31,0.5,17.0,-32.5,45,0.1,0,10,2
6,0.1,0.31,0.5,17.0,-122.0,42,0.1,0,10,2
7,0.1,0.31,0.5,18.0,-134.0,50,0.1,0,10,2
8,0.1,0.31,0.5,17.0,-21.0,29,0.1,0,10,2
9,0.1,0.31,0.5,17.0,-15.5,18,0.1,0,10,2
10,0.1,0.31,0.5,17.0,-15.5,18,0.1,0,10,2
11,0.1,0.31,0.5,17.0,-50.0,86,0.1,0,10,2
12,0.1,0.31,0.5,17.5,-21.0,25,0.1,0,10,2
13,0.1,0.31,0.5,17.0,-17.0,21,0.1,0,10,2
14,0.1,0.31,0.5,17.0,-23.0,31,0.1,0,10,2
15,0.1,0.31,0.5,17.0,-46.0,79,0.1,0,10,2
16,0.1,0.31,0.5,17.0,-24.5,35,0.1,0,10,2
17,0.1,0.31,0.5,17.0,-11.0,17,0.1,0,10,2
18,0.1,0.31,0.5,16.5,-10.5,15,0.1,0,10,2
19,0.1,0.31,0.5,17.0,-45.5,78,0.1,0,10,2
20,0.1,0.31,0.5,21.5,74.0,39,0.1,1,10,2
21,0.1,0.31,0.5,31.5,74.0,29,0.1,1,10,2
22,0.1,0.31,0.5,23.0,74.5,37,0.1,1,10,2
23,0.1,0.31,0.5,26.0,77.5,30,0.1,1,10,2
24,0.1,0.31,0.5,29.0,80.0,27,0.1,1,10,2
25,0.1,0.31,0.5,23.0,87.5,15,0.1,1,10,2
26,0.1,0.31,0.5,27.0,-30.0,37,0.1,0,10,2
