eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,1,0.1,0,0,-169,-112,70,0.1,0,10
1,0.1,1,0.1,0,0,-117,-146,47,0.1,0,10
2,0.1,1,0.1,0,0,-115,-124,25,0.1,0,10
3,0.1,1,0.1,0,0,-107,-192,93,0.1,0,10
4,0.1,1,0.1,0,0,-106,-120,21,0.1,0,10
5,0.1,1,0.1,0,0,-128,-127,29,0.1,0,10
6,0.1,1,0.1,0,0,-150,-172,73,0.1,0,10
7,0.1,1,0.1,0,0,-117,-126,27,0.1,0,10
8,0.1,1,0.1,0,0,-126,-168,69,0.1,0,10
9,0.1,1,0.1,0,0,-133,-147,48,0.1,0,10
10,0.1,1,0.1,0,23,-141,34,67,0.1,0,10
11,0.1,1,0.1,16,24,-190,83,91,0.1,0,10
12,0.1,1,0.1,33,24,47,84,54,0.1,1,10
13,0.1,1,0.1,33,36,74,84,27,0.1,1,10
14,0.1,1,0.1,35,36,78,84,23,0.1,1,10
15,0.1,1,0.1,35,29,77,82,24,0.1,1,10
16,0.1,1,0.1,30,31,79,80,22,0.1,1,10
17,0.1,1,0.1,32,33,79,77,24,0.1,1,10
18,0.1,1,0.1,32,23,77,82,24,0.1,1,10
19,0.1,1,0.1,29,32,77,83,24,0.1,1,10
20,0.1,1,0.1,31,32,76,84,25,0.1,1,10
21,0.1,1,0.1,31,17,73,-117,28,0.1,0,10
22,0.1,1,0.1,30,35,77,66,35,0.1,1,10
23,0.1,1,0.1,34,37,73,75,28,0.1,1,10
24,0.1,1,0.1,27,37,79,87,22,0.1,1,10
25,0.1,1,0.1,29,35,-113,86,15,0.1,0,10
26,0.1,1,0.1,33,35,79,86,22,0.1,1,10
27,0.1,1,0.1,33,25,75,88,26,0.1,1,10
28,0.1,1,0.1,32,31,78,90,23,0.1,1,10
29,0.1,1,0.1,31,29,76,88,25,0.1,1,10
30,0.1,1,0.1,32,27,79,88,22,0.1,1,10
31,0.1,1,0.1,30,26,74,82,27,0.1,1,10
32,0.1,1,0.1,31,28,78,79,23,0.1,1,10
33,0.1,1,0.1,32,28,71,87,30,0.1,1,10
34,0.1,1,0.1,33,28,75,86,26,0.1,1,10
35,0.1,1,0.1,33,34,78,71,30,0.1,1,10
36,0.1,1,0.1,33,34,79,89,22,0.1,1,10
37,0.1,1,0.1,17,32,-123,85,24,0.1,0,10
38,0.1,1,0.1,20,25,-152,87,53,0.1,0,10
39,0.1,1,0.1,20,25,-125,88,26,0.1,0,10
40,0.1,1,0.1,35,20,45,87,56,0.1,1,10
41,0.1,1,0.1,33,27,83,88,18,0.1,1,10
42,0.1,1,0.1,34,25,81,86,20,0.1,1,10
43,0.1,1,0.1,32,29,83,84,18,0.1,1,10
44,0.1,1,0.1,36,28,78,88,23,0.1,1,10
45,0.1,1,0.1,26,27,73,87,28,0.1,1,10
46,0.1,1,0.1,28,20,74,88,27,0.1,1,10
47,0.1,1,0.1,30,27,80,88,21,0.1,1,10
48,0.1,1,0.1,27,26,-107,87,14,0.1,0,10
49,0.1,1,0.1,27,23,-108,88,13,0.1,0,10
50,0.1,1,0.1,29,23,57,86,44,0.1,1,10
51,0.1,1,0.1,29,23,81,87,20,0.1,1,10
52,0.1,1,0.1,31,24,77,86,24,0.1,1,10
53,0.1,1,0.1,31,24,81,88,20,0.1,1,10
54,0.1,1,0.1,30,18,83,-108,18,0.1,0,10
55,0.1,1,0.1,29,28,83,83,18,0.1,1,10
56,0.1,1,0.1,27,30,81,90,20,0.1,1,10
57,0.1,1,0.1,26,31,82,88,19,0.1,1,10
58,0.1,1,0.1,23,23,83,90,18,0.1,1,10
59,0.1,1,0.1,24,30,81,88,20,0.1,1,10
60,0.1,1,0.1,25,29,83,88,18,0.1,1,10
61,0.1,1,0.1,20,27,-114,88,15,0.1,0,10
62,0.1,1,0.1,20,26,-124,89,25,0.1,0,10
63,0.1,1,0.1,20,25,-105,88,13,0.1,0,10
64,0.1,1,0.1,20,25,-131,88,32,0.1,0,10
65,0.1,1,0.1,20,25,-149,90,50,0.1,0,10
66,0.1,1,0.1,29,20,74,90,27,0.1,1,10
67,0.1,1,0.1,30,27,88,82,19,0.1,1,10
68,0.1,1,0.1,30,24,89,88,13,0.1,1,10
69,0.1,1,0.1,21,21,-109,90,11,0.1,0,10
70,0.1,1,0.1,20,21,-140,90,41,0.1,0,10
71,0.1,1,0.1,20,21,-164,90,65,0.1,0,10
72,0.1,1,0.1,26,16,83,89,18,0.1,1,10
73,0.1,1,0.1,26,22,81,86,20,0.1,1,10
74,0.1,1,0.1,27,23,78,90,23,0.1,1,10
75,0.1,1,0.1,27,23,81,90,20,0.1,1,10
76,0.1,1,0.1,25,21,80,90,21,0.1,1,10
77,0.1,1,0.1,25,23,80,90,21,0.1,1,10
78,0.1,1,0.1,25,17,83,90,18,0.1,1,10
79,0.1,1,0.1,25,18,80,90,21,0.1,1,10
80,0.1,1,0.1,28,18,69,90,32,0.1,1,10
81,0.1,1,0.1,28,20,83,89,18,0.1,1,10
82,0.1,1,0.1,30,20,83,90,18,0.1,1,10
83,0.1,1,0.1,30,21,83,90,18,0.1,1,10
84,0.1,1,0.1,30,21,82,90,19,0.1,1,10
85,0.1,1,0.1,26,21,81,90,20,0.1,1,10
86,0.1,1,0.1,27,19,80,90,21,0.1,1,10
87,0.1,1,0.1,26,21,83,90,18,0.1,1,10
88,0.1,1,0.1,26,22,82,90,19,0.1,1,10
89,0.1,1,0.1,26,18,83,90,18,0.1,1,10
90,0.1,1,0.1,25,22,78,89,23,0.1,1,10
91,0.1,1,0.1,23,20,83,90,18,0.1,1,10
92,0.1,1,0.1,23,21,83,88,18,0.1,1,10
93,0.1,1,0.1,25,20,82,92,19,0.1,1,10
94,0.1,1,0.1,25,20,83,90,18,0.1,1,10
95,0.1,1,0.1,25,20,83,90,18,0.1,1,10
96,0.1,1,0.1,25,25,83,84,18,0.1,1,10
97,0.1,1,0.1,25,23,83,90,18,0.1,1,10
98,0.1,1,0.1,23,26,83,87,18,0.1,1,10
99,0.1,1,0.1,25,26,83,90,18,0.1,1,10
100,0.1,1,0.1,24,26,83,80,21,0.1,1,10
101,0.1,1,0.1,25,29,83,89,18,0.1,1,10
102,0.1,1,0.1,23,27,83,90,18,0.1,1,10
103,0.1,1,0.1,23,28,83,90,18,0.1,1,10
104,0.1,1,0.1,25,28,83,90,18,0.1,1,10
105,0.1,1,0.1,25,24,83,90,18,0.1,1,10
106,0.1,1,0.1,25,23,83,89,18,0.1,1,10
107,0.1,1,0.1,25,23,83,90,18,0.1,1,10
108,0.1,1,0.1,28,18,79,90,22,0.1,1,10
109,0.1,1,0.1,27,20,83,90,18,0.1,1,10
110,0.1,1,0.1,29,20,76,90,25,0.1,1,10
111,0.1,1,0.1,29,17,83,90,18,0.1,1,10
112,0.1,1,0.1,29,16,83,-103,18,0.1,0,10
113,0.1,1,0.1,26,22,83,88,18,0.1,1,10
114,0.1,1,0.1,26,21,82,92,19,0.1,1,10
115,0.1,1,0.1,24,22,82,92,19,0.1,1,10
116,0.1,1,0.1,26,21,83,92,18,0.1,1,10
117,0.1,1,0.1,26,21,83,92,18,0.1,1,10
118,0.1,1,0.1,26,21,83,92,18,0.1,1,10
119,0.1,1,0.1,16,21,-113,92,14,0.1,0,10
120,0.1,1,0.1,16,19,-140,90,41,0.1,0,10
121,0.1,1,0.1,16,19,-117,92,18,0.1,0,10
122,0.1,1,0.1,16,14,-159,92,60,0.1,0,10
123,0.1,1,0.1,16,12,-124,92,25,0.1,0,10
124,0.1,1,0.1,32,12,45,92,56,0.1,1,10
125,0.1,1,0.1,32,22,79,90,22,0.1,1,10
126,0.1,1,0.1,32,23,77,92,24,0.1,1,10
127,0.1,1,0.1,33,22,78,88,23,0.1,1,10
128,0.1,1,0.1,32,22,79,92,22,0.1,1,10
