eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.4,0.1,0,0,-108,-109,10,0.1,0,10
1,0.1,0.4,0.1,0,0,-122,-147,48,0.1,0,10
2,0.1,0.4,0.1,0,0,-121,-142,43,0.1,0,10
3,0.1,0.4,0.1,0,0,-113,-172,73,0.1,0,10
4,0.1,0.4,0.1,0,0,-141,-128,42,0.1,0,10
5,0.1,0.4,0.1,0,0,-109,-154,55,0.1,0,10
6,0.1,0.4,0.1,0,0,-109,-135,36,0.1,0,10
7,0.1,0.4,0.1,0,0,-131,-122,32,0.1,0,10
8,0.1,0.4,0.1,0,0,-124,-123,25,0.1,0,10
9,0.1,0.4,0.1,0,0,-175,-125,76,0.1,0,10
10,0.1,0.4,0.1,0,0,-132,-188,89,0.1,0,10
11,0.1,0.4,0.1,0,0,-119,-107,20,0.1,0,10
12,0.1,0.4,0.1,0,0,-123,-127,28,0.1,0,10
13,0.1,0.4,0.1,21,0,48,-144,53,0.1,0,10
14,0.1,0.4,0.1,22,27,87,53,48,0.1,1,10
15,0.1,0.4,0.1,30,28,89,92,12,0.1,1,10
16,0.1,0.4,0.1,32,29,87,87,14,0.1,1,10
17,0.1,0.4,0.1,32,29,89,91,12,0.1,1,10
18,0.1,0.4,0.1,24,29,86,84,17,0.1,1,10
19,0.1,0.4,0.1,25,13,88,91,13,0.1,1,10
20,0.1,0.4,0.1,15,22,89,92,12,0.1,1,10
21,0.1,0.4,0.1,23,22,87,92,14,0.1,1,10
22,0.1,0.4,0.1,22,27,89,84,17,0.1,1,10
23,0.1,0.4,0.1,22,25,87,92,14,0.1,1,10
24,0.1,0.4,0.1,22,24,89,92,12,0.1,1,10
25,0.1,0.4,0.1,22,24,-121,92,22,0.1,0,10
26,0.1,0.4,0.1,21,24,89,92,12,0.1,1,10
27,0.1,0.4,0.1,24,20,91,90,11,0.1,1,10
28,0.1,0.4,0.1,23,23,91,92,10,0.1,1,10
29,0.1,0.4,0.1,23,23,91,82,19,0.1,1,10
30,0.1,0.4,0.1,22,29,90,92,11,0.1,1,10
31,0.1,0.4,0.1,24,26,91,92,10,0.1,1,10
32,0.1,0.4,0.1,24,25,-103,86,15,0.1,0,10
33,0.1,0.4,0.1,18,22,91,92,10,0.1,1,10
34,0.1,0.4,0.1,23,23,91,92,10,0.1,1,10
35,0.1,0.4,0.1,21,23,91,92,10,0.1,1,10
36,0.1,0.4,0.1,23,15,91,92,10,0.1,1,10
37,0.1,0.4,0.1,19,19,89,92,12,0.1,1,10
38,0.1,0.4,0.1,20,19,91,92,10,0.1,1,10
39,0.1,0.4,0.1,29,19,53,92,48,0.1,1,10
40,0.1,0.4,0.1,32,19,85,91,16,0.1,1,10
41,0.1,0.4,0.1,32,19,91,91,10,0.1,1,10
42,0.1,0.4,0.1,32,19,91,92,10,0.1,1,10
43,0.1,0.4,0.1,32,19,-108,92,9,0.1,0,10
44,0.1,0.4,0.1,32,15,91,92,10,0.1,1,10
45,0.1,0.4,0.1,17,20,91,92,10,0.1,1,10
46,0.1,0.4,0.1,20,20,91,92,10,0.1,1,10
47,0.1,0.4,0.1,17,17,89,92,12,0.1,1,10
48,0.1,0.4,0.1,19,20,91,92,10,0.1,1,10
49,0.1,0.4,0.1,19,20,-102,92,9,0.1,0,10
50,0.1,0.4,0.1,19,22,-110,89,12,0.1,0,10
51,0.1,0.4,0.1,19,22,-102,92,9,0.1,0,10
52,0.1,0.4,0.1,15,19,-102,92,9,0.1,0,10
53,0.1,0.4,0.1,23,19,67,91,34,0.1,1,10
54,0.1,0.4,0.1,24,22,91,92,10,0.1,1,10
55,0.1,0.4,0.1,23,19,90,89,12,0.1,1,10
56,0.1,0.4,0.1,24,23,90,85,16,0.1,1,10
57,0.1,0.4,0.1,24,23,-109,91,10,0.1,0,10
58,0.1,0.4,0.1,20,20,90,92,11,0.1,1,10
59,0.1,0.4,0.1,20,17,-112,92,13,0.1,0,10
60,0.1,0.4,0.1,18,19,-108,92,9,0.1,0,10
61,0.1,0.4,0.1,17,15,-121,92,22,0.1,0,10
62,0.1,0.4,0.1,17,17,-103,79,22,0.1,0,10
63,0.1,0.4,0.1,19,18,88,91,13,0.1,1,10
64,0.1,0.4,0.1,19,22,91,92,10,0.1,1,10
65,0.1,0.4,0.1,19,20,89,92,12,0.1,1,10
66,0.1,0.4,0.1,17,19,91,92,10,0.1,1,10
67,0.1,0.4,0.1,17,18,-104,90,11,0.1,0,10
68,0.1,0.4,0.1,19,21,91,92,10,0.1,1,10
69,0.1,0.4,0.1,19,17,91,92,10,0.1,1,10
70,0.1,0.4,0.1,22,17,75,92,26,0.1,1,10
71,0.1,0.4,0.1,25,20,85,92,16,0.1,1,10
72,0.1,0.4,0.1,25,25,91,91,10,0.1,1,10
73,0.1,0.4,0.1,21,25,91,92,10,0.1,1,10
74,0.1,0.4,0.1,23,25,90,-106,11,0.1,0,10
75,0.1,0.4,0.1,20,23,91,91,10,0.1,1,10
76,0.1,0.4,0.1,19,23,90,92,11,0.1,1,10
77,0.1,0.4,0.1,18,22,91,92,10,0.1,1,10
78,0.1,0.4,0.1,18,16,91,92,10,0.1,1,10
79,0.1,0.4,0.1,19,17,91,92,10,0.1,1,10
80,0.1,0.4,0.1,19,19,91,91,10,0.1,1,10
81,0.1,0.4,0.1,17,19,91,90,11,0.1,1,10
82,0.1,0.4,0.1,18,20,91,90,11,0.1,1,10
83,0.1,0.4,0.1,19,19,91,92,10,0.1,1,10
84,0.1,0.4,0.1,17,20,89,92,12,0.1,1,10
85,0.1,0.4,0.1,16,20,91,92,10,0.1,1,10
86,0.1,0.4,0.1,17,26,91,65,36,0.1,1,10
87,0.1,0.4,0.1,19,26,89,92,12,0.1,1,10
88,0.1,0.4,0.1,20,24,91,92,10,0.1,1,10
89,0.1,0.4,0.1,19,23,91,92,10,0.1,1,10
90,0.1,0.4,0.1,20,24,91,92,10,0.1,1,10
91,0.1,0.4,0.1,19,19,91,92,10,0.1,1,10
92,0.1,0.4,0.1,17,19,91,92,10,0.1,1,10
93,0.1,0.4,0.1,23,19,75,92,26,0.1,1,10
94,0.1,0.4,0.1,24,19,91,90,11,0.1,1,10
95,0.1,0.4,0.1,23,20,91,92,10,0.1,1,10
96,0.1,0.4,0.1,24,20,90,92,11,0.1,1,10
97,0.1,0.4,0.1,22,20,91,92,10,0.1,1,10
98,0.1,0.4,0.1,18,21,91,92,10,0.1,1,10
99,0.1,0.4,0.1,19,21,-109,-107,10,0.1,0,10
100,0.1,0.4,0.1,19,21,-107,-107,8,0.1,0,10
101,0.1,0.4,0.1,11,13,-108,-107,9,0.1,0,10
102,0.1,0.4,0.1,12,23,-134,51,50,0.1,0,10
103,0.1,0.4,0.1,19,20,-155,89,56,0.1,0,10
104,0.1,0.4,0.1,19,18,-166,89,67,0.1,0,10
105,0.1,0.4,0.1,19,18,-130,90,31,0.1,0,10
106,0.1,0.4,0.1,19,18,-153,89,54,0.1,0,10
107,0.1,0.4,0.1,19,14,-151,89,52,0.1,0,10
108,0.1,0.4,0.1,19,13,-135,92,36,0.1,0,10
109,0.1,0.4,0.1,19,13,-157,-113,58,0.1,0,10
110,0.1,0.4,0.1,16,13,-160,90,61,0.1,0,10
111,0.1,0.4,0.1,16,13,-155,-107,56,0.1,0,10
112,0.1,0.4,0.1,33,13,52,90,49,0.1,1,10
113,0.1,0.4,0.1,33,21,84,90,17,0.1,1,10
114,0.1,0.4,0.1,34,24,85,89,16,0.1,1,10
115,0.1,0.4,0.1,33,24,81,90,20,0.1,1,10
116,0.1,0.4,0.1,29,24,85,90,16,0.1,1,10
117,0.1,0.4,0.1,25,24,84,90,17,0.1,1,10
118,0.1,0.4,0.1,28,15,83,90,18,0.1,1,10
119,0.1,0.4,0.1,26,22,84,90,17,0.1,1,10
120,0.1,0.4,0.1,28,24,85,89,16,0.1,1,10
121,0.1,0.4,0.1,26,24,85,90,16,0.1,1,10
122,0.1,0.4,0.1,26,24,85,88,16,0.1,1,10
123,0.1,0.4,0.1,26,24,-110,90,11,0.1,0,10
124,0.1,0.4,0.1,24,24,85,90,16,0.1,1,10
125,0.1,0.4,0.1,22,24,81,90,20,0.1,1,10
126,0.1,0.4,0.1,27,25,81,90,20,0.1,1,10
127,0.1,0.4,0.1,27,26,-123,88,24,0.1,0,10
128,0.1,0.4,0.1,18,18,-110,89,12,0.1,0,10
129,0.1,0.4,0.1,28,17,54,90,47,0.1,1,10
130,0.1,0.4,0.1,29,24,87,90,14,0.1,1,10
131,0.1,0.4,0.1,28,24,87,90,14,0.1,1,10
132,0.1,0.4,0.1,31,22,84,88,17,0.1,1,10
133,0.1,0.4,0.1,27,23,87,90,14,0.1,1,10
134,0.1,0.4,0.1,26,23,86,90,15,0.1,1,10
135,0.1,0.4,0.1,22,16,87,90,14,0.1,1,10
136,0.1,0.4,0.1,25,22,87,90,14,0.1,1,10
137,0.1,0.4,0.1,23,21,87,90,14,0.1,1,10
138,0.1,0.4,0.1,23,23,87,88,14,0.1,1,10
139,0.1,0.4,0.1,23,24,87,88,14,0.1,1,10
140,0.1,0.4,0.1,22,23,87,90,14,0.1,1,10
141,0.1,0.4,0.1,23,25,87,90,14,0.1,1,10
142,0.1,0.4,0.1,23,28,87,84,17,0.1,1,10
143,0.1,0.4,0.1,23,28,87,90,14,0.1,1,10
144,0.1,0.4,0.1,19,27,87,90,14,0.1,1,10
145,0.1,0.4,0.1,25,27,78,90,23,0.1,1,10
146,0.1,0.4,0.1,23,19,84,90,17,0.1,1,10
147,0.1,0.4,0.1,26,24,87,83,18,0.1,1,10
148,0.1,0.4,0.1,23,23,87,90,14,0.1,1,10
