eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.4,0.1,0,0,-118,-132,33,0.1,0,10
1,0.1,0.4,0.1,0,0,-124,-173,74,0.1,0,10
2,0.1,0.4,0.1,0,0,-127,-139,40,0.1,0,10
3,0.1,0.4,0.1,0,0,-108,-126,27,0.1,0,10
4,0.1,0.4,0.1,0,0,-108,-126,27,0.1,0,10
5,0.1,0.4,0.1,0,0,-108,-113,14,0.1,0,10
6,0.1,0.4,0.1,0,12,-153,71,54,0.1,0,10
7,0.1,0.4,0.1,10,12,-112,92,13,0.1,0,10
8,0.1,0.4,0.1,21,12,83,92,18,0.1,1,10
9,0.1,0.4,0.1,23,28,83,76,25,0.1,1,10
10,0.1,0.4,0.1,23,29,91,92,10,0.1,1,10
11,0.1,0.4,0.1,25,27,91,86,15,0.1,1,10
12,0.1,0.4,0.1,16,27,91,92,10,0.1,1,10
13,0.1,0.4,0.1,24,27,91,92,10,0.1,1,10
14,0.1,0.4,0.1,22,13,91,91,10,0.1,1,10
15,0.1,0.4,0.1,20,22,91,92,10,0.1,1,10
16,0.1,0.4,0.1,19,19,90,91,11,0.1,1,10
17,0.1,0.4,0.1,20,19,91,92,10,0.1,1,10
18,0.1,0.4,0.1,19,25,90,91,11,0.1,1,10
19,0.1,0.4,0.1,19,25,90,92,11,0.1,1,10
20,0.1,0.4,0.1,11,25,89,90,12,0.1,1,10
21,0.1,0.4,0.1,19,25,90,92,11,0.1,1,10
22,0.1,0.4,0.1,19,25,91,92,10,0.1,1,10
23,0.1,0.4,0.1,19,19,88,92,13,0.1,1,10
24,0.1,0.4,0.1,19,11,91,89,12,0.1,1,10
25,0.1,0.4,0.1,19,18,91,92,10,0.1,1,10
26,0.1,0.4,0.1,18,19,91,92,10,0.1,1,10
27,0.1,0.4,0.1,19,19,91,92,10,0.1,1,10
28,0.1,0.4,0.1,19,19,91,92,10,0.1,1,10
29,0.1,0.4,0.1,19,19,91,90,11,0.1,1,10
30,0.1,0.4,0.1,21,19,81,91,20,0.1,1,10
31,0.1,0.4,0.1,13,21,89,92,12,0.1,1,10
32,0.1,0.4,0.1,21,21,91,92,10,0.1,1,10
33,0.1,0.4,0.1,21,21,90,92,11,0.1,1,10
34,0.1,0.4,0.1,21,23,85,92,16,0.1,1,10
35,0.1,0.4,0.1,21,15,-106,91,10,0.1,0,10
36,0.1,0.4,0.1,21,17,-108,92,9,0.1,0,10
37,0.1,0.4,0.1,21,18,89,92,12,0.1,1,10
38,0.1,0.4,0.1,15,18,-111,92,12,0.1,0,10
39,0.1,0.4,0.1,14,18,-144,92,45,0.1,0,10
40,0.1,0.4,0.1,13,19,-159,92,60,0.1,0,10
41,0.1,0.4,0.1,13,19,-104,92,9,0.1,0,10
42,0.1,0.4,0.1,23,13,65,91,36,0.1,1,10
43,0.1,0.4,0.1,23,20,88,92,13,0.1,1,10
44,0.1,0.4,0.1,23,20,89,92,12,0.1,1,10
45,0.1,0.4,0.1,22,20,85,92,16,0.1,1,10
46,0.1,0.4,0.1,23,18,89,92,12,0.1,1,10
47,0.1,0.4,0.1,18,23,89,87,14,0.1,1,10
48,0.1,0.4,0.1,16,15,89,92,12,0.1,1,10
49,0.1,0.4,0.1,21,23,-109,92,10,0.1,0,10
50,0.1,0.4,0.1,14,23,-109,92,10,0.1,0,10
51,0.1,0.4,0.1,14,23,-125,92,26,0.1,0,10
