eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size,num_agents
0,0.1,0.5,1,0,0,-114,-136,37,0.1,0,10,2
1,0.1,0.5,1,0,25,-114,29,72,0.1,0,10,2
2,0.1,0.5,1,4,15,-103,86,15,0.1,0,10,2
3,0.1,0.5,1,15,16,-116,86,17,0.1,0,10,2
4,0.1,0.5,1,16,16,-121,81,22,0.1,0,10,2
5,0.1,0.5,1,16,12,-112,84,17,0.1,0,10,2
6,0.1,0.5,1,19,15,54,73,47,0.1,1,10,2
7,0.1,0.5,1,17,21,91,88,13,0.1,1,10,2
8,0.1,0.5,1,13,12,83,89,18,0.1,1,10,2
9,0.1,0.5,1,13,20,-114,90,15,0.1,0,10,2
10,0.1,0.5,1,25,21,-17,-110,118,0.1,0,10,2
11,0.1,0.5,1,23,19,85,88,16,0.1,1,10,2
12,0.1,0.5,1,21,13,-110,89,12,0.1,0,10,2
13,0.1,0.5,1,16,18,81,90,20,0.1,1,10,2
14,0.1,0.5,1,24,17,83,89,18,0.1,1,10,2
15,0.1,0.5,1,15,16,83,90,18,0.1,1,10,2
16,0.1,0.5,1,21,12,-110,89,12,0.1,0,10,2
17,0.1,0.5,1,19,17,76,85,25,0.1,1,10,2
18,0.1,0.5,1,23,19,85,90,16,0.1,1,10,2
19,0.1,0.5,1,17,16,85,89,16,0.1,1,10,2
20,0.1,0.5,1,18,16,85,85,16,0.1,1,10,2
21,0.1,0.5,1,14,14,85,91,16,0.1,1,10,2
22,0.1,0.5,1,19,10,-135,91,36,0.1,0,10,2
23,0.1,0.5,1,12,15,86,92,15,0.1,1,10,2
24,0.1,0.5,1,19,13,89,92,12,0.1,1,10,2
25,0.1,0.5,1,12,15,89,92,12,0.1,1,10,2
26,0.1,0.5,1,14,16,87,-105,14,0.1,0,10,2
27,0.1,0.5,1,17,12,89,92,12,0.1,1,10,2
28,0.1,0.5,1,15,16,86,92,15,0.1,1,10,2
29,0.1,0.5,1,18,10,-108,92,9,0.1,0,10,2
30,0.1,0.5,1,12,17,89,91,12,0.1,1,10,2
31,0.1,0.5,1,18,13,88,89,13,0.1,1,10,2
32,0.1,0.5,1,14,18,89,85,16,0.1,1,10,2
33,0.1,0.5,1,17,17,89,-108,12,0.1,0,10,2
34,0.1,0.5,1,15,11,86,90,15,0.1,1,10,2
35,0.1,0.5,1,18,17,87,91,14,0.1,1,10,2
36,0.1,0.5,1,13,11,89,92,12,0.1,1,10,2
37,0.1,0.5,1,18,16,87,92,14,0.1,1,10,2
38,0.1,0.5,1,13,12,88,92,13,0.1,1,10,2
39,0.1,0.5,1,18,16,89,91,12,0.1,1,10,2
