eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.2,0.1,0,0,-108,-117,18,0.45,0,10
1,0.1,0.2,0.1,0,20,-114,58,43,0.45,0,10
2,0.1,0.2,0.1,12,15,-112,86,15,0.45,0,10
3,0.1,0.2,0.1,13,4,-131,-111,32,0.45,0,10
4,0.1,0.2,0.1,13,4,-105,-133,34,0.45,0,10
5,0.1,0.2,0.1,13,4,-111,-113,14,0.45,0,10
6,0.1,0.2,0.1,13,4,-128,-144,45,0.45,0,10
7,0.1,0.2,0.1,15,20,-143,62,44,0.45,0,10
8,0.1,0.2,0.1,15,13,-103,-109,10,0.45,0,10
9,0.1,0.2,0.1,15,17,-109,45,56,0.45,0,10
10,0.1,0.2,0.1,20,15,-162,88,63,0.45,0,10
11,0.1,0.2,0.1,30,14,65,88,36,0.45,1,10
12,0.1,0.2,0.1,30,28,74,86,27,0.45,1,10
13,0.1,0.2,0.1,32,16,77,87,24,0.45,1,10
14,0.1,0.2,0.1,29,26,77,88,24,0.45,1,10
15,0.1,0.2,0.1,25,40,76,72,29,0.45,1,10
16,0.1,0.2,0.1,33,31,80,85,21,0.45,1,10
17,0.1,0.2,0.1,32,17,78,88,23,0.45,1,10
18,0.1,0.2,0.1,29,20,80,-117,21,0.45,0,10
19,0.1,0.2,0.1,27,20,81,-121,22,0.45,0,10
20,0.1,0.2,0.1,24,28,79,64,37,0.45,1,10
21,0.1,0.2,0.1,25,23,-138,88,39,0.45,0,10
22,0.1,0.2,0.1,25,23,-109,88,13,0.45,0,10
23,0.1,0.2,0.1,22,22,80,90,21,0.45,1,10
24,0.1,0.2,0.1,23,26,74,86,27,0.45,1,10
25,0.1,0.2,0.1,24,16,80,88,21,0.45,1,10
26,0.1,0.2,0.1,24,20,72,88,29,0.45,1,10
27,0.1,0.2,0.1,26,24,81,89,20,0.45,1,10
28,0.1,0.2,0.1,25,23,74,90,27,0.45,1,10
29,0.1,0.2,0.1,26,24,79,90,22,0.45,1,10
30,0.1,0.2,0.1,24,23,77,90,24,0.45,1,10
31,0.1,0.2,0.1,27,17,69,90,32,0.45,1,10
32,0.1,0.2,0.1,28,22,-115,90,16,0.45,0,10
33,0.1,0.2,0.1,25,19,76,90,25,0.45,1,10
34,0.1,0.2,0.1,26,25,77,92,24,0.45,1,10
35,0.1,0.2,0.1,27,23,73,90,28,0.45,1,10
36,0.1,0.2,0.1,24,24,81,89,20,0.45,1,10
37,0.1,0.2,0.1,24,22,80,89,21,0.45,1,10
38,0.1,0.2,0.1,25,24,81,89,20,0.45,1,10
39,0.1,0.2,0.1,25,24,81,89,20,0.45,1,10
40,0.1,0.2,0.1,27,25,67,86,34,0.45,1,10
41,0.1,0.2,0.1,26,23,79,90,22,0.45,1,10
42,0.1,0.2,0.1,25,24,77,90,24,0.45,1,10
43,0.1,0.2,0.1,24,24,76,90,25,0.45,1,10
44,0.1,0.2,0.1,23,20,81,90,20,0.45,1,10
45,0.1,0.2,0.1,25,22,79,90,22,0.45,1,10
46,0.1,0.2,0.1,23,23,77,88,24,0.45,1,10
47,0.1,0.2,0.1,25,21,-117,90,18,0.45,0,10
48,0.1,0.2,0.1,25,21,79,90,22,0.45,1,10
49,0.1,0.2,0.1,35,23,58,91,43,0.45,1,10
