eps,inc_success,dec_unsuccess,dec_success_nocase,total_case_agent_0,total_case_agent_1,rewards_agent_0,rewards_agent_1,total_steps,del_threshold,eps_status,grid_size
0,0.1,0.2,0.1,0,26,-124,10,91,0.45,0,10
1,0.1,0.2,0.1,7,14,-109,84,17,0.45,0,10
2,0.1,0.2,0.1,11,13,-110,88,13,0.45,0,10
3,0.1,0.2,0.1,13,14,-123,87,24,0.45,0,10
4,0.1,0.2,0.1,14,14,-119,86,20,0.45,0,10
5,0.1,0.2,0.1,14,14,-111,-110,12,0.45,0,10
6,0.1,0.2,0.1,14,11,-116,-109,17,0.45,0,10
7,0.1,0.2,0.1,14,13,-153,85,54,0.45,0,10
8,0.1,0.2,0.1,15,12,-106,86,15,0.45,0,10
9,0.1,0.2,0.1,18,10,34,-115,67,0.45,0,10
10,0.1,0.2,0.1,19,26,89,79,22,0.45,1,10
11,0.1,0.2,0.1,20,12,87,88,14,0.45,1,10
12,0.1,0.2,0.1,23,19,85,90,16,0.45,1,10
13,0.1,0.2,0.1,21,15,86,88,15,0.45,1,10
14,0.1,0.2,0.1,24,25,89,87,14,0.45,1,10
15,0.1,0.2,0.1,18,25,88,-110,13,0.45,0,10
16,0.1,0.2,0.1,21,25,88,-117,18,0.45,0,10
17,0.1,0.2,0.1,22,21,86,89,15,0.45,1,10
18,0.1,0.2,0.1,22,24,89,90,12,0.45,1,10
19,0.1,0.2,0.1,24,14,89,89,12,0.45,1,10
20,0.1,0.2,0.1,22,20,88,90,13,0.45,1,10
21,0.1,0.2,0.1,23,20,89,90,12,0.45,1,10
22,0.1,0.2,0.1,19,17,87,85,16,0.45,1,10
23,0.1,0.2,0.1,27,23,77,88,24,0.45,1,10
24,0.1,0.2,0.1,19,23,91,90,11,0.45,1,10
25,0.1,0.2,0.1,22,23,91,90,11,0.45,1,10
26,0.1,0.2,0.1,17,19,-110,85,16,0.45,0,10
27,0.1,0.2,0.1,17,19,-150,90,51,0.45,0,10
28,0.1,0.2,0.1,16,14,-120,90,21,0.45,0,10
29,0.1,0.2,0.1,16,12,-112,88,13,0.45,0,10
30,0.1,0.2,0.1,15,12,-180,90,81,0.45,0,10
31,0.1,0.2,0.1,28,12,69,90,32,0.45,1,10
32,0.1,0.2,0.1,22,23,89,90,12,0.45,1,10
33,0.1,0.2,0.1,23,12,75,90,26,0.45,1,10
34,0.1,0.2,0.1,20,19,79,90,22,0.45,1,10
35,0.1,0.2,0.1,23,20,83,90,18,0.45,1,10
36,0.1,0.2,0.1,23,17,-114,92,15,0.45,0,10
37,0.1,0.2,0.1,24,20,78,87,23,0.45,1,10
38,0.1,0.2,0.1,22,25,83,81,20,0.45,1,10
39,0.1,0.2,0.1,21,21,82,90,19,0.45,1,10
40,0.1,0.2,0.1,21,21,80,90,21,0.45,1,10
41,0.1,0.2,0.1,21,20,83,87,18,0.45,1,10
42,0.1,0.2,0.1,20,16,83,88,18,0.45,1,10
43,0.1,0.2,0.1,26,19,69,90,32,0.45,1,10
44,0.1,0.2,0.1,20,21,82,-113,19,0.45,0,10
45,0.1,0.2,0.1,22,21,81,90,20,0.45,1,10
46,0.1,0.2,0.1,22,21,80,92,21,0.45,1,10
47,0.1,0.2,0.1,22,21,81,90,20,0.45,1,10
48,0.1,0.2,0.1,21,22,83,83,18,0.45,1,10
49,0.1,0.2,0.1,21,20,83,90,18,0.45,1,10
50,0.1,0.2,0.1,22,18,82,90,19,0.45,1,10
51,0.1,0.2,0.1,22,22,-114,89,15,0.45,0,10
52,0.1,0.2,0.1,22,21,76,90,25,0.45,1,10
53,0.1,0.2,0.1,23,22,76,90,25,0.45,1,10
54,0.1,0.2,0.1,23,23,-102,86,15,0.45,0,10
55,0.1,0.2,0.1,25,24,80,87,21,0.45,1,10
56,0.1,0.2,0.1,30,19,73,90,28,0.45,1,10
57,0.1,0.2,0.1,22,17,83,90,18,0.45,1,10
58,0.1,0.2,0.1,21,20,81,89,20,0.45,1,10
59,0.1,0.2,0.1,26,21,72,90,29,0.45,1,10
60,0.1,0.2,0.1,26,21,-117,89,18,0.45,0,10
61,0.1,0.2,0.1,21,24,82,83,19,0.45,1,10
62,0.1,0.2,0.1,21,20,83,90,18,0.45,1,10
63,0.1,0.2,0.1,22,20,83,90,18,0.45,1,10
64,0.1,0.2,0.1,20,18,81,90,20,0.45,1,10
65,0.1,0.2,0.1,23,22,79,85,22,0.45,1,10
66,0.1,0.2,0.1,21,22,80,90,21,0.45,1,10
67,0.1,0.2,0.1,22,21,81,90,20,0.45,1,10
68,0.1,0.2,0.1,22,21,79,90,22,0.45,1,10
69,0.1,0.2,0.1,23,21,-113,86,15,0.45,0,10
70,0.1,0.2,0.1,25,19,76,89,25,0.45,1,10
71,0.1,0.2,0.1,22,17,82,90,19,0.45,1,10
72,0.1,0.2,0.1,21,20,78,90,23,0.45,1,10
73,0.1,0.2,0.1,22,21,83,90,18,0.45,1,10
74,0.1,0.2,0.1,22,21,83,89,18,0.45,1,10
75,0.1,0.2,0.1,22,21,81,89,20,0.45,1,10
76,0.1,0.2,0.1,21,19,83,90,18,0.45,1,10
77,0.1,0.2,0.1,21,19,83,90,18,0.45,1,10
78,0.1,0.2,0.1,22,17,83,90,18,0.45,1,10
79,0.1,0.2,0.1,20,20,81,90,20,0.45,1,10
80,0.1,0.2,0.1,22,21,83,90,18,0.45,1,10
81,0.1,0.2,0.1,22,21,83,89,18,0.45,1,10
82,0.1,0.2,0.1,22,21,81,88,20,0.45,1,10
83,0.1,0.2,0.1,21,19,82,90,19,0.45,1,10
84,0.1,0.2,0.1,24,18,75,90,26,0.45,1,10
85,0.1,0.2,0.1,24,17,79,90,22,0.45,1,10
86,0.1,0.2,0.1,20,20,83,90,18,0.45,1,10
87,0.1,0.2,0.1,22,21,79,90,22,0.45,1,10
88,0.1,0.2,0.1,22,21,83,90,18,0.45,1,10
89,0.1,0.2,0.1,22,21,83,90,18,0.45,1,10
90,0.1,0.2,0.1,22,19,83,90,18,0.45,1,10
91,0.1,0.2,0.1,21,19,83,92,18,0.45,1,10
92,0.1,0.2,0.1,22,15,-167,90,68,0.45,0,10
93,0.1,0.2,0.1,22,22,80,87,21,0.45,1,10
94,0.1,0.2,0.1,20,21,79,90,22,0.45,1,10
95,0.1,0.2,0.1,22,21,81,90,20,0.45,1,10
96,0.1,0.2,0.1,24,21,78,90,23,0.45,1,10
97,0.1,0.2,0.1,22,18,82,90,19,0.45,1,10
98,0.1,0.2,0.1,21,21,81,90,20,0.45,1,10
99,0.1,0.2,0.1,22,16,-120,92,21,0.45,0,10
100,0.1,0.2,0.1,22,20,83,90,18,0.45,1,10
101,0.1,0.2,0.1,22,22,82,-119,20,0.45,0,10
102,0.1,0.2,0.1,22,22,82,-111,19,0.45,0,10
103,0.1,0.2,0.1,22,22,83,89,18,0.45,1,10
104,0.1,0.2,0.1,19,22,83,91,18,0.45,1,10
105,0.1,0.2,0.1,21,23,82,87,19,0.45,1,10
106,0.1,0.2,0.1,22,14,-116,88,17,0.45,0,10
107,0.1,0.2,0.1,22,20,78,92,23,0.45,1,10
108,0.1,0.2,0.1,22,21,82,90,19,0.45,1,10
109,0.1,0.2,0.1,22,21,83,88,18,0.45,1,10
110,0.1,0.2,0.1,20,21,81,90,20,0.45,1,10
111,0.1,0.2,0.1,21,13,83,90,18,0.45,1,10
112,0.1,0.2,0.1,21,20,83,90,18,0.45,1,10
113,0.1,0.2,0.1,22,20,81,90,20,0.45,1,10
114,0.1,0.2,0.1,22,21,-117,90,18,0.45,0,10
115,0.1,0.2,0.1,22,23,85,90,16,0.45,1,10
116,0.1,0.2,0.1,22,21,83,88,18,0.45,1,10
117,0.1,0.2,0.1,22,21,83,90,18,0.45,1,10
118,0.1,0.2,0.1,23,16,81,84,20,0.45,1,10
119,0.1,0.2,0.1,20,21,85,90,16,0.45,1,10
120,0.1,0.2,0.1,20,21,83,90,18,0.45,1,10
121,0.1,0.2,0.1,21,21,81,90,20,0.45,1,10
